Seed	Name	Perfection	Weapon_Projectile_Damage	Weapon_Projectile_ReloadTime	Weapon_Projectile_BurstCap
89388	Gold-Plated Launch System	0.67	+1%		+1.0
89389	Reinforced Wiring	0.73	+1%	-6%	+1.0
89390	Pressurised Compression Unit	0.67	+1%		+1.0
89391	Enhanced Muzzle	0.67	+1%		+1.0
89392	Gold-Plated Shells	0.4	+1%	-6%
89393	Gold-Plated Shells	0.67	+1%		+1.0
89394	Pressurised Trigger	0.6	+1%	-9%
89395	Reinforced Dynamo	1.0	+1%	-10%	+1.0
89396	Reinforced Dynamo	0.67	+1%	-10%
89397	Gold-Plated Trigger	0.93	+1%	-9%	+1.0
89398	Copper Heat Pump	0.73	+1%	-6%	+1.0
89399	Copper Internals	0.73	+1%	-6%	+1.0
89400	Gold-Plated Shells	0.8	+1%	-7%	+1.0
89401	Reinforced Shells	0.6	+1%	-9%
89402	Enhanced Internals	0.67	+1%		+1.0
89403	Gold-Plated Barrel	0.8	+1%	-7%	+1.0
89404	Copper Compression Unit	0.47	+1%	-7%
89405	Copper Shells	0.4	+1%	-6%
89406	Pressurised Compression Unit	0.67	+1%		+1.0
89407	Reinforced Trigger	0.67	+1%		+1.0
89408	Enhanced Heat Pump	0.8	+1%	-7%	+1.0
89409	Reinforced Internals	0.67	+1%		+1.0
89410	Enhanced Internals	0.67	+1%		+1.0
89411	Reinforced Wiring	0.67	+1%		+1.0
89412	Copper Dynamo	0.67	+1%	-10%
89413	Copper Shells	0.4	+1%	-6%
89414	Enhanced Compression Unit	0.47	+1%	-7%
89415	Reinforced Internals	0.67	+1%		+1.0
89416	Reinforced Shells	0.67	+1%		+1.0
89417	Enhanced Trigger	0.67	+1%		+1.0
89418	Reinforced Trigger	0.53	+1%	-8%
89419	Copper Compression Unit	0.67	+1%		+1.0
89420	Gold-Plated Compression Unit	0.4	+1%	-6%
89421	Reinforced Heat Pump	0.47	+1%	-7%
89422	Pressurised Wiring	0.67	+1%		+1.0
89423	Enhanced Launch System	0.4	+1%	-6%
89424	Pressurised Launch System	0.67	+1%		+1.0
89425	Enhanced Shells	0.67	+1%		+1.0
89426	Reinforced Heat Pump	0.4	+1%	-6%
89427	Enhanced Dynamo	0.4	+1%	-6%
89428	Enhanced Wiring	0.67	+1%		+1.0
89429	Gold-Plated Trigger	0.4	+1%	-6%
89430	Enhanced Internals	0.4	+1%	-6%
89431	Gold-Plated Wiring	0.67	+1%		+1.0
89432	Copper Compression Unit	1.0	+1%	-10%	+1.0
89433	Gold-Plated Wiring	0.67	+1%		+1.0
89434	Enhanced Heat Pump	0.87	+1%	-8%	+1.0
89435	Gold-Plated Shells	0.67	+1%		+1.0
89436	Pressurised Internals	0.4	+1%	-6%
89437	Reinforced Shells	0.4	+1%	-6%
89438	Gold-Plated Dynamo	0.67	+1%		+1.0
89439	Reinforced Internals	0.6	+1%	-9%
89440	Copper Barrel	0.47	+1%	-7%
89441	Reinforced Launch System	0.87	+1%	-8%	+1.0
89442	Copper Compression Unit	0.47	+1%	-7%
89443	Enhanced Launch System	0.47	+1%	-7%
89444	Pressurised Dynamo	0.47	+1%	-7%
89445	Copper Compression Unit	0.67	+1%		+1.0
89446	Reinforced Dynamo	0.4	+1%	-6%
89447	Enhanced Heat Pump	0.67	+1%		+1.0
89448	Enhanced Dynamo	0.4	+1%	-6%
89449	Pressurised Trigger	0.87	+1%	-8%	+1.0
89450	Enhanced Dynamo	0.67	+1%		+1.0
89451	Gold-Plated Dynamo	0.67	+1%	-10%
89452	Enhanced Dynamo	0.67	+1%		+1.0
89453	Reinforced Trigger	0.4	+1%	-6%
89454	Gold-Plated Heat Pump	0.87	+1%	-8%	+1.0
89455	Gold-Plated Compression Unit	0.67	+1%		+1.0
89456	Copper Trigger	0.67	+1%		+1.0
89457	Gold-Plated Barrel	0.73	+1%	-6%	+1.0
89458	Gold-Plated Internals	0.4	+1%	-6%
89459	Reinforced Launch System	0.73	+1%	-6%	+1.0
89460	Copper Barrel	0.67	+1%		+1.0
89461	Pressurised Internals	0.4	+1%	-6%
89462	Copper Internals	0.4	+1%	-6%
89463	Enhanced Compression Unit	0.4	+1%	-6%
89464	Copper Dynamo	0.67	+1%		+1.0
89465	Pressurised Heat Pump	0.53	+1%	-8%
89466	Copper Internals	0.8	+1%	-7%	+1.0
89467	Gold-Plated Wiring	0.67	+1%	-10%
89468	Copper Barrel	0.67	+1%		+1.0
89469	Pressurised Muzzle	0.53	+1%	-8%
89470	Pressurised Internals	0.67	+1%		+1.0
89471	Reinforced Barrel	0.4	+1%	-6%
89472	Enhanced Muzzle	0.67	+1%		+1.0
89473	Copper Launch System	0.67	+1%		+1.0
89474	Reinforced Shells	0.67	+1%		+1.0
89475	Gold-Plated Muzzle	0.4	+1%	-6%
89476	Enhanced Internals	0.53	+1%	-8%
89477	Copper Trigger	0.4	+1%	-6%
89478	Enhanced Wiring	0.67	+1%		+1.0
89479	Gold-Plated Trigger	0.73	+1%	-6%	+1.0
89480	Pressurised Trigger	0.53	+1%	-8%
89481	Gold-Plated Dynamo	0.67	+1%		+1.0
89482	Pressurised Internals	0.67	+1%		+1.0
89483	Gold-Plated Shells	0.67	+1%		+1.0
89484	Gold-Plated Launch System	0.67	+1%		+1.0
89485	Copper Heat Pump	0.67	+1%		+1.0
89486	Copper Barrel	0.67	+1%		+1.0
89487	Gold-Plated Muzzle	0.73	+1%	-6%	+1.0
89488	Enhanced Dynamo	0.6	+1%	-9%
89489	Pressurised Barrel	0.4	+1%	-6%
89490	Enhanced Dynamo	0.67	+1%		+1.0
89491	Copper Muzzle	0.67	+1%		+1.0
89492	Gold-Plated Wiring	0.73	+1%	-6%	+1.0
89493	Reinforced Barrel	0.8	+1%	-7%	+1.0
89494	Pressurised Internals	0.4	+1%	-6%
89495	Gold-Plated Heat Pump	0.67	+1%	-10%
89496	Pressurised Compression Unit	0.4	+1%	-6%
89497	Reinforced Trigger	0.67	+1%		+1.0
89498	Copper Compression Unit	0.4	+1%	-6%
89499	Copper Compression Unit	0.67	+1%		+1.0
89500	Gold-Plated Launch System	0.67	+1%		+1.0
89501	Enhanced Barrel	0.67	+1%		+1.0
89502	Enhanced Shells	0.87	+1%	-8%	+1.0
89503	Reinforced Barrel	0.67	+1%		+1.0
89504	Pressurised Compression Unit	0.67	+1%		+1.0
89505	Pressurised Launch System	0.67	+1%		+1.0
89506	Enhanced Heat Pump	0.8	+1%	-7%	+1.0
89507	Reinforced Muzzle	0.47	+1%	-7%
89508	Gold-Plated Dynamo	0.67	+1%	-10%
89509	Enhanced Shells	0.73	+1%	-6%	+1.0
89510	Enhanced Wiring	0.73	+1%	-6%	+1.0
89511	Reinforced Launch System	0.67	+1%		+1.0
89512	Copper Compression Unit	1.0	+1%	-10%	+1.0
89513	Enhanced Wiring	0.4	+1%	-6%
89514	Enhanced Heat Pump	0.67	+1%		+1.0
89515	Copper Barrel	0.67	+1%		+1.0
89516	Pressurised Launch System	0.67	+1%		+1.0
89517	Reinforced Wiring	0.67	+1%		+1.0
89518	Pressurised Launch System	0.67	+1%		+1.0
89519	Reinforced Internals	0.47	+1%	-7%
89520	Reinforced Shells	0.4	+1%	-6%
89521	Pressurised Dynamo	0.47	+1%	-7%
89522	Pressurised Compression Unit	0.67	+1%		+1.0
89523	Reinforced Heat Pump	0.47	+1%	-7%
89524	Enhanced Muzzle	0.67	+1%		+1.0
89525	Reinforced Internals	0.67	+1%		+1.0
89526	Copper Compression Unit	0.67	+1%		+1.0
89527	Reinforced Heat Pump	0.67	+1%		+1.0
89528	Pressurised Internals	0.67	+1%		+1.0
89529	Copper Wiring	0.67	+1%		+1.0
89530	Enhanced Heat Pump	0.4	+1%	-6%
89531	Reinforced Launch System	0.67	+1%		+1.0
89532	Gold-Plated Compression Unit	0.87	+1%	-8%	+1.0
89533	Enhanced Shells	0.67	+1%		+1.0
89534	Gold-Plated Shells	0.67	+1%		+1.0
89535	Reinforced Compression Unit	0.4	+1%	-6%
89536	Copper Trigger	0.73	+1%	-6%	+1.0
89537	Pressurised Internals	0.47	+1%	-7%
89538	Enhanced Heat Pump	0.67	+1%		+1.0
89539	Copper Internals	0.67	+1%		+1.0
89540	Enhanced Compression Unit	0.67	+1%		+1.0
89541	Gold-Plated Trigger	0.4	+1%	-6%
89542	Pressurised Heat Pump	0.47	+1%	-7%
89543	Enhanced Trigger	0.8	+1%	-7%	+1.0
89544	Enhanced Dynamo	0.67	+1%		+1.0
89545	Gold-Plated Barrel	0.73	+1%	-6%	+1.0
89546	Gold-Plated Launch System	0.73	+1%	-6%	+1.0
89547	Reinforced Internals	0.67	+1%		+1.0
89548	Gold-Plated Trigger	0.53	+1%	-8%
89549	Gold-Plated Compression Unit	0.53	+1%	-8%
89550	Reinforced Internals	0.67	+1%		+1.0
89551	Reinforced Heat Pump	0.4	+1%	-6%
89552	Gold-Plated Internals	0.53	+1%	-8%
89553	Copper Muzzle	0.67	+1%		+1.0
89554	Gold-Plated Trigger	0.67	+1%		+1.0
89555	Enhanced Muzzle	0.67	+1%		+1.0
89556	Pressurised Heat Pump	0.47	+1%	-7%
89557	Reinforced Dynamo	0.47	+1%	-7%
89558	Reinforced Trigger	0.67	+1%		+1.0
89559	Reinforced Muzzle	0.47	+1%	-7%
89560	Copper Muzzle	0.87	+1%	-8%	+1.0
89561	Gold-Plated Heat Pump	0.6	+1%	-9%
89562	Copper Wiring	0.87	+1%	-8%	+1.0
89563	Reinforced Dynamo	0.47	+1%	-7%
89564	Reinforced Muzzle	0.6	+1%	-9%
89565	Copper Shells	0.67	+1%		+1.0
89566	Copper Internals	0.53	+1%	-8%
89567	Enhanced Heat Pump	1.0	+1%	-10%	+1.0
89568	Reinforced Compression Unit	0.67	+1%		+1.0
89569	Pressurised Muzzle	0.53	+1%	-8%
89570	Enhanced Launch System	0.4	+1%	-6%
89571	Gold-Plated Compression Unit	0.47	+1%	-7%
89572	Copper Trigger	0.73	+1%	-6%	+1.0
89573	Reinforced Muzzle	0.4	+1%	-6%
89574	Gold-Plated Internals	0.6	+1%	-9%
89575	Copper Barrel	0.67	+1%		+1.0
89576	Enhanced Wiring	0.4	+1%	-6%
89577	Gold-Plated Shells	0.53	+1%	-8%
89578	Reinforced Wiring	0.4	+1%	-6%
89579	Reinforced Wiring	0.67	+1%		+1.0
89580	Copper Trigger	0.4	+1%	-6%
89581	Reinforced Compression Unit	0.73	+1%	-6%	+1.0
89582	Enhanced Heat Pump	0.67	+1%		+1.0
89583	Gold-Plated Internals	0.67	+1%		+1.0
89584	Reinforced Dynamo	0.4	+1%	-6%
89585	Gold-Plated Wiring	0.67	+1%		+1.0
89586	Gold-Plated Dynamo	0.73	+1%	-6%	+1.0
89587	Copper Barrel	0.73	+1%	-6%	+1.0
89588	Enhanced Compression Unit	0.6	+1%	-9%
89589	Copper Internals	1.0	+1%	-10%	+1.0
89590	Gold-Plated Shells	0.67	+1%		+1.0
89591	Gold-Plated Barrel	0.8	+1%	-7%	+1.0
89592	Pressurised Shells	0.4	+1%	-6%
89593	Enhanced Compression Unit	0.67	+1%		+1.0
89594	Pressurised Compression Unit	0.6	+1%	-9%
89595	Pressurised Barrel	0.67	+1%		+1.0
89596	Pressurised Wiring	0.67	+1%		+1.0
89597	Pressurised Wiring	0.4	+1%	-6%
89598	Gold-Plated Wiring	0.67	+1%		+1.0
89599	Reinforced Compression Unit	0.67	+1%		+1.0
89600	Gold-Plated Compression Unit	0.67	+1%		+1.0
89601	Copper Trigger	0.73	+1%	-6%	+1.0
89602	Enhanced Compression Unit	0.67	+1%		+1.0
89603	Copper Wiring	0.6	+1%	-9%
89604	Copper Launch System	0.73	+1%	-6%	+1.0
89605	Pressurised Barrel	0.67	+1%		+1.0
89606	Pressurised Barrel	0.67	+1%		+1.0
89607	Pressurised Compression Unit	0.67	+1%		+1.0
89608	Enhanced Heat Pump	0.67	+1%		+1.0
89609	Pressurised Shells	0.87	+1%	-8%	+1.0
89610	Gold-Plated Internals	0.67	+1%		+1.0
89611	Pressurised Trigger	0.67	+1%		+1.0
89612	Enhanced Muzzle	0.8	+1%	-7%	+1.0
89613	Gold-Plated Wiring	0.67	+1%		+1.0
89614	Reinforced Shells	0.67	+1%		+1.0
89615	Pressurised Launch System	0.87	+1%	-8%	+1.0
89616	Reinforced Heat Pump	0.4	+1%	-6%
89617	Copper Heat Pump	0.93	+1%	-9%	+1.0
89618	Reinforced Heat Pump	0.4	+1%	-6%
89619	Reinforced Launch System	0.67	+1%		+1.0
89620	Gold-Plated Launch System	0.87	+1%	-8%	+1.0
89621	Pressurised Internals	0.53	+1%	-8%
89622	Pressurised Trigger	0.67	+1%		+1.0
89623	Enhanced Barrel	0.67	+1%		+1.0
89624	Reinforced Barrel	0.8	+1%	-7%	+1.0
89625	Reinforced Wiring	0.53	+1%	-8%
89626	Reinforced Launch System	0.67	+1%		+1.0
89627	Copper Trigger	0.53	+1%	-8%
89628	Reinforced Dynamo	0.67	+1%		+1.0
89629	Copper Internals	0.67	+1%		+1.0
89630	Reinforced Compression Unit	0.67	+1%		+1.0
89631	Copper Muzzle	0.67	+1%		+1.0
89632	Reinforced Dynamo	0.67	+1%		+1.0
89633	Copper Dynamo	0.67	+1%		+1.0
89634	Reinforced Compression Unit	0.87	+1%	-8%	+1.0
89635	Pressurised Trigger	0.67	+1%		+1.0
89636	Reinforced Launch System	0.53	+1%	-8%
89637	Pressurised Trigger	0.67	+1%		+1.0
89638	Reinforced Launch System	0.8	+1%	-7%	+1.0
89639	Pressurised Shells	1.0	+1%	-10%	+1.0
89640	Pressurised Heat Pump	0.67	+1%		+1.0
89641	Reinforced Barrel	0.67	+1%		+1.0
89642	Gold-Plated Trigger	0.67	+1%	-10%
89643	Pressurised Shells	0.67	+1%		+1.0
89644	Reinforced Wiring	0.67	+1%		+1.0
89645	Gold-Plated Trigger	0.4	+1%	-6%
89646	Copper Shells	0.67	+1%		+1.0
89647	Gold-Plated Internals	0.53	+1%	-8%
89648	Gold-Plated Trigger	0.4	+1%	-6%
89649	Enhanced Wiring	0.67	+1%		+1.0
89650	Enhanced Shells	0.67	+1%		+1.0
89651	Copper Compression Unit	0.53	+1%	-8%
89652	Pressurised Heat Pump	0.67	+1%		+1.0
89653	Reinforced Dynamo	0.73	+1%	-6%	+1.0
89654	Pressurised Barrel	0.4	+1%	-6%
89655	Enhanced Trigger	0.4	+1%	-6%
89656	Copper Shells	0.53	+1%	-8%
89657	Gold-Plated Muzzle	0.4	+1%	-6%
89658	Copper Dynamo	0.67	+1%		+1.0
89659	Pressurised Internals	0.53	+1%	-8%
89660	Copper Muzzle	0.93	+1%	-9%	+1.0
89661	Enhanced Muzzle	0.4	+1%	-6%
89662	Gold-Plated Shells	0.87	+1%	-8%	+1.0
89663	Enhanced Heat Pump	0.4	+1%	-6%
89664	Gold-Plated Shells	0.67	+1%		+1.0
89665	Gold-Plated Internals	0.73	+1%	-6%	+1.0
89666	Gold-Plated Muzzle	0.53	+1%	-8%
89667	Enhanced Trigger	0.67	+1%	-10%
89668	Enhanced Compression Unit	0.53	+1%	-8%
89669	Pressurised Muzzle	0.47	+1%	-7%
89670	Reinforced Compression Unit	0.67	+1%		+1.0
89671	Reinforced Heat Pump	0.67	+1%	-10%
89672	Enhanced Heat Pump	0.67	+1%		+1.0
89673	Copper Wiring	0.4	+1%	-6%
89674	Reinforced Internals	1.0	+1%	-10%	+1.0
89675	Enhanced Wiring	0.4	+1%	-6%
89676	Gold-Plated Compression Unit	0.67	+1%		+1.0
89677	Gold-Plated Launch System	0.67	+1%		+1.0
89678	Pressurised Trigger	0.67	+1%		+1.0
89679	Pressurised Launch System	0.67	+1%		+1.0
89680	Enhanced Shells	0.4	+1%	-6%
89681	Enhanced Internals	0.47	+1%	-7%
89682	Copper Dynamo	0.67	+1%		+1.0
89683	Reinforced Launch System	0.4	+1%	-6%
89684	Pressurised Trigger	0.4	+1%	-6%
89685	Gold-Plated Wiring	0.4	+1%	-6%
89686	Reinforced Launch System	0.4	+1%	-6%
89687	Pressurised Muzzle	0.4	+1%	-6%
89688	Pressurised Trigger	0.4	+1%	-6%
89689	Gold-Plated Wiring	0.73	+1%	-6%	+1.0
89690	Gold-Plated Internals	0.67	+1%		+1.0
89691	Gold-Plated Compression Unit	0.67	+1%		+1.0
89692	Gold-Plated Muzzle	0.6	+1%	-9%
89693	Enhanced Shells	0.67	+1%		+1.0
89694	Reinforced Barrel	0.53	+1%	-8%
89695	Gold-Plated Barrel	0.87	+1%	-8%	+1.0
89696	Enhanced Trigger	0.87	+1%	-8%	+1.0
89697	Pressurised Dynamo	0.67	+1%		+1.0
89698	Copper Trigger	0.67	+1%		+1.0
89699	Gold-Plated Heat Pump	0.67	+1%		+1.0
89700	Reinforced Shells	0.53	+1%	-8%
89701	Enhanced Barrel	0.67	+1%		+1.0
89702	Reinforced Internals	0.67	+1%		+1.0
89703	Pressurised Heat Pump	0.93	+1%	-9%	+1.0
89704	Reinforced Trigger	0.67	+1%		+1.0
89705	Reinforced Trigger	0.67	+1%		+1.0
89706	Gold-Plated Launch System	0.67	+1%		+1.0
89707	Reinforced Wiring	0.47	+1%	-7%
89708	Enhanced Shells	0.67	+1%		+1.0
89709	Pressurised Dynamo	0.53	+1%	-8%
89710	Copper Dynamo	0.93	+1%	-9%	+1.0
89711	Enhanced Launch System	0.4	+1%	-6%
89712	Enhanced Muzzle	0.93	+1%	-9%	+1.0
89713	Reinforced Internals	0.6	+1%	-9%
89714	Pressurised Muzzle	0.53	+1%	-8%
89715	Reinforced Compression Unit	0.67	+1%		+1.0
89716	Enhanced Compression Unit	0.6	+1%	-9%
89717	Gold-Plated Compression Unit	0.47	+1%	-7%
89718	Enhanced Internals	0.4	+1%	-6%
89719	Enhanced Muzzle	0.67	+1%		+1.0
89720	Copper Barrel	0.47	+1%	-7%
89721	Reinforced Wiring	0.73	+1%	-6%	+1.0
89722	Copper Trigger	0.4	+1%	-6%
89723	Copper Wiring	0.73	+1%	-6%	+1.0
89724	Reinforced Heat Pump	0.4	+1%	-6%
89725	Pressurised Shells	0.53	+1%	-8%
89726	Copper Dynamo	0.47	+1%	-7%
89727	Reinforced Shells	0.67	+1%		+1.0
89728	Gold-Plated Trigger	0.67	+1%		+1.0
89729	Pressurised Compression Unit	0.87	+1%	-8%	+1.0
89730	Reinforced Dynamo	0.67	+1%		+1.0
89731	Enhanced Internals	0.4	+1%	-6%
89732	Reinforced Compression Unit	0.8	+1%	-7%	+1.0
89733	Pressurised Dynamo	0.67	+1%		+1.0
89734	Gold-Plated Launch System	0.8	+1%	-7%	+1.0
89735	Enhanced Trigger	0.73	+1%	-6%	+1.0
89736	Reinforced Compression Unit	0.4	+1%	-6%
89737	Pressurised Dynamo	0.67	+1%		+1.0
89738	Reinforced Barrel	0.67	+1%		+1.0
89739	Copper Heat Pump	0.93	+1%	-9%	+1.0
89740	Copper Wiring	0.53	+1%	-8%
89741	Copper Compression Unit	0.67	+1%		+1.0
89742	Gold-Plated Heat Pump	0.93	+1%	-9%	+1.0
89743	Copper Dynamo	0.4	+1%	-6%
89744	Reinforced Dynamo	0.67	+1%	-10%
89745	Gold-Plated Heat Pump	0.4	+1%	-6%
89746	Pressurised Internals	0.67	+1%		+1.0
89747	Copper Launch System	0.6	+1%	-9%
89748	Copper Compression Unit	0.4	+1%	-6%
89749	Gold-Plated Dynamo	0.4	+1%	-6%
89750	Pressurised Internals	0.67	+1%		+1.0
89751	Copper Barrel	0.4	+1%	-6%
89752	Enhanced Muzzle	0.67	+1%		+1.0
89753	Gold-Plated Heat Pump	0.67	+1%		+1.0
89754	Copper Launch System	0.53	+1%	-8%
89755	Copper Trigger	0.4	+1%	-6%
89756	Reinforced Wiring	0.73	+1%	-6%	+1.0
89757	Pressurised Internals	0.47	+1%	-7%
89758	Copper Launch System	0.4	+1%	-6%
89759	Reinforced Heat Pump	0.67	+1%		+1.0
89760	Copper Wiring	0.47	+1%	-7%
89761	Gold-Plated Shells	0.6	+1%	-9%
89762	Gold-Plated Compression Unit	0.67	+1%		+1.0
89763	Copper Launch System	0.87	+1%	-8%	+1.0
89764	Pressurised Trigger	0.87	+1%	-8%	+1.0
89765	Reinforced Wiring	0.4	+1%	-6%
89766	Pressurised Compression Unit	0.67	+1%		+1.0
89767	Copper Wiring	0.67	+1%		+1.0
89768	Gold-Plated Muzzle	0.67	+1%		+1.0
89769	Reinforced Heat Pump	0.47	+1%	-7%
89770	Gold-Plated Muzzle	0.6	+1%	-9%
89771	Enhanced Wiring	0.53	+1%	-8%
89772	Enhanced Dynamo	0.47	+1%	-7%
89773	Copper Muzzle	0.73	+1%	-6%	+1.0
89774	Gold-Plated Wiring	0.67	+1%		+1.0
89775	Gold-Plated Internals	0.67	+1%		+1.0
89776	Gold-Plated Compression Unit	0.4	+1%	-6%
89777	Pressurised Muzzle	0.4	+1%	-6%
89778	Pressurised Barrel	0.53	+1%	-8%
89779	Reinforced Wiring	0.67	+1%		+1.0
89780	Gold-Plated Shells	0.67	+1%		+1.0
89781	Pressurised Heat Pump	0.4	+1%	-6%
89782	Enhanced Trigger	0.73	+1%	-6%	+1.0
89783	Gold-Plated Heat Pump	0.73	+1%	-6%	+1.0
89784	Gold-Plated Wiring	0.4	+1%	-6%
89785	Copper Compression Unit	0.47	+1%	-7%
89786	Reinforced Internals	0.67	+1%		+1.0
89787	Pressurised Internals	0.67	+1%		+1.0
89788	Reinforced Dynamo	0.4	+1%	-6%
89789	Reinforced Dynamo	0.8	+1%	-7%	+1.0
89790	Reinforced Heat Pump	0.67	+1%		+1.0
89791	Copper Barrel	0.67	+1%		+1.0
89792	Enhanced Barrel	0.4	+1%	-6%
89793	Copper Shells	0.47	+1%	-7%
89794	Gold-Plated Barrel	0.73	+1%	-6%	+1.0
89795	Gold-Plated Wiring	0.8	+1%	-7%	+1.0
89796	Enhanced Muzzle	0.93	+1%	-9%	+1.0
89797	Copper Wiring	0.93	+1%	-9%	+1.0
89798	Gold-Plated Heat Pump	0.53	+1%	-8%
89799	Gold-Plated Shells	0.53	+1%	-8%
89800	Reinforced Trigger	0.6	+1%	-9%
89801	Reinforced Barrel	0.47	+1%	-7%
89802	Reinforced Barrel	0.4	+1%	-6%
89803	Copper Heat Pump	0.67	+1%		+1.0
89804	Gold-Plated Shells	0.6	+1%	-9%
89805	Reinforced Compression Unit	1.0	+1%	-10%	+1.0
89806	Reinforced Dynamo	0.67	+1%		+1.0
89807	Enhanced Muzzle	0.67	+1%	-10%
89808	Reinforced Muzzle	0.67	+1%		+1.0
89809	Reinforced Barrel	0.4	+1%	-6%
89810	Reinforced Heat Pump	0.53	+1%	-8%
89811	Enhanced Trigger	0.47	+1%	-7%
89812	Copper Dynamo	0.53	+1%	-8%
89813	Copper Heat Pump	0.67	+1%		+1.0
89814	Pressurised Muzzle	0.67	+1%		+1.0
89815	Copper Internals	0.67	+1%	-10%
89816	Enhanced Trigger	0.67	+1%		+1.0
89817	Gold-Plated Wiring	0.53	+1%	-8%
89818	Enhanced Heat Pump	0.67	+1%		+1.0
89819	Copper Launch System	0.6	+1%	-9%
89820	Copper Barrel	0.67	+1%		+1.0
89821	Gold-Plated Compression Unit	0.67	+1%		+1.0
89822	Enhanced Wiring	0.8	+1%	-7%	+1.0
89823	Copper Wiring	0.67	+1%		+1.0
89824	Pressurised Internals	0.87	+1%	-8%	+1.0
89825	Enhanced Heat Pump	0.47	+1%	-7%
89826	Reinforced Muzzle	0.67	+1%		+1.0
89827	Gold-Plated Barrel	0.67	+1%		+1.0
89828	Enhanced Muzzle	0.47	+1%	-7%
89829	Pressurised Trigger	0.67	+1%		+1.0
89830	Pressurised Wiring	0.67	+1%		+1.0
89831	Gold-Plated Dynamo	0.4	+1%	-6%
89832	Pressurised Dynamo	0.4	+1%	-6%
89833	Reinforced Compression Unit	0.4	+1%	-6%
89834	Reinforced Shells	0.67	+1%		+1.0
89835	Reinforced Heat Pump	0.47	+1%	-7%
89836	Enhanced Muzzle	0.53	+1%	-8%
89837	Reinforced Compression Unit	0.4	+1%	-6%
89838	Copper Trigger	0.67	+1%	-10%
89839	Gold-Plated Shells	0.67	+1%		+1.0
89840	Pressurised Internals	0.73	+1%	-6%	+1.0
89841	Reinforced Launch System	0.67	+1%		+1.0
89842	Reinforced Heat Pump	0.4	+1%	-6%
89843	Gold-Plated Launch System	0.67	+1%		+1.0
89844	Pressurised Trigger	0.4	+1%	-6%
89845	Copper Dynamo	0.73	+1%	-6%	+1.0
89846	Enhanced Heat Pump	0.53	+1%	-8%
89847	Reinforced Dynamo	0.67	+1%	-10%
89848	Reinforced Wiring	0.67	+1%		+1.0
89849	Copper Trigger	0.4	+1%	-6%
89850	Copper Barrel	0.53	+1%	-8%
89851	Copper Barrel	0.67	+1%		+1.0
89852	Reinforced Internals	0.67	+1%		+1.0
89853	Reinforced Compression Unit	0.4	+1%	-6%
89854	Gold-Plated Trigger	0.73	+1%	-6%	+1.0
89855	Enhanced Shells	0.67	+1%		+1.0
89856	Pressurised Wiring	0.67	+1%		+1.0
89857	Enhanced Shells	0.67	+1%		+1.0
89858	Reinforced Wiring	0.53	+1%	-8%
89859	Gold-Plated Launch System	0.67	+1%		+1.0
89860	Reinforced Compression Unit	0.53	+1%	-8%
89861	Pressurised Internals	0.67	+1%		+1.0
89862	Reinforced Dynamo	0.4	+1%	-6%
89863	Gold-Plated Muzzle	0.47	+1%	-7%
89864	Copper Internals	0.53	+1%	-8%
89865	Pressurised Launch System	0.4	+1%	-6%
89866	Gold-Plated Launch System	0.4	+1%	-6%
89867	Enhanced Wiring	0.87	+1%	-8%	+1.0
89868	Enhanced Muzzle	0.67	+1%		+1.0
89869	Gold-Plated Wiring	0.47	+1%	-7%
89870	Enhanced Shells	0.53	+1%	-8%
89871	Gold-Plated Compression Unit	0.67	+1%		+1.0
89872	Copper Barrel	0.6	+1%	-9%
89873	Gold-Plated Internals	0.47	+1%	-7%
89874	Enhanced Barrel	0.47	+1%	-7%
89875	Enhanced Internals	0.67	+1%		+1.0
89876	Pressurised Dynamo	0.67	+1%		+1.0
89877	Copper Barrel	0.67	+1%		+1.0
89878	Reinforced Compression Unit	0.73	+1%	-6%	+1.0
89879	Reinforced Shells	0.67	+1%	-10%
89880	Gold-Plated Muzzle	0.67	+1%		+1.0
89881	Reinforced Barrel	0.67	+1%		+1.0
89882	Enhanced Heat Pump	0.4	+1%	-6%
89883	Gold-Plated Launch System	0.47	+1%	-7%
89884	Enhanced Wiring	0.67	+1%		+1.0
89885	Gold-Plated Internals	0.87	+1%	-8%	+1.0
89886	Gold-Plated Muzzle	1.0	+1%	-10%	+1.0
89887	Gold-Plated Compression Unit	0.67	+1%		+1.0
89888	Gold-Plated Shells	0.67	+1%		+1.0
89889	Reinforced Internals	0.87	+1%	-8%	+1.0
89890	Enhanced Trigger	0.67	+1%		+1.0
89891	Reinforced Barrel	0.4	+1%	-6%
89892	Enhanced Wiring	0.47	+1%	-7%
89893	Gold-Plated Shells	0.67	+1%		+1.0
89894	Gold-Plated Compression Unit	0.67	+1%		+1.0
89895	Copper Heat Pump	0.4	+1%	-6%
89896	Pressurised Muzzle	0.67	+1%		+1.0
89897	Reinforced Shells	0.67	+1%		+1.0
89898	Reinforced Internals	0.4	+1%	-6%
89899	Gold-Plated Barrel	0.67	+1%		+1.0
89900	Copper Compression Unit	0.67	+1%	-10%
89901	Copper Trigger	0.67	+1%		+1.0
89902	Reinforced Barrel	0.67	+1%		+1.0
89903	Gold-Plated Heat Pump	0.67	+1%		+1.0
89904	Pressurised Launch System	0.8	+1%	-7%	+1.0
89905	Reinforced Barrel	0.67	+1%		+1.0
89906	Reinforced Dynamo	0.4	+1%	-6%
89907	Pressurised Internals	0.53	+1%	-8%
