sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ReloadTime,Weapon_Projectile_ClipSize
70184,Waveform Energiser,0.333,+1%,,,+12.0
70185,Atomic Capture Cell,0.278,+1%,+4%,-6%,
70186,Surge Excitor,0.0,+1%,,-2%,
70187,Atomic Solidifier,0.37,,+2%,-2%,+12.0
70188,Atomic Amplifier,0.407,,+3%,,+12.0
70189,Surge Capture Cell,0.542,,,-7%,+12.0
70190,Overloaded Energiser,0.37,,+2%,,+12.0
70191,Atomic Excitor,0.037,,+2%,-2%,
70192,Atomic Injector,0.519,+1%,+6%,,+12.0
70193,Atomic Excitor,0.0,+1%,,-2%,
70194,Flow Battery,0.037,+1%,+2%,-2%,
70195,Atomic Battery,0.148,,+5%,-2%,
70196,Atomic Battery,0.222,+1%,+7%,,
70197,Waveform Amplifier,0.037,,+2%,-2%,
70198,Atomic Energiser,0.63,,+9%,-2%,+12.0
70199,Surge Energiser,0.333,+1%,,,+12.0
70200,Surge Accelerator,0.333,,,-2%,+12.0
70201,Overloaded Battery,0.0,+1%,,-2%,
70202,Flow Injector,0.333,+1%,,,+12.0
70203,Atomic Amplifier,0.333,,,-2%,+12.0
70204,Overloaded Projector,0.542,,,-7%,+12.0
70205,Surge Capture Cell,0.0,+1%,,-2%,
70206,Surge Resonator,0.37,,+2%,,+12.0
70207,Surge Excitor,0.037,+1%,+2%,,
70208,Surge Energiser,0.037,,+2%,-2%,
70209,Waveform Accelerator,0.037,,+2%,-2%,
70210,Atomic Injector,0.125,+1%,,-5%,
70211,Waveform Accelerator,0.0,+1%,,-2%,
70212,Waveform Battery,0.037,+1%,+2%,,
70213,Flow Resonator,0.0,+1%,,-2%,
70214,Flow Accelerator,0.333,+1%,+10%,,
70215,Overloaded Solidifier,0.333,+1%,,,+12.0
70216,Flow Battery,0.333,,,-2%,+12.0
70217,Surge Resonator,0.556,,+7%,,+12.0
70218,Overloaded Amplifier,0.333,+1%,,,+12.0
70219,Atomic Accelerator,0.37,+1%,+2%,,+12.0
70220,Overloaded Solidifier,0.042,+1%,,-3%,
70221,Overloaded Injector,0.296,+1%,+9%,,
70222,Overloaded Excitor,0.333,+1%,,,+12.0
70223,Waveform Battery,0.0,+1%,,-2%,
70224,Atomic Battery,0.037,+1%,+2%,,
70225,Flow Solidifier,0.037,,+2%,-2%,
70226,Flow Excitor,0.481,,+5%,,+12.0
70227,Overloaded Capture Cell,0.148,+1%,+5%,-2%,
70228,Atomic Accelerator,0.042,+1%,,-3%,
70229,Surge Injector,0.333,+1%,,,+12.0
70230,Flow Energiser,0.37,,+2%,,+12.0
70231,Flow Capture Cell,0.333,,,-2%,+12.0
70232,Flow Battery,0.389,,+7%,-6%,
70233,Atomic Resonator,0.37,,+2%,,+12.0
70234,Atomic Resonator,0.333,+1%,,-2%,+12.0
70235,Waveform Solidifier,0.037,+1%,+2%,,
70236,Flow Excitor,0.333,,,-2%,+12.0
70237,Waveform Battery,0.037,+1%,+2%,,
70238,Waveform Energiser,0.185,+1%,+6%,-2%,
70239,Overloaded Amplifier,0.111,,+4%,-2%,
70240,Overloaded Projector,0.63,,+9%,,+12.0
70241,Flow Accelerator,0.074,+1%,+3%,,
70242,Surge Battery,0.37,,+2%,,+12.0
70243,Flow Projector,0.375,+1%,,-3%,+12.0
70244,Waveform Accelerator,0.37,,+2%,-2%,+12.0
70245,Waveform Resonator,0.37,,+2%,-2%,+12.0
70246,Overloaded Resonator,0.037,,+2%,-2%,
70247,Atomic Energiser,0.375,,,-3%,+12.0
70248,Waveform Injector,0.333,+1%,,,+12.0
70249,Overloaded Excitor,0.333,+1%,,,+12.0
70250,Atomic Energiser,0.0,+1%,,-2%,
70251,Waveform Excitor,0.63,+1%,+9%,,+12.0
70252,Surge Capture Cell,0.25,+1%,,-8%,
70253,Flow Projector,0.333,+1%,,,+12.0
70254,Flow Accelerator,0.0,+1%,,-2%,
70255,Waveform Projector,0.333,+1%,,,+12.0
70256,Overloaded Injector,0.037,,+2%,-2%,
70257,Atomic Capture Cell,0.37,,+2%,,+12.0
70258,Atomic Projector,0.333,+1%,,-2%,+12.0
70259,Overloaded Amplifier,0.0,+1%,,-2%,
70260,Waveform Energiser,0.0,+1%,,-2%,
70261,Flow Projector,0.037,,+2%,-2%,
70262,Flow Solidifier,0.111,+1%,+4%,,
70263,Flow Solidifier,0.556,,+7%,,+12.0
70264,Atomic Solidifier,0.375,+1%,,-3%,+12.0
70265,Overloaded Injector,0.458,,,-5%,+12.0
70266,Waveform Accelerator,0.333,+1%,,,+12.0
70267,Flow Injector,0.407,,+3%,,+12.0
70268,Waveform Battery,0.444,,+4%,,+12.0
70269,Surge Excitor,0.333,+1%,,,+12.0
70270,Waveform Amplifier,0.079,,+2%,-3%,
70271,Overloaded Energiser,0.037,+1%,+2%,,
70272,Waveform Energiser,0.037,,+2%,-2%,
70273,Flow Solidifier,0.333,+1%,,,+12.0
70274,Atomic Accelerator,0.185,+1%,+6%,,
70275,Atomic Accelerator,0.333,+1%,,,+12.0
70276,Waveform Projector,0.37,+1%,+2%,,+12.0
70277,Waveform Resonator,0.37,,+2%,,+12.0
70278,Atomic Injector,0.333,,,-2%,+12.0
70279,Surge Excitor,0.333,,,-2%,+12.0
70280,Flow Energiser,0.037,+1%,+2%,,
70281,Flow Projector,0.37,,+2%,,+12.0
70282,Surge Energiser,0.079,,+2%,-3%,
70283,Surge Battery,0.37,,+2%,,+12.0
70284,Atomic Capture Cell,0.125,+1%,,-5%,
70285,Overloaded Capture Cell,0.0,+1%,,-2%,
70286,Surge Capture Cell,0.486,,+4%,-3%,+12.0
70287,Atomic Energiser,0.37,,+2%,,+12.0
70288,Flow Capture Cell,0.125,+1%,,-5%,
70289,Surge Projector,0.074,+1%,+3%,,
70290,Atomic Projector,0.593,,+8%,-2%,+12.0
70291,Surge Excitor,0.333,+1%,,,+12.0
70292,Flow Injector,0.37,,+2%,,+12.0
70293,Atomic Excitor,0.0,+1%,,-2%,
70294,Overloaded Solidifier,0.333,,,-2%,+12.0
70295,Overloaded Resonator,0.37,+1%,+2%,,+12.0
70296,Overloaded Projector,0.074,+1%,+3%,,
70297,Waveform Projector,0.333,,,-2%,+12.0
70298,Waveform Capture Cell,0.0,+1%,,-2%,
70299,Surge Excitor,0.593,,+8%,,+12.0
70300,Surge Capture Cell,0.333,+1%,,-2%,+12.0
70301,Flow Battery,0.037,+1%,+2%,,
70302,Waveform Accelerator,0.0,+1%,,-2%,
70303,Overloaded Energiser,0.519,,+6%,,+12.0
70304,Waveform Injector,0.63,,+9%,-2%,+12.0
70305,Waveform Resonator,0.0,+1%,,-2%,
70306,Atomic Excitor,0.157,,+3%,-4%,
70307,Atomic Battery,0.148,,+5%,-2%,
70308,Overloaded Resonator,0.333,+1%,,-2%,+12.0
70309,Flow Injector,0.333,,,-2%,+12.0
70310,Atomic Projector,0.556,,+7%,,+12.0
70311,Atomic Excitor,0.0,+1%,,-2%,
70312,Overloaded Energiser,0.074,+1%,+3%,-2%,
70313,Waveform Accelerator,0.593,,+8%,-2%,+12.0
70314,Atomic Excitor,0.333,,,-2%,+12.0
70315,Overloaded Injector,0.333,+1%,,,+12.0
70316,Atomic Energiser,0.083,+1%,,-4%,
70317,Surge Amplifier,0.074,,+3%,-2%,
70318,Waveform Excitor,0.083,+1%,,-4%,
70319,Atomic Projector,0.157,,+3%,-4%,
70320,Atomic Amplifier,0.333,+1%,,,+12.0
70321,Surge Amplifier,0.37,,+2%,,+12.0
70322,Surge Battery,0.37,,+2%,,+12.0
70323,Waveform Battery,0.37,+1%,+2%,,+12.0
70324,Waveform Injector,0.037,,+2%,-2%,
70325,Overloaded Battery,0.333,,,-2%,+12.0
70326,Surge Projector,0.333,+1%,,,+12.0
70327,Surge Injector,0.407,+2%,+3%,,
70328,Surge Excitor,0.333,,,-2%,+12.0
70329,Overloaded Projector,0.333,+1%,,,+12.0
70330,Atomic Injector,0.37,,+2%,,+12.0
70331,Atomic Capture Cell,0.333,+1%,,,+12.0
70332,Atomic Accelerator,0.37,,+2%,,+12.0
70333,Waveform Amplifier,0.481,,+5%,-2%,+12.0
70334,Overloaded Injector,0.037,+1%,+2%,,
70335,Flow Injector,0.037,+1%,+2%,,
70336,Flow Injector,0.333,+1%,,,+12.0
70337,Atomic Battery,0.37,,+2%,,+12.0
70338,Waveform Amplifier,0.333,,+1%,,+12.0
70339,Surge Battery,0.037,+1%,+2%,,
70340,Overloaded Projector,0.037,,+2%,-2%,
70341,Surge Capture Cell,0.116,+1%,+3%,-3%,
70342,Flow Resonator,0.037,+1%,+2%,,
70343,Waveform Capture Cell,0.37,+1%,+2%,,+12.0
70344,Surge Resonator,0.542,,,-7%,+12.0
70345,Waveform Capture Cell,0.333,,,-2%,+12.0
70346,Surge Amplifier,0.407,,+3%,,+12.0
70347,Surge Resonator,0.37,,+2%,,+12.0
70348,Atomic Projector,0.037,+1%,+2%,,
70349,Surge Excitor,0.333,+1%,,,+12.0
70350,Overloaded Accelerator,0.431,,+7%,-7%,
70351,Surge Excitor,0.037,,+2%,-2%,
70352,Surge Capture Cell,0.185,,+6%,-2%,
70353,Surge Injector,0.296,+1%,+9%,,
70354,Surge Resonator,0.481,,+5%,,+12.0
70355,Atomic Resonator,0.37,,+2%,,+12.0
70356,Surge Projector,0.333,+1%,,,+12.0
70357,Flow Resonator,0.333,,,-2%,+12.0
70358,Surge Energiser,0.0,+1%,,-2%,
70359,Waveform Energiser,0.0,+1%,,-2%,
70360,Overloaded Accelerator,0.111,,+4%,-2%,
70361,Waveform Amplifier,0.37,,+2%,-2%,+12.0
70362,Atomic Resonator,0.0,+1%,,-2%,
70363,Overloaded Accelerator,0.037,+1%,+2%,,
70364,Surge Accelerator,0.597,,+7%,-3%,+12.0
70365,Flow Capture Cell,0.037,+1%,+2%,,
70366,Surge Accelerator,0.037,+1%,+2%,-2%,
70367,Atomic Battery,0.0,+1%,,-2%,
70368,Atomic Accelerator,0.37,,+2%,,+12.0
70369,Flow Battery,0.37,,+2%,-2%,+12.0
70370,Waveform Amplifier,0.37,,+2%,,+12.0
70371,Surge Solidifier,0.0,+1%,,-2%,
70372,Flow Excitor,0.037,+1%,+2%,,
70373,Surge Energiser,0.037,,+2%,-2%,
70374,Waveform Amplifier,0.333,+1%,,,+12.0
70375,Surge Resonator,0.079,,+2%,-3%,
70376,Atomic Amplifier,0.37,+1%,+2%,,+12.0
70377,Surge Amplifier,0.333,+1%,,,+12.0
70378,Atomic Amplifier,0.37,,+2%,,+12.0
70379,Overloaded Accelerator,0.296,,+9%,-2%,
70380,Waveform Injector,0.037,+1%,+2%,-2%,
70381,Surge Solidifier,0.333,+1%,+10%,,
70382,Atomic Solidifier,0.0,+1%,,-2%,
70383,Atomic Injector,0.074,,+3%,-2%,
70384,Atomic Excitor,0.037,+1%,+2%,,
70385,Flow Amplifier,0.481,+1%,+5%,,+12.0
70386,Overloaded Solidifier,0.042,+1%,,-3%,
70387,Flow Injector,0.375,+1%,,-3%,+12.0
70388,Waveform Projector,0.037,+1%,+2%,,
70389,Overloaded Accelerator,0.259,,+8%,-2%,
70390,Surge Resonator,0.333,+1%,,,+12.0
70391,Atomic Projector,0.0,+1%,,-2%,
70392,Waveform Projector,0.074,+1%,+3%,,
70393,Atomic Resonator,0.0,+1%,,-2%,
70394,Atomic Energiser,0.037,+1%,+2%,,
70395,Overloaded Projector,0.417,,,-4%,+12.0
70396,Surge Injector,0.074,+1%,+3%,,
70397,Atomic Injector,0.0,+1%,,-2%,
70398,Flow Solidifier,0.778,+2%,+4%,,+12.0
70399,Waveform Projector,0.463,+1%,+9%,-6%,
70400,Flow Capture Cell,0.333,,,-2%,+12.0
70401,Flow Amplifier,0.111,,+4%,-2%,
70402,Surge Capture Cell,0.037,,+2%,-2%,
70403,Waveform Battery,0.407,,+3%,,+12.0
70404,Flow Battery,0.333,+1%,,,+12.0
70405,Surge Projector,0.407,+1%,+3%,,+12.0
70406,Waveform Injector,0.333,+1%,,,+12.0
70407,Overloaded Accelerator,0.333,+1%,,,+12.0
70408,Waveform Capture Cell,0.125,+1%,,-5%,
70409,Surge Projector,0.333,,,-2%,+12.0
70410,Waveform Excitor,0.083,+1%,,-4%,
70411,Flow Accelerator,0.0,+1%,,-2%,
70412,Surge Excitor,0.333,,,-2%,+12.0
70413,Flow Excitor,0.37,,+2%,,+12.0
70414,Waveform Injector,0.333,+1%,,,+12.0
70415,Overloaded Excitor,0.333,+1%,,,+12.0
70416,Overloaded Solidifier,0.37,,+2%,,+12.0
70417,Overloaded Excitor,0.37,,+2%,,+12.0
70418,Surge Excitor,0.0,+1%,,-2%,
70419,Waveform Capture Cell,0.111,+1%,+4%,,
70420,Waveform Battery,0.375,+1%,+10%,-3%,
70421,Flow Excitor,0.5,,,-6%,+12.0
70422,Surge Energiser,0.333,,+10%,-2%,
70423,Flow Projector,0.037,,+2%,-2%,
70424,Atomic Battery,0.417,+1%,,-4%,+12.0
70425,Surge Solidifier,0.125,+1%,,-5%,
70426,Flow Amplifier,0.0,+1%,,-2%,
70427,Surge Amplifier,0.542,,,-7%,+12.0
70428,Surge Accelerator,0.333,,,-2%,+12.0
70429,Flow Solidifier,0.37,,+2%,,+12.0
70430,Overloaded Projector,0.0,+1%,,-2%,
70431,Flow Injector,0.333,+1%,,,+12.0
70432,Atomic Excitor,0.037,+1%,+2%,,
70433,Waveform Battery,0.417,+1%,,-4%,+12.0
70434,Surge Energiser,0.259,+1%,+8%,,
70435,Waveform Solidifier,0.125,+1%,,-5%,
70436,Atomic Capture Cell,0.556,,+7%,,+12.0
70437,Waveform Amplifier,0.37,,+2%,,+12.0
70438,Overloaded Accelerator,0.333,+1%,,,+12.0
70439,Flow Injector,0.37,,+2%,,+12.0
70440,Atomic Excitor,0.259,,+8%,-2%,
70441,Overloaded Capture Cell,0.333,,,-2%,+12.0
70442,Flow Capture Cell,0.333,,,-2%,+12.0
70443,Overloaded Projector,0.185,,+6%,-2%,
70444,Overloaded Solidifier,0.333,,,-2%,+12.0
70445,Atomic Resonator,0.037,,+2%,-2%,
70446,Waveform Projector,0.0,+1%,,-2%,
70447,Surge Accelerator,0.444,,+4%,,+12.0
70448,Waveform Battery,0.079,,+2%,-3%,
70449,Waveform Energiser,0.074,+1%,+3%,,
70450,Atomic Capture Cell,0.333,+1%,,,+12.0
70451,Flow Solidifier,0.079,,+2%,-3%,
70452,Overloaded Solidifier,0.593,,+8%,,+12.0
70453,Overloaded Injector,0.037,,+2%,-2%,
70454,Surge Excitor,0.074,,+3%,-2%,
70455,Waveform Excitor,0.333,,,-2%,+12.0
70456,Atomic Accelerator,0.5,,+10%,-6%,
70457,Overloaded Solidifier,0.333,+1%,,-2%,+12.0
70458,Waveform Energiser,0.37,+1%,+2%,,+12.0
70459,Surge Energiser,0.148,,+5%,-2%,
70460,Overloaded Resonator,0.667,,,-10%,+12.0
70461,Overloaded Injector,0.0,+1%,,-2%,
70462,Surge Solidifier,0.333,,,-2%,+12.0
70463,Surge Amplifier,0.185,+1%,+6%,,
70464,Atomic Battery,0.519,,+6%,-2%,+12.0
70465,Atomic Projector,0.333,+1%,,,+12.0
70466,Flow Resonator,0.37,,+2%,-2%,+12.0
70467,Waveform Battery,0.259,+1%,+8%,,
70468,Flow Resonator,0.583,+1%,,-8%,+12.0
70469,Atomic Energiser,0.296,,+9%,-2%,
70470,Flow Projector,0.0,+1%,,-2%,
70471,Waveform Projector,0.111,,+4%,-2%,
70472,Waveform Injector,0.037,,+2%,-2%,
70473,Waveform Injector,0.333,+1%,,-2%,+12.0
70474,Overloaded Injector,0.037,,+2%,-2%,
70475,Atomic Injector,0.556,,+7%,,+12.0
70476,Flow Projector,0.333,+1%,,,+12.0
70477,Flow Energiser,0.444,,+4%,-2%,+12.0
70478,Flow Resonator,0.458,,,-5%,+12.0
70479,Atomic Solidifier,0.037,+1%,+2%,,
70480,Surge Energiser,0.0,,+1%,-2%,
70481,Atomic Energiser,0.458,,,-5%,+12.0
70482,Atomic Capture Cell,0.37,,+2%,,+12.0
70483,Atomic Amplifier,0.148,,+5%,-2%,
70484,Waveform Resonator,0.333,+1%,,,+12.0
70485,Atomic Projector,0.333,+1%,,,+12.0
70486,Surge Energiser,0.037,+1%,+2%,,
70487,Surge Battery,0.0,+1%,,-2%,
70488,Overloaded Solidifier,0.037,,+2%,-2%,
70489,Atomic Excitor,0.667,+2%,,,+12.0
70490,Waveform Energiser,0.333,,,-2%,+12.0
70491,Surge Resonator,0.037,+1%,+2%,,
70492,Overloaded Solidifier,0.037,,+2%,-2%,
70493,Waveform Amplifier,0.333,+1%,,,+12.0
70494,Flow Accelerator,0.125,+1%,,-5%,
70495,Atomic Injector,0.074,+1%,+3%,-2%,
70496,Flow Excitor,0.0,+1%,+1%,,
70497,Surge Battery,0.0,+1%,,-2%,
70498,Atomic Battery,0.079,,+2%,-3%,
70499,Surge Amplifier,0.222,,+7%,-2%,
70500,Waveform Capture Cell,0.037,,+2%,-2%,
70501,Waveform Solidifier,0.333,+1%,,,+12.0
70502,Overloaded Solidifier,0.37,,+2%,,+12.0
70503,Atomic Projector,0.079,,+2%,-3%,
70504,Overloaded Amplifier,0.481,,+5%,,+12.0
70505,Flow Energiser,0.148,+1%,+5%,,
70506,Surge Projector,0.0,+1%,,-2%,
70507,Overloaded Amplifier,0.037,+1%,+2%,,
70508,Flow Excitor,0.667,,+10%,,+12.0
70509,Atomic Amplifier,0.333,+1%,,,+12.0
70510,Overloaded Excitor,0.333,,,-2%,+12.0
70511,Flow Injector,0.296,+1%,+9%,,
70512,Overloaded Injector,0.37,,+2%,,+12.0
70513,Overloaded Resonator,0.167,+1%,,-6%,
70514,Atomic Capture Cell,0.333,+1%,,,+12.0
70515,Surge Accelerator,0.222,,+7%,-2%,
70516,Flow Injector,0.333,+1%,,,+12.0
70517,Waveform Resonator,0.037,,+2%,-2%,
70518,Waveform Energiser,0.407,+2%,+3%,,
70519,Overloaded Accelerator,0.037,+1%,+2%,,
70520,Surge Battery,0.361,,+4%,-8%,
70521,Atomic Solidifier,0.37,,+2%,,+12.0
70522,Flow Injector,0.333,+1%,+1%,,+12.0
70523,Overloaded Capture Cell,0.333,,,-2%,+12.0
70524,Surge Battery,0.333,+1%,,,+12.0
70525,Overloaded Resonator,0.333,+1%,,,+12.0
70526,Surge Energiser,0.25,+1%,,-8%,
70527,Flow Energiser,0.333,+1%,,,+12.0
70528,Atomic Solidifier,0.148,+1%,+5%,,
70529,Atomic Capture Cell,0.37,,+2%,,+12.0
70530,Overloaded Capture Cell,0.333,+1%,,,+12.0
70531,Flow Excitor,0.333,+1%,,,+12.0
70532,Atomic Energiser,0.074,,+3%,-2%,
70533,Waveform Projector,0.333,+1%,,,+12.0
70534,Atomic Solidifier,0.333,+1%,,,+12.0
70535,Overloaded Solidifier,0.037,+1%,+2%,,
70536,Surge Capture Cell,0.185,+1%,+6%,,
70537,Overloaded Battery,0.37,,+2%,,+12.0
70538,Flow Accelerator,0.167,+1%,,-6%,
70539,Atomic Excitor,0.333,+1%,,-2%,+12.0
70540,Waveform Resonator,0.0,+1%,,-2%,
70541,Overloaded Projector,0.486,+2%,+4%,-3%,
70542,Flow Energiser,0.042,+1%,,-3%,
70543,Waveform Projector,0.407,+1%,+3%,,+12.0
70544,Waveform Battery,0.333,+1%,,-2%,+12.0
70545,Flow Accelerator,0.037,+1%,+2%,,
70546,Waveform Projector,0.333,,,-2%,+12.0
70547,Waveform Capture Cell,0.333,+1%,,,+12.0
70548,Flow Accelerator,0.37,,+2%,,+12.0
70549,Flow Energiser,0.37,,+2%,,+12.0
70550,Waveform Excitor,0.333,,,-2%,+12.0
70551,Flow Capture Cell,0.333,+1%,,,+12.0
70552,Overloaded Battery,0.153,+1%,+4%,-3%,
70553,Overloaded Battery,0.333,+1%,,,+12.0
70554,Atomic Energiser,0.333,+1%,,,+12.0
70555,Atomic Battery,0.333,,,-2%,+12.0
70556,Flow Amplifier,0.333,+1%,,-2%,+12.0
70557,Overloaded Solidifier,0.37,,+2%,-2%,+12.0
70558,Flow Excitor,0.333,,,-2%,+12.0
70559,Atomic Amplifier,0.037,,+2%,-2%,
70560,Atomic Battery,0.037,+1%,+2%,-2%,
70561,Waveform Solidifier,0.0,+1%,,-2%,
70562,Flow Amplifier,0.333,+1%,,,+12.0
70563,Atomic Accelerator,0.333,+2%,,-2%,
70564,Overloaded Energiser,0.037,+1%,+2%,,
70565,Overloaded Capture Cell,0.0,+1%,,-2%,
70566,Atomic Solidifier,0.111,,+4%,-2%,
70567,Atomic Accelerator,0.333,+1%,,,+12.0
70568,Flow Amplifier,0.37,,+2%,,+12.0
70569,Surge Capture Cell,0.0,+1%,,-2%,
70570,Overloaded Battery,0.407,,+3%,,+12.0
70571,Surge Accelerator,0.37,,+2%,,+12.0
70572,Atomic Accelerator,0.083,+1%,,-4%,
70573,Flow Capture Cell,0.333,+1%,,,+12.0
70574,Overloaded Excitor,0.185,,+6%,-2%,
70575,Atomic Injector,0.185,,+6%,-2%,
70576,Overloaded Accelerator,0.037,,+2%,-2%,
70577,Overloaded Energiser,0.25,+1%,,-8%,
70578,Overloaded Capture Cell,0.333,+1%,,-2%,+12.0
70579,Atomic Projector,0.037,+1%,+2%,,
70580,Overloaded Accelerator,0.333,+1%,,,+12.0
70581,Waveform Amplifier,0.037,+1%,+2%,,
70582,Atomic Injector,0.12,,+2%,-4%,
70583,Flow Projector,0.333,+1%,,,+12.0
70584,Flow Accelerator,0.333,+1%,,,+12.0
70585,Overloaded Battery,0.204,,+2%,-6%,
70586,Overloaded Battery,0.333,+1%,,,+12.0
70587,Surge Battery,0.412,,+2%,-3%,+12.0
70588,Overloaded Excitor,0.333,+1%,,,+12.0
70589,Flow Accelerator,0.463,,+9%,-6%,
70590,Surge Projector,0.333,+1%,,,+12.0
70591,Flow Injector,0.037,,+2%,-2%,
70592,Waveform Energiser,0.333,,,-2%,+12.0
70593,Overloaded Resonator,0.0,+1%,,-2%,
70594,Waveform Accelerator,0.5,+1%,,-6%,+12.0
70595,Overloaded Projector,0.037,,+2%,-2%,
70596,Overloaded Solidifier,0.079,,+2%,-3%,
70597,Waveform Excitor,0.037,+1%,+2%,,
70598,Atomic Projector,0.333,+1%,,,+12.0
70599,Overloaded Battery,0.333,+1%,,,+12.0
70600,Surge Resonator,0.167,+1%,,-6%,
70601,Waveform Energiser,0.037,+1%,+2%,,
70602,Overloaded Capture Cell,0.37,,+2%,,+12.0
70603,Overloaded Projector,0.542,+1%,,-7%,+12.0
70604,Flow Capture Cell,0.481,+1%,+5%,,+12.0
70605,Overloaded Resonator,0.333,,,-2%,+12.0
70606,Atomic Battery,0.333,+1%,,-2%,+12.0
70607,Flow Battery,0.037,+1%,+2%,,
70608,Surge Solidifier,0.375,,,-3%,+12.0
70609,Waveform Amplifier,0.148,+1%,+5%,,
70610,Waveform Amplifier,0.481,,+5%,,+12.0
70611,Overloaded Energiser,0.37,,+2%,,+12.0
70612,Waveform Capture Cell,0.333,+1%,,,+12.0
70613,Overloaded Capture Cell,0.074,+1%,+3%,-2%,
70614,Waveform Amplifier,0.0,+1%,,-2%,
70615,Atomic Resonator,0.037,+1%,+2%,,
70616,Waveform Energiser,0.37,,+2%,-10%,
70617,Flow Injector,0.333,,,-2%,+12.0
70618,Overloaded Solidifier,0.333,+1%,,,+12.0
70619,Surge Amplifier,0.037,+1%,+2%,,
70620,Overloaded Resonator,0.0,+1%,,-2%,
70621,Surge Resonator,0.333,+1%,,,+12.0
70622,Overloaded Projector,0.037,,+2%,-2%,
70623,Surge Resonator,0.333,+1%,,,+12.0
70624,Overloaded Resonator,0.333,+1%,,,+12.0
70625,Surge Amplifier,0.037,+1%,+2%,-2%,
70626,Waveform Solidifier,0.37,,+2%,,+12.0
70627,Atomic Injector,0.333,+1%,,,+12.0
70628,Atomic Amplifier,0.167,+1%,,-6%,
70629,Surge Projector,0.037,,+2%,-2%,
70630,Surge Solidifier,0.333,,+1%,,+12.0
70631,Atomic Amplifier,0.37,,+2%,,+12.0
70632,Surge Energiser,0.037,,+2%,-2%,
70633,Flow Resonator,0.0,+1%,,-2%,
70634,Flow Excitor,0.481,,+5%,,+12.0
70635,Waveform Amplifier,0.0,+1%,,-2%,
70636,Surge Energiser,0.333,+2%,,-2%,
70637,Waveform Capture Cell,0.63,,+9%,,+12.0
70638,Atomic Excitor,0.37,,+2%,,+12.0
70639,Waveform Projector,0.481,,+5%,,+12.0
70640,Surge Capture Cell,0.333,,,-2%,+12.0
70641,Flow Excitor,0.037,+1%,+2%,,
70642,Atomic Energiser,0.0,+1%,,-2%,
70643,Atomic Projector,0.167,+1%,,-6%,
70644,Atomic Energiser,0.37,,+2%,,+12.0
70645,Flow Energiser,0.333,,,-2%,+12.0
70646,Overloaded Solidifier,0.185,+1%,+6%,,
70647,Overloaded Projector,0.333,,,-2%,+12.0
70648,Surge Accelerator,0.333,,,-2%,+12.0
70649,Waveform Energiser,0.037,+1%,+2%,,
70650,Overloaded Accelerator,0.037,+1%,+2%,,
70651,Waveform Energiser,0.111,,+4%,-2%,
70652,Overloaded Excitor,0.333,+1%,,,+12.0
70653,Surge Capture Cell,0.111,+1%,+4%,,
70654,Surge Amplifier,0.125,+1%,,-5%,
70655,Overloaded Amplifier,0.333,+1%,,,+12.0
70656,Overloaded Injector,0.042,+1%,,-3%,
70657,Waveform Excitor,0.333,+1%,+1%,,+12.0
70658,Waveform Injector,0.333,,,-2%,+12.0
70659,Waveform Amplifier,0.079,,+2%,-3%,
70660,Overloaded Excitor,0.37,+1%,+2%,,+12.0
70661,Surge Energiser,0.333,+1%,,,+12.0
70662,Waveform Solidifier,0.296,,+9%,-2%,
70663,Overloaded Solidifier,0.0,,+1%,-2%,
70664,Flow Battery,0.042,+1%,,-3%,
70665,Surge Projector,0.37,,+2%,,+12.0
70666,Surge Accelerator,0.0,+1%,,-2%,
70667,Overloaded Resonator,0.185,+1%,+6%,,
70668,Waveform Amplifier,0.037,,+2%,-2%,
70669,Overloaded Injector,0.333,+1%,,,+12.0
70670,Waveform Amplifier,0.37,,+2%,-2%,+12.0
70671,Surge Accelerator,0.556,,+7%,,+12.0
70672,Waveform Capture Cell,0.37,,+2%,,+12.0
70673,Surge Battery,0.037,+1%,+2%,,
70674,Flow Capture Cell,0.0,+1%,,-2%,
70675,Overloaded Excitor,0.037,+1%,+2%,,
70676,Waveform Amplifier,0.37,+1%,+2%,,+12.0
70677,Atomic Capture Cell,0.037,+1%,+2%,,
70678,Atomic Injector,0.074,,+3%,-2%,
70679,Atomic Energiser,0.63,,+9%,,+12.0
70680,Surge Injector,0.37,,+2%,,+12.0
70681,Overloaded Projector,0.333,,,-2%,+12.0
70682,Surge Projector,0.185,,+6%,-2%,
70683,Surge Accelerator,0.667,+1%,+10%,,+12.0
70684,Flow Battery,0.37,,+2%,,+12.0
70685,Waveform Projector,0.167,+1%,,-6%,
70686,Surge Solidifier,0.208,+1%,,-7%,
70687,Atomic Battery,0.333,+1%,,,+12.0
70688,Waveform Injector,0.148,+1%,+5%,,
70689,Overloaded Amplifier,0.444,,+4%,,+12.0
70690,Surge Energiser,0.37,,+2%,,+12.0
70691,Flow Accelerator,0.037,,+2%,-2%,
70692,Waveform Battery,0.037,+1%,+2%,,
70693,Flow Excitor,0.37,+1%,+2%,,+12.0
70694,Overloaded Amplifier,0.333,,,-2%,+12.0
70695,Overloaded Energiser,0.333,,,-2%,+12.0
70696,Overloaded Excitor,0.333,,,-2%,+12.0
70697,Atomic Energiser,0.333,,,-2%,+12.0
70698,Waveform Energiser,0.167,+1%,,-6%,
70699,Waveform Battery,0.37,,+2%,,+12.0
