Seed	Name	Perfection	Weapon_Scan_Radius	Weapon_Scan_Discovery_Creature	Weapon_Scan_Discovery_Flora
86833	Low-Heat Prediction Unit	0.466			+1,932%
86834	Precision Detector	0.1	+6%		
86835	Low-Heat Sweep Ray	0.026		+1,052%	
86836	Overclocked Prediction Unit	0.163		+1,325%	
86837	Waveform Prediction Unit	0.175		+1,349%	
86838	Overclocked Visualiser	0.099		+1,040%	+1,158%
86839	Analog Scope	0.407		+1,814%	
86840	Overclocked Siphon	0.298			+1,596%
86841	Waveform Processor	0.005		+1,010%	
86842	Waveform Siphon	0.3	+8%		
86843	Analog Probe	0.118			+1,235%
86844	Overclocked Computer	0.323	+8%	+1,045%	
86845	Low-Heat Scope	0.217		+1,434%	
86846	Overclocked Visualiser	0.5	+10%		
86847	Overclocked Probe	0.475	+8%	+1,349%	
86848	Analog Detector	0.029			+1,058%
86849	Analog Processor	0.384		+1,767%	
86850	Overclocked Sweep Ray	0.1	+6%		
86851	Waveform Computer	0.078		+1,155%	
86852	Precision Detector	0.237			+1,474%
86853	Low-Heat Visualiser	0.293			+1,586%
86854	Overclocked Visualiser	0.074		+1,123%	+1,024%
86855	Low-Heat Processor	0.026			+1,052%
86856	Overclocked Scope	0.1	+6%		
86857	Analog Analysis Unit	0.2	+7%		
86858	Precision Visualiser	0.022		+1,002%	+1,042%
86859	Analog Prediction Unit	0.4	+9%		
86860	Overclocked Analysis Unit	0.356		+1,712%	
86861	Low-Heat Visualiser	0.098		+1,195%	
86862	Analog Processor	0.4	+9%		
86863	Low-Heat Siphon	0.38		+1,759%	
86864	Low-Heat Detector	0.343		+1,686%	
86865	Waveform Analysis Unit	0.006			+1,012%
86866	Waveform Probe	0.244		+1,487%	
86867	Analog Analysis Unit	0.4	+9%		
86868	Overclocked Sweep Ray	0.074			+1,148%
86869	Low-Heat Prediction Unit	0.041			+1,081%
86870	Overclocked Siphon	0.162			+1,323%
86871	Waveform Sweep Ray	0.487			+1,974%
86872	Precision Siphon	0.3	+8%		
86873	Overclocked Computer	0.164			+1,328%
86874	Low-Heat Processor	0.263			+1,525%
86875	Precision Visualiser	0.215			+1,430%
86876	Waveform Processor	0.1	+6%		
86877	Precision Probe	0.1	+6%	+1,000%	
86878	Precision Siphon	0.2	+7%		
86879	Low-Heat Siphon	0.1	+6%		
86880	Precision Scope	0.244		+1,487%	
86881	Overclocked Computer	0.1	+6%		
86882	Waveform Analysis Unit	0.037		+1,073%	
86883	Precision Siphon	0.012			+1,023%
86884	Waveform Prediction Unit	0.291		+1,581%	
86885	Precision Detector	0.423		+1,846%	
86886	Overclocked Siphon	0.001		+1,001%	
86887	Analog Detector	0.3	+8%		
86888	Overclocked Sweep Ray	0.114		+1,228%	
86889	Analog Computer	0.0			+1,000%
86890	Low-Heat Detector	0.3	+8%		
86891	Overclocked Analysis Unit	0.612		+1,830%	+1,393%
86892	Analog Sweep Ray	0.1	+6%		
86893	Analog Scope	0.5	+10%		
86894	Overclocked Processor	0.46		+1,919%	
86895	Low-Heat Analysis Unit	0.5	+10%		
86896	Waveform Scope	0.098			+1,195%
86897	Precision Sweep Ray	0.1	+6%		
86898	Waveform Processor	0.194		+1,388%	
86899	Low-Heat Siphon	0.118			+1,235%
86900	Analog Sweep Ray	0.003		+1,005%	
86901	Precision Visualiser	0.1	+6%		
86902	Waveform Siphon	0.153		+1,305%	
86903	Overclocked Siphon	0.003		+1,006%	
86904	Precision Processor	0.109		+1,217%	
86905	Overclocked Processor	0.356		+1,712%	
86906	Waveform Analysis Unit	0.019			+1,037%
86907	Overclocked Analysis Unit	0.0			+1,000%
86908	Overclocked Sweep Ray	0.01		+1,019%	
86909	Low-Heat Processor	0.021			+1,042%
86910	Waveform Probe	0.0			+1,000%
86911	Waveform Detector	0.154			+1,307%
86912	Precision Sweep Ray	0.001		+1,001%	
86913	Analog Visualiser	0.871	+9%	+1,941%	
86914	Waveform Analysis Unit	0.1	+6%		
86915	Low-Heat Analysis Unit	0.098		+1,196%	
86916	Overclocked Processor	0.5	+10%		
86917	Overclocked Scope	0.307			+1,614%
86918	Overclocked Visualiser	0.016		+1,031%	
86919	Overclocked Visualiser	0.194		+1,387%	
86920	Precision Detector	0.254		+1,507%	
86921	Overclocked Computer	0.473			+1,945%
86922	Waveform Processor	0.459	+7%	+1,518%	
86923	Low-Heat Processor	0.666	+7%		+1,931%
86924	Precision Sweep Ray	0.006			+1,011%
86925	Low-Heat Analysis Unit	0.784		+1,927%	+1,639%
86926	Overclocked Visualiser	0.1	+6%		
86927	Analog Siphon	0.3	+8%		
86928	Precision Computer	0.3		+1,600%	
86929	Analog Visualiser	0.321		+1,642%	
86930	Low-Heat Probe	0.033		+1,065%	
86931	Precision Sweep Ray	0.0			+1,000%
86932	Waveform Sweep Ray	0.109		+1,217%	
86933	Precision Detector	0.103		+1,205%	
86934	Low-Heat Prediction Unit	0.029			+1,058%
86935	Analog Detector	0.387		+1,774%	
86936	Low-Heat Siphon	0.103	+6%		+1,005%
86937	Low-Heat Processor	0.2	+7%		
86938	Low-Heat Analysis Unit	0.1	+6%		
86939	Overclocked Probe	0.006		+1,011%	
86940	Precision Probe	0.274		+1,547%	
86941	Analog Probe	0.283			+1,566%
86942	Low-Heat Scope	0.365		+1,730%	
86943	Precision Scope	0.1	+6%		
86944	Low-Heat Analysis Unit	0.001		+1,001%	
86945	Analog Siphon	0.213		+1,426%	
86946	Waveform Scope	0.2	+7%		
86947	Analog Computer	0.3	+8%		
86948	Waveform Detector	0.4	+9%		
86949	Overclocked Probe	0.083			+1,165%
86950	Precision Detector	0.2	+7%		
86951	Low-Heat Visualiser	0.4	+9%		
86952	Overclocked Detector	0.389			+1,777%
86953	Waveform Prediction Unit	0.462			+1,923%
86954	Waveform Visualiser	0.038		+1,075%	
86955	Overclocked Sweep Ray	0.335		+1,619%	+1,051%
86956	Low-Heat Computer	0.167			+1,333%
86957	Overclocked Detector	0.2	+7%		
86958	Precision Detector	0.499			+1,998%
86959	Analog Scope	0.2	+7%		
86960	Precision Processor	0.181	+6%		+1,161%
86961	Waveform Scope	0.269		+1,537%	
86962	Overclocked Prediction Unit	0.065		+1,129%	
86963	Precision Scope	0.012			+1,023%
86964	Low-Heat Siphon	0.228			+1,455%
86965	Waveform Computer	0.5	+10%		
86966	Low-Heat Visualiser	0.125			+1,250%
86967	Precision Prediction Unit	0.085			+1,170%
86968	Waveform Siphon	0.2	+7%		
86969	Overclocked Visualiser	0.382		+1,763%	
86970	Analog Siphon	0.1	+6%		
86971	Analog Detector	0.0			+1,000%
86972	Analog Probe	0.086			+1,171%
86973	Analog Visualiser	0.07		+1,140%	
86974	Overclocked Scope	0.188		+1,376%	
86975	Overclocked Scope	0.259		+1,517%	
86976	Precision Sweep Ray	0.012			+1,023%
86977	Overclocked Processor	0.1	+6%		
86978	Low-Heat Scope	0.1	+6%		
86979	Low-Heat Computer	0.013			+1,025%
86980	Waveform Scope	0.1	+6%		
86981	Waveform Siphon	0.176			+1,352%
86982	Low-Heat Prediction Unit	0.005			+1,010%
86983	Analog Siphon	0.012		+1,024%	
86984	Analog Scope	0.141		+1,281%	
86985	Low-Heat Prediction Unit	0.1	+6%		
86986	Waveform Visualiser	0.209			+1,417%
86987	Overclocked Computer	0.001			+1,001%
86988	Waveform Prediction Unit	0.003			+1,005%
86989	Precision Analysis Unit	0.008			+1,015%
86990	Low-Heat Siphon	0.3	+8%		
86991	Overclocked Visualiser	0.016		+1,032%	
86992	Low-Heat Detector	0.264		+1,527%	
86993	Precision Probe	0.084		+1,168%	
86994	Overclocked Detector	0.831	+10%	+1,661%	
86995	Low-Heat Computer	0.5	+10%		
86996	Analog Scope	0.1	+6%		
86997	Waveform Visualiser	0.148		+1,295%	
86998	Precision Visualiser	0.1	+6%		
86999	Overclocked Probe	0.263			+1,526%
87000	Low-Heat Detector	0.238		+1,475%	
87001	Waveform Prediction Unit	0.236		+1,472%	
87002	Waveform Siphon	0.199			+1,397%
87003	Waveform Sweep Ray	0.454			+1,908%
87004	Overclocked Sweep Ray	0.5	+10%		
87005	Analog Processor	0.256		+1,512%	
87006	Precision Analysis Unit	0.1	+6%		
87007	Precision Prediction Unit	0.004		+1,007%	
87008	Analog Siphon	0.413		+1,825%	
87009	Precision Probe	0.095		+1,190%	
87010	Low-Heat Processor	0.1	+6%		
87011	Analog Processor	0.466		+1,931%	
87012	Precision Visualiser	0.528	+6%		+1,856%
87013	Analog Computer	0.41	+6%		+1,620%
87014	Analog Visualiser	0.365	+6%	+1,530%	
87015	Precision Prediction Unit	0.1	+6%		
87016	Low-Heat Sweep Ray	0.072		+1,144%	
87017	Overclocked Computer	0.311		+1,621%	
87018	Overclocked Sweep Ray	0.113		+1,226%	
87019	Precision Detector	0.2	+7%		
87020	Precision Analysis Unit	0.53	+10%		+1,060%
87021	Low-Heat Analysis Unit	0.1	+6%		
87022	Analog Detector	0.2	+7%		
87023	Analog Prediction Unit	0.338		+1,676%	
87024	Analog Analysis Unit	0.052			+1,103%
87025	Low-Heat Processor	0.047		+1,094%	
87026	Low-Heat Prediction Unit	0.389		+1,777%	
87027	Analog Prediction Unit	0.2	+7%		
87028	Waveform Analysis Unit	0.1	+6%		
87029	Low-Heat Processor	0.0			+1,000%
87030	Low-Heat Sweep Ray	0.289			+1,578%
87031	Overclocked Visualiser	0.4	+9%		
87032	Overclocked Processor	0.294		+1,196%	+1,391%
87033	Waveform Probe	0.262		+1,523%	
87034	Low-Heat Sweep Ray	0.465		+1,930%	
87035	Waveform Probe	0.1	+6%		
87036	Waveform Computer	0.2	+7%		
87037	Waveform Processor	0.002		+1,004%	
87038	Waveform Processor	0.102			+1,203%
87039	Waveform Analysis Unit	0.1	+6%		
87040	Overclocked Computer	0.653	+7%		+1,905%
87041	Analog Visualiser	0.173			+1,346%
87042	Overclocked Prediction Unit	0.479		+1,958%	
87043	Analog Siphon	0.076		+1,151%	
87044	Precision Processor	0.493			+1,985%
87045	Analog Analysis Unit	0.089		+1,178%	
87046	Overclocked Detector	0.1	+6%		
87047	Analog Detector	0.1	+6%		
87048	Overclocked Prediction Unit	0.403			+1,805%
87049	Analog Scope	0.041			+1,081%
87050	Low-Heat Detector	0.035		+1,069%	
87051	Waveform Siphon	0.049		+1,098%	
87052	Low-Heat Prediction Unit	0.154			+1,307%
87053	Overclocked Probe	0.0	+5%		
87054	Low-Heat Scope	0.154		+1,308%	
87055	Waveform Sweep Ray	0.2	+7%		
87056	Overclocked Detector	0.2	+7%		
87057	Waveform Processor	0.043		+1,086%	
87058	Low-Heat Sweep Ray	0.19	+6%		+1,179%
87059	Analog Detector	0.51	+8%		+1,419%
87060	Precision Sweep Ray	0.111		+1,222%	
87061	Waveform Sweep Ray	0.107	+6%	+1,013%	
87062	Overclocked Probe	0.092			+1,184%
87063	Overclocked Sweep Ray	0.454		+1,907%	
87064	Low-Heat Siphon	0.018		+1,036%	
87065	Waveform Scope	0.276			+1,552%
87066	Waveform Processor	0.009			+1,018%
87067	Analog Detector	0.483		+1,965%	
87068	Low-Heat Processor	0.1	+6%		
87069	Waveform Detector	0.014			+1,028%
87070	Low-Heat Detector	0.046			+1,092%
87071	Low-Heat Siphon	0.012		+1,023%	
87072	Overclocked Visualiser	0.06		+1,119%	
87073	Precision Prediction Unit	0.1	+6%		
87074	Overclocked Visualiser	0.0		+1,000%	
87075	Overclocked Scope	0.034			+1,068%
87076	Precision Detector	0.5	+10%		
87077	Precision Processor	0.5	+10%		
87078	Waveform Sweep Ray	0.038		+1,076%	
87079	Low-Heat Probe	0.086		+1,171%	+1,001%
87080	Precision Processor	0.612	+7%	+1,823%	
87081	Precision Analysis Unit	0.1	+6%		
87082	Precision Prediction Unit	0.021		+1,041%	
87083	Low-Heat Probe	0.153		+1,305%	
87084	Waveform Detector	0.4	+9%		
87085	Waveform Sweep Ray	0.492			+1,984%
87086	Low-Heat Scope	0.109			+1,217%
87087	Precision Scope	0.4	+9%		
87088	Analog Prediction Unit	0.006		+1,011%	
87089	Low-Heat Analysis Unit	0.167			+1,333%
87090	Overclocked Computer	0.048			+1,096%
87091	Analog Prediction Unit	0.338			+1,676%
87092	Waveform Analysis Unit	0.245			+1,490%
87093	Precision Visualiser	0.1	+6%		
87094	Low-Heat Sweep Ray	0.238		+1,475%	
87095	Low-Heat Detector	0.2	+7%		
87096	Precision Visualiser	0.185			+1,369%
87097	Precision Scope	0.277	+7%		+1,153%
87098	Waveform Prediction Unit	0.104			+1,207%
87099	Analog Detector	0.3	+8%		
87100	Waveform Computer	0.136		+1,271%	
87101	Low-Heat Analysis Unit	0.2	+7%		
87102	Analog Analysis Unit	0.4	+9%		
87103	Overclocked Prediction Unit	0.1	+6%		
87104	Overclocked Visualiser	0.042			+1,084%
87105	Precision Analysis Unit	0.191			+1,381%
87106	Low-Heat Detector	0.1	+6%		
87107	Waveform Visualiser	0.199			+1,398%
87108	Overclocked Sweep Ray	0.4	+9%		
87109	Waveform Scope	0.163			+1,326%
87110	Analog Probe	0.05		+1,099%	
87111	Waveform Visualiser	0.123			+1,245%
87112	Precision Detector	0.289		+1,577%	
87113	Waveform Computer	0.0			+1,000%
87114	Overclocked Detector	0.205		+1,410%	
87115	Analog Analysis Unit	0.5	+10%		
87116	Analog Computer	0.233			+1,465%
87117	Analog Computer	0.292		+1,583%	
87118	Precision Probe	0.233		+1,465%	
87119	Precision Analysis Unit	0.28			+1,559%
87120	Waveform Scope	0.4	+9%		
87121	Analog Computer	0.1	+6%		
87122	Precision Probe	0.015		+1,030%	
87123	Precision Prediction Unit	0.1	+6%		
87124	Waveform Siphon	0.049			+1,097%
87125	Overclocked Analysis Unit	0.029		+1,058%	
87126	Overclocked Computer	0.126	+6%		+1,052%
87127	Waveform Computer	0.3	+8%		
87128	Precision Processor	0.1	+6%		
87129	Precision Sweep Ray	0.093			+1,185%
87130	Low-Heat Probe	0.5	+10%		
87131	Low-Heat Prediction Unit	0.368		+1,735%	
87132	Low-Heat Processor	0.153		+1,305%	
87133	Low-Heat Scope	0.109		+1,218%	
87134	Overclocked Probe	0.113	+6%		+1,026%
87135	Analog Detector	0.016		+1,032%	
87136	Overclocked Analysis Unit	0.1	+6%		
87137	Waveform Probe	0.1	+6%		
87138	Overclocked Scope	0.1	+6%		
87139	Waveform Visualiser	0.483	+6%		+1,765%
87140	Waveform Processor	0.2	+7%		
87141	Overclocked Sweep Ray	0.048		+1,095%	
87142	Overclocked Sweep Ray	0.016		+1,032%	
87143	Analog Prediction Unit	0.1	+6%		
87144	Waveform Scope	0.2	+7%		
87145	Overclocked Siphon	0.103	+6%	+1,006%	
87146	Analog Siphon	0.4	+9%		
87147	Precision Scope	0.293			+1,586%
87148	Overclocked Sweep Ray	0.111			+1,222%
87149	Analog Prediction Unit	0.1	+6%		
87150	Waveform Prediction Unit	0.1	+6%		
87151	Overclocked Analysis Unit	0.31		+1,620%	
87152	Analog Probe	0.144		+1,288%	+1,000%
87153	Precision Prediction Unit	0.2	+7%		
87154	Low-Heat Visualiser	0.5	+10%		
87155	Precision Detector	0.089			+1,178%
87156	Precision Prediction Unit	0.43		+1,859%	
87157	Precision Analysis Unit	0.222			+1,443%
87158	Waveform Siphon	0.003		+1,006%	
87159	Overclocked Detector	0.5	+10%		+1,000%
87160	Overclocked Sweep Ray	0.001			+1,001%
87161	Low-Heat Scope	0.373		+1,745%	
87162	Low-Heat Processor	0.042			+1,084%
87163	Low-Heat Processor	0.1	+6%		
87164	Analog Scope	0.372			+1,744%
87165	Analog Detector	0.09			+1,180%
87166	Waveform Visualiser	0.005			+1,009%
87167	Overclocked Computer	0.5	+10%		
87168	Overclocked Processor	0.491		+1,981%	
87169	Precision Computer	0.2	+7%		
87170	Overclocked Probe	0.3	+8%		
87171	Low-Heat Analysis Unit	0.06			+1,120%
87172	Precision Analysis Unit	0.004			+1,008%
87173	Precision Sweep Ray	0.333			+1,665%
87174	Waveform Detector	0.036			+1,071%
87175	Overclocked Probe	0.2	+7%		
87176	Low-Heat Scope	0.5	+10%		
87177	Analog Processor	0.005			+1,009%
87178	Waveform Prediction Unit	0.4	+9%		
87179	Low-Heat Detector	0.1	+6%		
87180	Low-Heat Scope	0.2	+7%		
87181	Low-Heat Analysis Unit	0.3	+8%		
87182	Precision Visualiser	0.417			+1,833%
87183	Low-Heat Prediction Unit	0.0			+1,000%
87184	Analog Sweep Ray	0.1	+6%		
87185	Low-Heat Processor	0.026			+1,052%
87186	Precision Processor	0.054		+1,108%	
87187	Waveform Prediction Unit	0.3	+8%		
87188	Analog Prediction Unit	0.104			+1,208%
87189	Precision Detector	0.147		+1,294%	
87190	Low-Heat Detector	0.274			+1,548%
87191	Overclocked Prediction Unit	0.478		+1,956%	
87192	Overclocked Prediction Unit	0.053			+1,105%
87193	Waveform Siphon	0.162		+1,324%	
87194	Waveform Computer	0.355		+1,709%	
87195	Overclocked Probe	0.112	+6%		+1,023%
87196	Analog Computer	0.199		+1,397%	
87197	Waveform Probe	0.325			+1,649%
87198	Low-Heat Analysis Unit	0.491		+1,768%	+1,213%
87199	Overclocked Analysis Unit	0.2	+7%		
87200	Low-Heat Sweep Ray	0.135			+1,269%
87201	Precision Processor	0.328			+1,656%
87202	Low-Heat Processor	0.1	+6%		
87203	Analog Visualiser	0.4	+9%		
87204	Analog Probe	0.059		+1,117%	
87205	Precision Detector	0.268	+7%		+1,136%
87206	Precision Computer	0.344		+1,678%	+1,009%
87207	Overclocked Siphon	0.1	+6%		
87208	Overclocked Scope	0.123		+1,246%	
87209	Precision Scope	0.293		+1,586%	
87210	Precision Visualiser	0.5	+10%		
87211	Overclocked Scope	0.048			+1,095%
87212	Precision Computer	0.244		+1,488%	
87213	Analog Sweep Ray	0.051		+1,102%	
87214	Analog Probe	0.137			+1,273%
87215	Low-Heat Siphon	0.287		+1,574%	
87216	Overclocked Analysis Unit	0.014		+1,028%	
87217	Overclocked Scope	0.077		+1,153%	
87218	Low-Heat Visualiser	0.2	+7%		
87219	Low-Heat Analysis Unit	0.461		+1,921%	
87220	Analog Computer	0.133		+1,265%	
87221	Overclocked Probe	0.421			+1,842%
87222	Low-Heat Prediction Unit	0.5	+10%		
87223	Overclocked Processor	0.4	+9%		
87224	Waveform Scope	0.358			+1,716%
87225	Precision Analysis Unit	0.008			+1,015%
87226	Analog Detector	0.0	+5%		
87227	Low-Heat Analysis Unit	0.096		+1,191%	
87228	Waveform Visualiser	0.012			+1,023%
87229	Overclocked Visualiser	0.2	+7%		
87230	Waveform Sweep Ray	0.2	+7%		
87231	Overclocked Analysis Unit	0.442			+1,884%
87232	Analog Detector	0.369		+1,738%	
87233	Overclocked Processor	0.076			+1,151%
87234	Overclocked Probe	0.437		+1,874%	
87235	Low-Heat Prediction Unit	0.009			+1,017%
87236	Analog Processor	0.0		+1,000%	
87237	Waveform Scope	0.1	+6%		
87238	Waveform Scope	0.11		+1,220%	
87239	Low-Heat Detector	0.261		+1,071%	+1,450%
87240	Overclocked Analysis Unit	0.1	+6%		
87241	Overclocked Visualiser	0.428		+1,856%	
87242	Overclocked Scope	0.538	+10%	+1,075%	
87243	Analog Probe	0.059		+1,118%	
87244	Overclocked Detector	0.421		+1,841%	
87245	Analog Visualiser	0.406		+1,812%	
87246	Analog Scope	0.095		+1,189%	
87247	Analog Detector	0.528		+1,686%	+1,368%
87248	Analog Processor	0.0		+1,000%	
87249	Precision Detector	0.5	+10%		
87250	Low-Heat Probe	0.216			+1,431%
87251	Precision Sweep Ray	0.022			+1,043%
87252	Overclocked Prediction Unit	0.4	+9%		
87253	Low-Heat Scope	0.5	+10%		
87254	Waveform Processor	0.163			+1,325%
87255	Analog Processor	0.2	+7%		
87256	Waveform Visualiser	0.09		+1,180%	
87257	Analog Computer	0.274		+1,547%	
87258	Precision Scope	0.1	+6%		
87259	Precision Processor	0.081		+1,162%	
87260	Low-Heat Processor	0.129			+1,257%
87261	Analog Siphon	0.265			+1,530%
87262	Analog Siphon	0.44	+6%	+1,680%	
87263	Low-Heat Sweep Ray	0.343		+1,686%	
87264	Precision Sweep Ray	0.2	+7%		
87265	Analog Visualiser	0.438			+1,875%
87266	Analog Siphon	0.2	+7%		
87267	Precision Analysis Unit	0.144			+1,288%
87268	Waveform Prediction Unit	0.294		+1,587%	
87269	Waveform Analysis Unit	0.004		+1,008%	
87270	Analog Sweep Ray	0.3	+8%		
87271	Precision Visualiser	0.3	+8%		
87272	Overclocked Siphon	0.2	+7%		
87273	Analog Prediction Unit	0.2	+7%		
87274	Overclocked Computer	0.2	+7%		
87275	Overclocked Processor	0.221		+1,441%	
87276	Waveform Scope	0.0		+1,000%	
87277	Precision Detector	0.36			+1,719%
87278	Precision Prediction Unit	0.098			+1,196%
87279	Precision Detector	0.5	+10%		
87280	Low-Heat Computer	0.489		+1,977%	
87281	Analog Processor	0.014			+1,027%
87282	Low-Heat Analysis Unit	0.1	+6%		
87283	Low-Heat Computer	0.33		+1,660%	
87284	Precision Siphon	0.415			+1,829%
87285	Low-Heat Scope	0.5	+10%		
87286	Waveform Processor	0.299		+1,146%	+1,452%
87287	Waveform Computer	0.2	+7%		
87288	Waveform Computer	0.178		+1,355%	
87289	Waveform Prediction Unit	0.1	+6%		
87290	Analog Visualiser	0.335		+1,669%	
87291	Analog Sweep Ray	0.0			+1,000%
87292	Low-Heat Probe	0.404		+1,807%	
87293	Precision Scope	0.096		+1,191%	
87294	Low-Heat Scope	0.1	+6%		
87295	Overclocked Prediction Unit	0.005			+1,009%
87296	Waveform Prediction Unit	0.284		+1,568%	
87297	Low-Heat Probe	0.09		+1,179%	
87298	Analog Probe	0.3	+8%		
87299	Waveform Siphon	0.002		+1,003%	
87300	Waveform Processor	0.5	+10%		
87301	Precision Analysis Unit	0.333			+1,666%
87302	Precision Analysis Unit	0.116			+1,231%
87303	Waveform Processor	0.321			+1,642%
87304	Precision Visualiser	0.273		+1,545%	
87305	Overclocked Sweep Ray	0.309	+8%	+1,017%	
87306	Overclocked Computer	0.295		+1,590%	
87307	Overclocked Probe	0.259		+1,475%	+1,042%
87308	Waveform Scope	0.3	+8%		
87309	Precision Scope	0.01			+1,020%
87310	Analog Siphon	0.264		+1,528%	
87311	Overclocked Detector	0.122			+1,243%
87312	Overclocked Prediction Unit	0.1	+6%		
87313	Analog Siphon	0.463		+1,925%	
87314	Analog Siphon	0.705		+1,495%	+1,914%
87315	Low-Heat Prediction Unit	0.06		+1,120%	
87316	Analog Visualiser	0.019			+1,038%
87317	Precision Sweep Ray	0.195		+1,389%	
87318	Overclocked Siphon	0.405		+1,810%	
87319	Analog Computer	0.488			+1,975%
87320	Precision Sweep Ray	0.137		+1,273%	
87321	Low-Heat Analysis Unit	0.075			+1,149%
87322	Analog Processor	0.037		+1,073%	
87323	Analog Computer	0.1	+6%		
87324	Low-Heat Visualiser	0.2	+7%		
87325	Precision Visualiser	0.4	+9%		
87326	Overclocked Siphon	0.264			+1,527%
87327	Precision Prediction Unit	0.47		+1,940%	
87328	Analog Probe	0.404	+6%	+1,607%	
87329	Low-Heat Siphon	0.022		+1,044%	
