sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunHeatTime,Vehicle_GunRate
80113,Reinforced Mass Chamber,0.0,+1%,,
80114,Additional Core,0.656,+2%,+4%,
80115,Copper Plating,0.25,,,+2%
80116,Reinforced Stabiliser,0.25,+1%,,+2%
80117,Backup Generator Unit,0.25,,,+2%
80118,Reinforced Recycler,0.0,+1%,,
80119,Additional Recycler,1.0,+3%,,+3%
80120,Copper Accelerator,0.5,,,+3%
80121,Additional Stabiliser,0.5,,+5%,
80122,Copper Plating,0.5,,+5%,
80123,Backup Plating,0.0,+1%,,
80124,Backup Core,0.25,+1%,,+2%
80125,Additional Magnets,0.125,,+2%,
80126,Well-Made Stabiliser,0.5,,+3%,+2%
80127,Backup Accelerator,0.25,,,+2%
80128,Copper Generator Unit,0.0,+1%,,
80129,Copper Injectors,0.25,,,+2%
80130,Copper Accelerator,0.25,,,+2%
80131,Reinforced Recycler,0.0,+1%,,
80132,Additional Plating,0.0,+1%,,
80133,Backup Capacitors,0.0,+1%,,
80134,Reinforced Capacitors,0.375,,+4%,
80135,Well-Made Core,0.25,+1%,,+2%
80136,Well-Made Generator Unit,0.5,,,+3%
80137,Well-Made Capacitors,0.125,,+2%,
80138,Copper Plating,0.25,,,+2%
80139,Reinforced Capacitors,0.25,,,+2%
80140,Copper Magnets,0.25,+1%,,+2%
80141,Copper Injectors,0.75,+2%,,+3%
80142,Reinforced Generator Unit,0.625,+1%,+5%,
80143,Additional Injectors,0.156,+1%,+2%,
80144,Additional Capacitors,0.5,,+5%,
80145,Reinforced Core,0.25,,,+2%
80146,Copper Capacitors,0.5,+3%,,
80147,Reinforced Magnets,0.5,,+3%,+2%
80148,Backup Stabiliser,0.25,,,+2%
80149,Additional Recycler,0.0,+1%,,
80150,Copper Core,0.125,,+2%,
80151,Copper Capacitors,0.5,,,+3%
80152,Backup Generator Unit,0.25,,,+2%
80153,Backup Recycler,0.125,,+2%,
80154,Copper Injectors,0.0,+1%,,
80155,Additional Capacitors,0.0,+1%,,
80156,Reinforced Injectors,0.25,,,+2%
80157,Reinforced Capacitors,0.0,+1%,,
80158,Backup Core,0.25,,,+2%
80159,Additional Mass Chamber,0.812,,+5%,+2%
80160,Well-Made Capacitors,0.5,,,+3%
80161,Well-Made Accelerator,0.125,,+2%,
80162,Additional Stabiliser,0.156,+1%,+2%,
80163,Reinforced Plating,0.0,+1%,,
80164,Well-Made Core,0.5,+2%,,+2%
80165,Additional Recycler,0.25,,,+2%
80166,Reinforced Injectors,0.469,+1%,+4%,
80167,Additional Generator Unit,0.125,,+2%,
80168,Reinforced Magnets,0.25,,,+2%
80169,Copper Plating,0.0,+1%,,
80170,Backup Core,0.25,,,+2%
80171,Backup Injectors,0.25,,,+2%
80172,Well-Made Magnets,0.25,+2%,,
80173,Backup Generator Unit,0.25,+2%,,
80174,Reinforced Generator Unit,0.5,,,+3%
80175,Well-Made Mass Chamber,0.125,,+2%,
80176,Backup Magnets,0.5,,,+3%
80177,Copper Core,0.25,,+3%,
80178,Backup Mass Chamber,0.25,+2%,,
80179,Reinforced Recycler,0.25,+2%,,
80180,Additional Stabiliser,0.125,,+2%,
80181,Well-Made Injectors,0.25,+2%,,
80182,Copper Plating,0.5,,,+3%
80183,Additional Injectors,0.344,+2%,+2%,
80184,Backup Accelerator,0.688,,+3%,+3%
80185,Additional Accelerator,0.312,+1%,+3%,
80186,Well-Made Plating,0.0,+1%,,
80187,Backup Core,0.0,+1%,,
80188,Reinforced Recycler,0.5,,+5%,
80189,Additional Plating,0.531,,+2%,+3%
80190,Reinforced Accelerator,0.531,,+2%,+3%
80191,Backup Accelerator,0.25,,+3%,
80192,Additional Core,0.5,,,+3%
80193,Additional Magnets,0.5,+1%,,+3%
80194,Backup Injectors,0.125,,+2%,
80195,Well-Made Magnets,0.25,+1%,,+2%
80196,Well-Made Mass Chamber,0.5,,+5%,
80197,Copper Capacitors,0.125,,+2%,
80198,Copper Stabiliser,0.531,,+2%,+3%
80199,Copper Capacitors,0.5,,,+3%
80200,Well-Made Magnets,0.75,+3%,,+2%
80201,Backup Core,0.25,,,+2%
80202,Reinforced Accelerator,0.625,+1%,+5%,
80203,Additional Accelerator,0.25,,+3%,
80204,Copper Magnets,0.625,+1%,+5%,
80205,Backup Recycler,0.125,,+2%,
80206,Additional Generator Unit,0.0,+1%,,
80207,Well-Made Injectors,0.125,,+2%,
80208,Backup Plating,0.5,,,+3%
80209,Backup Capacitors,0.656,,+4%,+2%
80210,Additional Generator Unit,0.344,,+2%,+2%
80211,Backup Injectors,0.25,,,+2%
80212,Copper Generator Unit,0.125,,+2%,
80213,Additional Capacitors,0.5,,,+3%
80214,Well-Made Stabiliser,0.312,+1%,+3%,
80215,Additional Plating,0.125,,+2%,
80216,Well-Made Capacitors,0.656,+2%,+4%,
80217,Reinforced Accelerator,0.5,,+5%,
80218,Copper Mass Chamber,0.125,,+2%,
80219,Well-Made Core,0.25,+1%,,+2%
80220,Copper Stabiliser,0.844,,+4%,+3%
80221,Copper Core,0.25,,,+2%
80222,Well-Made Stabiliser,0.0,+1%,,
80223,Additional Magnets,0.25,+2%,,
80224,Copper Generator Unit,0.0,+1%,,
80225,Copper Plating,0.25,,,+2%
80226,Additional Stabiliser,0.25,,,+2%
80227,Copper Stabiliser,0.812,,+5%,+2%
80228,Reinforced Magnets,0.25,+2%,,
80229,Copper Capacitors,0.531,,+2%,+3%
80230,Reinforced Recycler,0.625,+1%,+5%,
80231,Well-Made Recycler,0.25,,,+2%
80232,Reinforced Plating,0.0,+1%,,
80233,Copper Injectors,0.5,+2%,,+2%
80234,Well-Made Generator Unit,0.531,+3%,+2%,
80235,Reinforced Injectors,0.25,,,+2%
80236,Copper Magnets,0.344,+2%,+2%,
80237,Reinforced Injectors,0.25,,,+2%
80238,Well-Made Stabiliser,0.5,+2%,,+2%
80239,Additional Accelerator,0.25,,,+2%
80240,Well-Made Accelerator,0.344,,+2%,+2%
80241,Well-Made Magnets,0.5,,+5%,
80242,Well-Made Injectors,0.25,+2%,,
80243,Additional Plating,0.5,+2%,+3%,
80244,Copper Core,0.125,,+2%,
80245,Reinforced Capacitors,0.656,,+4%,+2%
80246,Backup Plating,0.0,+1%,,
80247,Reinforced Mass Chamber,0.25,,,+2%
80248,Backup Core,0.0,+1%,,
80249,Additional Stabiliser,0.0,+1%,,
80250,Well-Made Generator Unit,0.344,+2%,+2%,
80251,Well-Made Recycler,0.531,,+2%,+3%
80252,Reinforced Recycler,0.5,+2%,,+2%
80253,Copper Plating,0.312,+1%,+3%,
80254,Reinforced Magnets,0.75,+3%,,+2%
80255,Copper Recycler,0.5,,,+3%
80256,Additional Stabiliser,0.25,,,+2%
80257,Well-Made Generator Unit,0.312,+1%,+3%,
80258,Reinforced Injectors,0.125,,+2%,
80259,Copper Capacitors,0.25,,,+2%
80260,Copper Core,0.125,,+2%,
80261,Additional Core,0.125,,+2%,
80262,Well-Made Core,0.312,+1%,+3%,
80263,Well-Made Core,0.344,+2%,+2%,
80264,Backup Stabiliser,0.344,,+2%,+2%
80265,Additional Stabiliser,0.125,,+2%,
80266,Well-Made Plating,0.344,+2%,+2%,
80267,Well-Made Stabiliser,0.25,+2%,,
80268,Well-Made Plating,0.5,,,+3%
80269,Backup Recycler,0.25,+1%,,+2%
80270,Copper Recycler,0.125,,+2%,
80271,Well-Made Mass Chamber,0.125,,+2%,
80272,Backup Plating,0.25,,,+2%
80273,Additional Plating,0.5,+1%,,+3%
80274,Well-Made Stabiliser,0.344,,+2%,+2%
80275,Additional Recycler,0.5,+1%,,+3%
80276,Copper Generator Unit,0.844,,+4%,+3%
80277,Well-Made Injectors,0.0,+1%,,
80278,Backup Plating,0.344,,+2%,+2%
80279,Copper Capacitors,0.25,,,+2%
80280,Backup Injectors,0.25,+2%,,
80281,Backup Plating,0.125,,+2%,
80282,Copper Capacitors,0.25,,+3%,
80283,Reinforced Recycler,0.25,,,+2%
80284,Well-Made Stabiliser,0.0,+1%,,
80285,Copper Stabiliser,0.375,,+4%,
80286,Reinforced Mass Chamber,0.812,,+5%,+2%
80287,Additional Recycler,0.25,,,+2%
80288,Additional Generator Unit,0.25,,,+2%
80289,Copper Mass Chamber,0.25,,,+2%
80290,Additional Recycler,0.25,,+3%,
80291,Well-Made Injectors,0.531,,+2%,+3%
80292,Copper Accelerator,0.125,,+2%,
80293,Additional Mass Chamber,0.625,+1%,+5%,
80294,Backup Accelerator,0.125,,+2%,
80295,Backup Mass Chamber,0.0,+1%,,
80296,Well-Made Core,0.375,,+4%,
80297,Reinforced Mass Chamber,0.125,,+2%,
80298,Well-Made Magnets,0.688,,+3%,+3%
80299,Additional Injectors,0.25,,,+2%
80300,Additional Magnets,0.25,+1%,,+2%
80301,Backup Mass Chamber,0.0,+1%,,
80302,Copper Magnets,0.25,,+3%,
80303,Additional Capacitors,0.344,,+2%,+2%
80304,Backup Plating,0.25,+2%,,
80305,Reinforced Injectors,0.812,,+5%,+2%
80306,Additional Plating,0.25,+1%,,+2%
80307,Reinforced Capacitors,0.344,,+2%,+2%
80308,Copper Core,0.375,,+4%,
80309,Well-Made Capacitors,0.25,+1%,,+2%
80310,Well-Made Magnets,0.75,+3%,,+2%
80311,Copper Injectors,0.75,+2%,,+3%
80312,Reinforced Generator Unit,0.125,,+2%,
80313,Additional Core,0.0,+1%,,
80314,Backup Stabiliser,0.5,+2%,,+2%
80315,Copper Core,0.0,+1%,,
80316,Reinforced Plating,0.25,+1%,,+2%
80317,Additional Mass Chamber,0.375,,+4%,
80318,Copper Core,0.344,,+2%,+2%
80319,Copper Core,0.344,+2%,+2%,
80320,Additional Injectors,0.5,,+5%,
80321,Copper Accelerator,0.0,+1%,,
80322,Well-Made Magnets,0.156,+1%,+2%,
80323,Reinforced Generator Unit,0.0,+1%,,
80324,Reinforced Plating,0.25,,+3%,
80325,Backup Accelerator,0.5,+1%,,+3%
80326,Reinforced Generator Unit,0.25,,,+2%
80327,Copper Recycler,0.25,+1%,,+2%
80328,Copper Injectors,0.25,,,+2%
80329,Reinforced Capacitors,0.25,,,+2%
80330,Backup Plating,0.25,+1%,,+2%
80331,Additional Capacitors,0.5,,+5%,
80332,Copper Generator Unit,0.156,+1%,+2%,
80333,Backup Core,0.344,+2%,+2%,
80334,Additional Capacitors,0.25,+2%,,
80335,Copper Recycler,0.469,+1%,+4%,
80336,Well-Made Generator Unit,0.5,,+3%,+2%
80337,Well-Made Capacitors,0.25,,,+2%
80338,Well-Made Plating,0.656,,+4%,+2%
80339,Backup Stabiliser,1.0,+3%,,+3%
80340,Reinforced Magnets,0.25,,,+2%
80341,Backup Recycler,0.125,,+2%,
80342,Backup Magnets,0.812,,+5%,+2%
80343,Backup Stabiliser,0.25,,,+2%
80344,Backup Injectors,0.25,,,+2%
80345,Backup Core,0.125,,+2%,
80346,Copper Mass Chamber,0.125,,+2%,
80347,Backup Core,0.375,,+4%,
80348,Well-Made Plating,0.0,+1%,,
80349,Additional Capacitors,0.156,+1%,+2%,
80350,Copper Capacitors,0.25,,+3%,
80351,Backup Injectors,0.25,,,+2%
80352,Additional Accelerator,0.25,,,+2%
80353,Backup Injectors,0.5,,+3%,+2%
80354,Backup Magnets,0.25,,,+2%
80355,Reinforced Magnets,0.25,+2%,,
80356,Reinforced Stabiliser,0.812,,+5%,+2%
80357,Backup Recycler,0.5,,,+3%
80358,Reinforced Mass Chamber,0.25,+1%,,+2%
80359,Reinforced Core,0.656,+2%,+4%,
80360,Copper Core,0.25,,+3%,
80361,Well-Made Stabiliser,0.344,,+2%,+2%
80362,Additional Core,0.125,,+2%,
80363,Backup Accelerator,0.25,+2%,,
80364,Additional Generator Unit,0.25,,,+2%
80365,Well-Made Accelerator,0.375,,+4%,
80366,Additional Generator Unit,0.25,,,+2%
80367,Well-Made Plating,0.25,+2%,,
80368,Additional Generator Unit,0.156,+1%,+2%,
80369,Additional Accelerator,0.25,+2%,,
80370,Copper Core,0.344,+2%,+2%,
80371,Copper Injectors,0.25,,,+2%
80372,Copper Generator Unit,0.531,,+2%,+3%
80373,Backup Magnets,0.25,,,+2%
80374,Reinforced Accelerator,0.5,,,+3%
80375,Additional Core,0.344,+2%,+2%,
80376,Well-Made Injectors,0.25,+2%,,
80377,Copper Mass Chamber,0.5,,,+3%
80378,Backup Accelerator,0.25,+1%,,+2%
80379,Reinforced Recycler,0.5,,+3%,+2%
80380,Copper Generator Unit,0.25,+2%,,
80381,Well-Made Accelerator,0.0,+1%,,
80382,Reinforced Accelerator,0.25,+1%,,+2%
80383,Additional Core,0.25,,+3%,
80384,Well-Made Accelerator,0.25,,,+2%
80385,Backup Capacitors,0.25,,,+2%
80386,Copper Accelerator,0.375,,+4%,
80387,Copper Recycler,0.375,,+4%,
80388,Backup Capacitors,0.25,,+3%,
80389,Well-Made Magnets,0.25,,,+2%
80390,Copper Magnets,0.25,,,+2%
80391,Backup Mass Chamber,0.0,+1%,,
80392,Backup Stabiliser,0.25,,,+2%
80393,Additional Recycler,0.75,+3%,,+2%
80394,Copper Mass Chamber,0.312,+1%,+3%,
80395,Well-Made Recycler,0.25,,,+2%
80396,Well-Made Magnets,0.75,+2%,,+3%
80397,Well-Made Recycler,0.5,,,+3%
80398,Additional Recycler,0.156,+1%,+2%,
80399,Well-Made Magnets,0.812,+2%,+5%,
80400,Copper Injectors,0.0,+1%,,
80401,Backup Plating,0.125,,+2%,
80402,Well-Made Recycler,0.531,,+2%,+3%
80403,Backup Generator Unit,0.0,+1%,,
80404,Well-Made Core,0.25,,,+2%
80405,Backup Generator Unit,0.25,,,+2%
80406,Reinforced Generator Unit,0.344,+2%,+2%,
80407,Well-Made Plating,0.5,+3%,,
80408,Additional Generator Unit,0.344,,+2%,+2%
80409,Backup Injectors,0.5,,,+3%
80410,Backup Magnets,0.125,,+2%,
80411,Well-Made Accelerator,0.344,,+2%,+2%
80412,Reinforced Injectors,0.25,+2%,,
80413,Backup Generator Unit,0.812,+2%,+5%,
80414,Backup Accelerator,0.812,,+5%,+2%
80415,Additional Recycler,0.375,,+4%,
80416,Additional Core,0.344,,+2%,+2%
80417,Reinforced Accelerator,0.0,+1%,,
80418,Additional Stabiliser,0.25,+2%,,
80419,Reinforced Mass Chamber,0.375,,+4%,
80420,Additional Generator Unit,0.25,,,+2%
80421,Backup Recycler,0.656,,+4%,+2%
80422,Copper Recycler,0.25,,,+2%
80423,Reinforced Capacitors,0.0,+1%,,
80424,Backup Stabiliser,0.25,+2%,,
80425,Reinforced Capacitors,0.5,,,+3%
80426,Backup Capacitors,0.469,+1%,+4%,
80427,Additional Accelerator,0.125,,+2%,
80428,Backup Plating,0.25,+2%,,
80429,Copper Recycler,0.0,+1%,,
80430,Copper Magnets,0.25,,,+2%
80431,Additional Magnets,0.125,,+2%,
80432,Well-Made Mass Chamber,0.25,,,+2%
80433,Well-Made Generator Unit,0.688,,+3%,+3%
80434,Additional Magnets,0.5,+2%,,+2%
80435,Copper Mass Chamber,0.125,,+2%,
80436,Additional Accelerator,0.656,+2%,+4%,
80437,Reinforced Generator Unit,0.5,+3%,,
80438,Well-Made Core,0.5,,+5%,
80439,Reinforced Stabiliser,0.0,+1%,,
80440,Reinforced Accelerator,0.5,,+3%,+2%
80441,Additional Stabiliser,0.25,+2%,,
80442,Reinforced Injectors,0.344,,+2%,+2%
80443,Backup Injectors,0.5,,,+3%
80444,Copper Generator Unit,0.5,,+5%,
80445,Additional Mass Chamber,0.625,+1%,+5%,
80446,Additional Capacitors,0.125,,+2%,
80447,Additional Injectors,0.625,+1%,+5%,
80448,Backup Magnets,0.5,,,+3%
80449,Well-Made Mass Chamber,0.25,,,+2%
80450,Well-Made Recycler,0.5,,,+3%
80451,Backup Generator Unit,0.125,,+2%,
80452,Copper Magnets,0.375,,+4%,
80453,Copper Injectors,0.656,,+4%,+2%
80454,Well-Made Injectors,0.25,,,+2%
80455,Well-Made Plating,0.469,+1%,+4%,
80456,Backup Recycler,0.125,,+2%,
80457,Backup Generator Unit,0.125,,+2%,
80458,Copper Magnets,0.5,,+3%,+2%
80459,Backup Plating,0.5,,,+3%
80460,Reinforced Plating,0.25,+2%,,
80461,Backup Recycler,0.5,+2%,+3%,
80462,Additional Accelerator,0.5,+1%,,+3%
80463,Copper Magnets,0.25,,,+2%
80464,Additional Recycler,0.844,,+4%,+3%
80465,Reinforced Stabiliser,0.25,,+3%,
80466,Copper Accelerator,0.25,,,+2%
80467,Copper Mass Chamber,0.5,,+3%,+2%
80468,Well-Made Plating,0.5,,+5%,
80469,Additional Core,0.312,+1%,+3%,
80470,Additional Plating,0.125,,+2%,
80471,Backup Plating,0.125,,+2%,
80472,Additional Accelerator,0.375,,+4%,
80473,Backup Magnets,0.125,,+2%,
80474,Backup Injectors,0.25,,,+2%
80475,Backup Injectors,0.156,+1%,+2%,
80476,Reinforced Mass Chamber,0.0,+1%,,
80477,Well-Made Accelerator,0.344,,+2%,+2%
80478,Well-Made Generator Unit,0.0,+1%,,
80479,Reinforced Generator Unit,0.125,,+2%,
80480,Backup Recycler,0.125,,+2%,
80481,Backup Injectors,0.25,+1%,,+2%
80482,Reinforced Stabiliser,0.531,,+2%,+3%
80483,Backup Plating,0.25,,,+2%
80484,Well-Made Capacitors,0.0,+1%,,
80485,Additional Recycler,0.5,,,+3%
80486,Backup Magnets,0.25,+2%,,
80487,Copper Mass Chamber,0.375,,+4%,
80488,Backup Recycler,0.25,,,+2%
80489,Copper Stabiliser,0.5,,,+3%
80490,Additional Mass Chamber,0.625,+1%,+5%,
80491,Reinforced Core,0.5,,+5%,
80492,Well-Made Accelerator,0.25,,+3%,
80493,Copper Plating,0.0,+1%,,
80494,Reinforced Recycler,0.25,,,+2%
80495,Additional Stabiliser,0.25,,,+2%
80496,Well-Made Magnets,0.5,,,+3%
80497,Copper Stabiliser,0.25,,,+2%
80498,Additional Injectors,0.5,,+5%,
80499,Well-Made Injectors,0.156,+1%,+2%,
80500,Reinforced Recycler,0.75,+2%,,+3%
80501,Backup Injectors,0.25,+2%,,
80502,Copper Mass Chamber,0.0,+1%,,
80503,Copper Injectors,0.25,,,+2%
80504,Well-Made Mass Chamber,0.25,,,+2%
80505,Additional Core,0.25,,+3%,
80506,Well-Made Mass Chamber,0.125,,+2%,
80507,Reinforced Recycler,0.75,+2%,,+3%
80508,Well-Made Accelerator,0.25,,,+2%
80509,Well-Made Injectors,0.344,+2%,+2%,
80510,Copper Mass Chamber,0.344,+2%,+2%,
80511,Copper Plating,0.625,+1%,+5%,
80512,Additional Accelerator,0.5,+1%,,+3%
80513,Well-Made Magnets,0.0,+1%,,
80514,Reinforced Injectors,0.375,,+4%,
80515,Backup Magnets,0.5,,+5%,
80516,Copper Generator Unit,0.531,,+2%,+3%
80517,Additional Magnets,0.125,,+2%,
80518,Well-Made Core,0.0,+1%,,
80519,Additional Stabiliser,0.312,+1%,+3%,
80520,Backup Core,0.5,,,+3%
80521,Reinforced Generator Unit,0.25,+2%,,
80522,Additional Plating,0.5,,,+3%
80523,Reinforced Generator Unit,0.5,,,+3%
80524,Backup Recycler,0.156,+1%,+2%,
80525,Well-Made Accelerator,0.5,+1%,,+3%
80526,Backup Stabiliser,0.0,+1%,,
80527,Additional Recycler,0.375,,+4%,
80528,Well-Made Core,0.344,,+2%,+2%
80529,Additional Magnets,0.5,,,+3%
80530,Reinforced Accelerator,0.0,+1%,,
80531,Backup Core,0.125,,+2%,
80532,Well-Made Stabiliser,0.0,+1%,,
80533,Reinforced Plating,0.656,,+4%,+2%
80534,Copper Core,0.25,,,+2%
80535,Well-Made Injectors,0.0,+1%,,
80536,Backup Mass Chamber,0.656,,+4%,+2%
80537,Additional Plating,0.5,,,+3%
80538,Well-Made Capacitors,0.25,,+3%,
80539,Additional Mass Chamber,0.25,+2%,,
80540,Well-Made Mass Chamber,0.0,+1%,,
80541,Well-Made Magnets,0.344,,+2%,+2%
80542,Backup Stabiliser,0.25,,+3%,
80543,Additional Capacitors,0.25,,,+2%
80544,Copper Capacitors,0.0,+1%,,
80545,Copper Injectors,0.5,,+5%,
80546,Additional Core,0.5,,,+3%
80547,Backup Mass Chamber,0.75,+2%,,+3%
80548,Additional Accelerator,0.125,,+2%,
80549,Copper Plating,0.25,,+3%,
80550,Reinforced Core,0.5,+2%,,+2%
80551,Backup Generator Unit,0.344,+2%,+2%,
80552,Copper Generator Unit,0.625,+1%,+5%,
80553,Backup Stabiliser,0.125,,+2%,
80554,Additional Injectors,0.25,+2%,,
80555,Backup Capacitors,0.125,,+2%,
80556,Copper Accelerator,0.25,+2%,,
80557,Backup Plating,0.375,,+4%,
80558,Additional Plating,0.5,+1%,,+3%
80559,Reinforced Capacitors,0.125,,+2%,
80560,Additional Core,0.844,,+4%,+3%
80561,Copper Injectors,0.25,+2%,,
80562,Backup Plating,0.125,,+2%,
80563,Additional Mass Chamber,0.5,,,+3%
80564,Additional Generator Unit,0.375,,+4%,
80565,Copper Recycler,0.125,,+2%,
80566,Reinforced Injectors,0.25,+2%,,
80567,Reinforced Plating,0.156,+1%,+2%,
80568,Additional Magnets,0.25,+2%,,
80569,Backup Generator Unit,0.25,,,+2%
80570,Additional Accelerator,0.25,+2%,,
80571,Copper Plating,0.125,,+2%,
80572,Additional Core,0.25,+2%,,
80573,Additional Core,0.75,+3%,,+2%
80574,Backup Stabiliser,0.0,+1%,,
80575,Well-Made Capacitors,0.25,+2%,,
80576,Well-Made Mass Chamber,0.25,,+3%,
80577,Additional Plating,0.375,,+4%,
80578,Backup Accelerator,0.5,,,+3%
80579,Backup Generator Unit,0.125,,+2%,
80580,Reinforced Recycler,0.25,,,+2%
80581,Copper Accelerator,0.125,,+2%,
80582,Well-Made Magnets,0.656,,+4%,+2%
80583,Additional Recycler,0.5,+2%,,+2%
80584,Well-Made Injectors,0.5,+2%,,+2%
80585,Copper Capacitors,0.25,,+3%,
80586,Copper Generator Unit,0.25,+2%,,
80587,Well-Made Stabiliser,0.25,+2%,,
80588,Additional Mass Chamber,0.0,+1%,,
80589,Reinforced Accelerator,0.5,,,+3%
80590,Reinforced Capacitors,0.125,,+2%,
80591,Additional Magnets,0.25,,,+2%
80592,Reinforced Stabiliser,0.5,+2%,+3%,
80593,Additional Mass Chamber,0.25,,,+2%
80594,Copper Recycler,0.375,,+4%,
80595,Backup Stabiliser,0.0,+1%,,
80596,Backup Accelerator,0.0,+1%,,
80597,Copper Injectors,0.125,,+2%,
80598,Copper Recycler,0.688,,+3%,+3%
80599,Additional Mass Chamber,0.0,+1%,,
80600,Copper Core,0.25,,,+2%
80601,Reinforced Accelerator,0.25,+2%,,
80602,Backup Accelerator,0.25,+2%,,
80603,Well-Made Plating,0.5,,,+3%
80604,Backup Injectors,0.5,+2%,,+2%
80605,Backup Injectors,0.5,,,+3%
80606,Additional Generator Unit,0.25,+2%,,
80607,Backup Accelerator,0.0,+1%,,
80608,Reinforced Magnets,0.344,+2%,+2%,
80609,Copper Mass Chamber,0.125,,+2%,
80610,Well-Made Stabiliser,0.5,,+5%,
80611,Backup Accelerator,0.25,,,+2%
80612,Copper Recycler,0.25,,,+2%
80613,Backup Recycler,0.25,,,+2%
80614,Additional Plating,0.125,,+2%,
80615,Reinforced Accelerator,0.125,,+2%,
80616,Additional Mass Chamber,0.25,,,+2%
80617,Copper Plating,0.375,,+4%,
80618,Copper Magnets,0.25,,,+2%
80619,Reinforced Core,0.5,,,+3%
80620,Reinforced Plating,0.25,,,+2%
80621,Additional Mass Chamber,0.25,+2%,,
80622,Reinforced Generator Unit,0.469,+1%,+4%,
80623,Backup Stabiliser,0.125,,+2%,
80624,Copper Mass Chamber,0.25,,,+2%
80625,Well-Made Capacitors,0.125,,+2%,
80626,Well-Made Magnets,0.25,+2%,,
80627,Copper Capacitors,0.5,,,+3%
80628,Backup Plating,0.0,+1%,,
80629,Copper Generator Unit,0.0,+1%,,
80630,Well-Made Capacitors,0.25,,,+2%
80631,Copper Mass Chamber,0.5,+2%,,+2%
80632,Well-Made Core,0.5,,,+3%
80633,Copper Injectors,0.25,,,+2%
80634,Copper Plating,0.531,,+2%,+3%
80635,Backup Generator Unit,0.25,,+3%,
80636,Copper Recycler,0.25,,+3%,
80637,Backup Stabiliser,0.0,+1%,,
80638,Backup Capacitors,0.344,+2%,+2%,
80639,Additional Plating,0.125,,+2%,
80640,Well-Made Mass Chamber,0.25,,,+2%
80641,Backup Generator Unit,0.125,,+2%,
80642,Copper Injectors,0.125,,+2%,
80643,Well-Made Generator Unit,0.25,,+3%,
80644,Well-Made Generator Unit,0.125,,+2%,
80645,Additional Generator Unit,0.0,+1%,,
80646,Backup Plating,0.5,,+5%,
80647,Copper Core,0.156,+1%,+2%,
80648,Well-Made Mass Chamber,0.0,+1%,,
80649,Reinforced Magnets,0.0,+1%,,
80650,Reinforced Mass Chamber,0.5,,+5%,
80651,Well-Made Mass Chamber,0.25,,,+2%
80652,Well-Made Mass Chamber,0.0,+1%,,
80653,Backup Core,0.0,+1%,,
80654,Copper Generator Unit,0.0,+1%,,
80655,Well-Made Core,0.656,,+4%,+2%
80656,Reinforced Plating,0.0,+1%,,
80657,Additional Mass Chamber,0.375,,+4%,
80658,Well-Made Stabiliser,0.25,,,+2%
80659,Additional Accelerator,0.812,+2%,+5%,
80660,Copper Plating,0.0,+1%,,
80661,Additional Capacitors,0.344,,+2%,+2%
80662,Reinforced Capacitors,0.125,,+2%,
80663,Additional Mass Chamber,0.5,,,+3%
80664,Well-Made Plating,0.25,+1%,,+2%
80665,Copper Plating,0.156,+1%,+2%,
80666,Well-Made Magnets,0.469,+1%,+4%,
80667,Backup Stabiliser,0.375,,+4%,
80668,Copper Mass Chamber,0.25,+2%,,
80669,Backup Recycler,0.25,,,+2%
80670,Copper Capacitors,0.25,+2%,,
80671,Backup Core,0.25,+2%,,
80672,Backup Injectors,0.5,,,+3%
80673,Reinforced Plating,0.25,,+3%,
80674,Backup Capacitors,0.344,,+2%,+2%
80675,Backup Generator Unit,0.0,+1%,,
80676,Well-Made Accelerator,0.5,,+3%,+2%
80677,Backup Core,0.344,,+2%,+2%
80678,Backup Capacitors,0.25,+1%,,+2%
80679,Reinforced Accelerator,0.25,,,+2%
80680,Well-Made Magnets,0.125,,+2%,
80681,Well-Made Generator Unit,0.5,+2%,,+2%
80682,Additional Recycler,0.344,,+2%,+2%
80683,Backup Mass Chamber,0.656,+2%,+4%,
80684,Additional Capacitors,0.25,,,+2%
80685,Reinforced Recycler,0.25,,,+2%
80686,Backup Magnets,0.375,,+4%,
80687,Reinforced Capacitors,0.375,,+4%,
80688,Copper Injectors,0.5,+2%,,+2%
80689,Well-Made Stabiliser,0.656,,+4%,+2%
80690,Copper Magnets,0.25,,+3%,
