Seed,Name,Perfection,Vehicle_LaserDamage,Vehicle_LaserHeatTime
70406,Efficient Emission Chamber,0.167,+7%,
70407,Enhanced Lens Optics,0.333,+8%,
70408,Efficient Reflector Glass,0.5,,+3%
70409,Retuned Output Coupler,0.75,,+4%
70410,Efficient Beam Amplifier,0.25,,+2%
70411,Boosted Lens Optics,0.167,+7%,
70412,Retuned Beam Amplifier,0.5,,+3%
70413,Boosted Beam Amplifier,0.0,+6%,
70414,Efficient Emission Chamber,0.333,+8%,
70415,Enhanced Beam Amplifier,0.167,+7%,
70416,Enhanced Photon Mirror,0.25,,+2%
70417,Enhanced Beam Amplifier,0.0,+6%,
70418,Retuned Beam Amplifier,0.167,+7%,
70419,Efficient Reflector Glass,0.5,+9%,
70420,Efficient Diode Battery,0.667,+10%,
70421,Boosted Beam Amplifier,1.0,,+5%
70422,Retuned Light Filter,0.75,,+4%
70423,Boosted Output Coupler,0.0,+6%,
70424,Additional Diode Battery,0.25,,+2%
70425,Retuned Photon Mirror,0.5,,+3%
70426,Boosted Beam Capacitor,0.25,,+2%
70427,Retuned Beam Capacitor,0.75,,+4%
70428,Retuned Lens Optics,0.5,,+3%
70429,Boosted Photon Mirror,0.0,+6%,
70430,Enhanced Output Coupler,0.5,,+3%
70431,Boosted Emission Chamber,0.167,+7%,
70432,Additional Beam Amplifier,0.5,+9%,
70433,Efficient Diode Battery,0.25,,+2%
70434,Retuned Light Filter,0.667,+10%,
70435,Efficient Photon Mirror,0.333,+8%,
70436,Additional Reflector Glass,0.25,,+2%
70437,Efficient Beam Capacitor,0.25,,+2%
70438,Enhanced Lens Optics,0.25,,+2%
70439,Boosted Emission Chamber,0.0,+6%,
70440,Additional Beam Amplifier,0.0,+6%,
70441,Enhanced Reflector Glass,0.75,,+4%
70442,Boosted Reflector Glass,0.75,,+4%
70443,Enhanced Output Coupler,1.0,,+5%
70444,Enhanced Photon Mirror,0.25,,+2%
70445,Additional Cooling System,0.75,,+4%
70446,Efficient Output Coupler,0.167,+7%,
70447,Retuned Lens Optics,0.25,,+2%
70448,Efficient Diode Battery,1.0,,+5%
70449,Efficient Light Filter,0.5,+9%,
70450,Additional Reflector Glass,0.25,,+2%
70451,Boosted Photon Mirror,0.75,,+4%
70452,Enhanced Photon Mirror,0.0,+6%,
70453,Enhanced Emission Chamber,0.75,,+4%
70454,Retuned Beam Amplifier,1.0,,+5%
70455,Efficient Beam Amplifier,1.0,,+5%
70456,Additional Lens Optics,0.0,+6%,
70457,Enhanced Photon Mirror,1.0,,+5%
70458,Efficient Light Filter,0.833,+11%,
70459,Retuned Light Filter,0.75,,+4%
70460,Enhanced Cooling System,1.0,,+5%
70461,Enhanced Emission Chamber,0.333,+8%,
70462,Retuned Photon Mirror,0.5,,+3%
70463,Retuned Beam Capacitor,0.667,+10%,
70464,Additional Diode Battery,0.25,,+2%
70465,Additional Output Coupler,0.167,+7%,
70466,Boosted Cooling System,0.25,,+2%
70467,Efficient Diode Battery,0.667,+10%,
70468,Boosted Cooling System,0.5,,+3%
70469,Additional Light Filter,0.0,+6%,
70470,Boosted Output Coupler,0.25,,+2%
70471,Efficient Output Coupler,1.0,,+5%
70472,Efficient Emission Chamber,0.0,+6%,
70473,Efficient Emission Chamber,0.5,,+3%
70474,Enhanced Emission Chamber,0.0,+6%,
70475,Additional Emission Chamber,0.25,,+2%
70476,Boosted Output Coupler,0.333,+8%,
70477,Boosted Light Filter,0.25,,+2%
70478,Boosted Cooling System,1.0,,+5%
70479,Additional Photon Mirror,1.0,+12%,
70480,Retuned Light Filter,0.5,,+3%
70481,Additional Light Filter,0.25,,+2%
70482,Additional Reflector Glass,0.25,,+2%
70483,Additional Beam Capacitor,0.0,+6%,
70484,Efficient Cooling System,0.5,+9%,
70485,Additional Output Coupler,0.167,+7%,
70486,Retuned Light Filter,0.5,+9%,
70487,Retuned Diode Battery,0.5,,+3%
70488,Enhanced Photon Mirror,0.0,+6%,
70489,Additional Beam Amplifier,0.167,+7%,
70490,Efficient Light Filter,1.0,,+5%
70491,Retuned Cooling System,0.5,+9%,
70492,Enhanced Photon Mirror,1.0,,+5%
70493,Efficient Beam Capacitor,0.25,,+2%
70494,Boosted Lens Optics,0.333,+8%,
70495,Additional Emission Chamber,0.0,+6%,
70496,Boosted Beam Amplifier,0.5,+9%,
70497,Retuned Diode Battery,0.5,,+3%
70498,Additional Diode Battery,0.0,+6%,
70499,Retuned Beam Capacitor,0.0,+6%,
70500,Efficient Reflector Glass,0.0,+6%,
70501,Efficient Photon Mirror,0.167,+7%,
70502,Enhanced Photon Mirror,0.25,,+2%
70503,Additional Output Coupler,0.0,+6%,
70504,Enhanced Beam Capacitor,0.0,+6%,
70505,Boosted Light Filter,0.833,+11%,
70506,Retuned Output Coupler,0.25,,+2%
70507,Enhanced Beam Capacitor,0.5,+9%,
70508,Boosted Beam Amplifier,0.25,,+2%
70509,Additional Beam Capacitor,0.25,,+2%
70510,Enhanced Beam Amplifier,1.0,,+5%
70511,Boosted Emission Chamber,0.833,+11%,
70512,Enhanced Emission Chamber,0.0,+6%,
70513,Enhanced Cooling System,0.333,+8%,
70514,Additional Reflector Glass,0.25,,+2%
70515,Retuned Lens Optics,1.0,,+5%
70516,Boosted Emission Chamber,0.25,,+2%
70517,Efficient Cooling System,0.0,+6%,
70518,Efficient Light Filter,1.0,+12%,
70519,Enhanced Lens Optics,0.833,+11%,
70520,Retuned Diode Battery,0.0,+6%,
70521,Additional Photon Mirror,0.25,,+2%
70522,Boosted Emission Chamber,0.0,+6%,
70523,Enhanced Reflector Glass,0.25,,+2%
70524,Retuned Diode Battery,0.167,+7%,
70525,Enhanced Cooling System,0.25,,+2%
70526,Retuned Light Filter,0.167,+7%,
70527,Boosted Light Filter,0.25,,+2%
70528,Additional Photon Mirror,0.5,+9%,
70529,Additional Reflector Glass,0.25,,+2%
70530,Enhanced Reflector Glass,0.167,+7%,
70531,Boosted Beam Amplifier,0.0,+6%,
70532,Additional Light Filter,1.0,,+5%
70533,Efficient Output Coupler,0.167,+7%,
70534,Additional Photon Mirror,0.25,,+2%
70535,Enhanced Photon Mirror,0.5,+9%,
70536,Retuned Reflector Glass,0.5,+9%,
70537,Enhanced Diode Battery,0.0,+6%,
70538,Boosted Lens Optics,0.333,+8%,
70539,Additional Beam Amplifier,0.25,,+2%
70540,Efficient Cooling System,0.5,,+3%
70541,Enhanced Output Coupler,0.667,+10%,
70542,Boosted Light Filter,0.167,+7%,
70543,Efficient Output Coupler,0.667,+10%,
70544,Efficient Diode Battery,0.25,,+2%
70545,Boosted Lens Optics,0.833,+11%,
70546,Efficient Output Coupler,0.25,,+2%
70547,Efficient Reflector Glass,0.25,,+2%
70548,Boosted Lens Optics,0.0,+6%,
70549,Boosted Light Filter,0.25,,+2%
70550,Efficient Beam Amplifier,0.25,,+2%
70551,Boosted Reflector Glass,0.333,+8%,
70552,Enhanced Diode Battery,0.0,+6%,
70553,Enhanced Diode Battery,0.25,,+2%
70554,Additional Light Filter,0.25,,+2%
70555,Additional Diode Battery,0.25,,+2%
70556,Boosted Beam Capacitor,1.0,,+5%
70557,Enhanced Photon Mirror,0.5,,+3%
70558,Boosted Beam Amplifier,0.5,,+3%
70559,Additional Beam Capacitor,0.75,,+4%
70560,Additional Diode Battery,0.167,+7%,
70561,Efficient Photon Mirror,0.333,+8%,
70562,Boosted Beam Capacitor,0.25,,+2%
70563,Additional Lens Optics,0.167,+7%,
70564,Enhanced Light Filter,0.667,+10%,
70565,Enhanced Reflector Glass,0.333,+8%,
70566,Additional Photon Mirror,0.0,+6%,
70567,Additional Lens Optics,0.167,+7%,
70568,Boosted Beam Capacitor,0.0,+6%,
70569,Retuned Reflector Glass,0.5,,+3%
70570,Enhanced Diode Battery,0.25,,+2%
70571,Retuned Lens Optics,0.25,,+2%
70572,Additional Lens Optics,0.5,,+3%
70573,Boosted Reflector Glass,0.333,+8%,
70574,Enhanced Beam Amplifier,0.0,+6%,
70575,Additional Emission Chamber,0.75,,+4%
70576,Enhanced Lens Optics,0.75,,+4%
70577,Enhanced Light Filter,0.5,,+3%
70578,Enhanced Reflector Glass,0.5,,+3%
70579,Additional Output Coupler,0.833,+11%,
70580,Enhanced Lens Optics,0.333,+8%,
70581,Efficient Beam Capacitor,1.0,+12%,
70582,Additional Emission Chamber,1.0,,+5%
70583,Boosted Output Coupler,0.167,+7%,
70584,Boosted Lens Optics,0.167,+7%,
70585,Enhanced Diode Battery,0.0,+6%,
70586,Enhanced Diode Battery,0.167,+7%,
70587,Retuned Diode Battery,0.5,,+3%
70588,Enhanced Beam Amplifier,0.25,,+2%
70589,Boosted Lens Optics,0.0,+6%,
70590,Retuned Output Coupler,0.25,,+2%
70591,Boosted Emission Chamber,0.0,+6%,
70592,Efficient Light Filter,0.5,,+3%
70593,Enhanced Cooling System,0.167,+7%,
70594,Efficient Lens Optics,0.5,,+3%
70595,Enhanced Output Coupler,0.0,+6%,
70596,Enhanced Photon Mirror,1.0,,+5%
70597,Efficient Beam Amplifier,0.667,+10%,
70598,Additional Output Coupler,0.25,,+2%
70599,Enhanced Diode Battery,0.333,+8%,
70600,Retuned Cooling System,0.5,,+3%
70601,Efficient Light Filter,0.5,+9%,
70602,Enhanced Reflector Glass,0.0,+6%,
70603,Enhanced Output Coupler,0.25,,+2%
70604,Boosted Reflector Glass,0.0,+6%,
70605,Enhanced Cooling System,1.0,,+5%
70606,Additional Diode Battery,0.25,,+2%
70607,Boosted Diode Battery,0.667,+10%,
70608,Retuned Photon Mirror,0.75,,+4%
70609,Efficient Beam Capacitor,0.667,+10%,
70610,Efficient Beam Capacitor,0.25,,+2%
70611,Enhanced Light Filter,0.0,+6%,
70612,Efficient Reflector Glass,0.167,+7%,
70613,Enhanced Reflector Glass,0.833,+11%,
70614,Efficient Beam Capacitor,0.167,+7%,
70615,Additional Cooling System,0.5,+9%,
70616,Efficient Light Filter,0.0,+6%,
70617,Boosted Emission Chamber,0.25,,+2%
70618,Enhanced Photon Mirror,0.25,,+2%
70619,Retuned Beam Capacitor,0.5,+9%,
70620,Enhanced Cooling System,0.167,+7%,
70621,Retuned Cooling System,0.333,+8%,
70622,Enhanced Output Coupler,0.75,,+4%
70623,Retuned Cooling System,0.333,+8%,
70624,Enhanced Cooling System,0.25,,+2%
70625,Retuned Beam Capacitor,0.5,+9%,
70626,Efficient Photon Mirror,0.25,,+2%
70627,Additional Emission Chamber,0.167,+7%,
70628,Additional Beam Capacitor,0.167,+7%,
70629,Retuned Output Coupler,0.0,+6%,
70630,Retuned Photon Mirror,0.25,,+2%
70631,Additional Beam Capacitor,0.0,+6%,
70632,Retuned Light Filter,0.75,,+4%
70633,Boosted Cooling System,0.167,+7%,
70634,Boosted Beam Amplifier,0.0,+6%,
70635,Efficient Beam Capacitor,0.5,,+3%
70636,Retuned Light Filter,0.25,,+2%
70637,Efficient Reflector Glass,0.0,+6%,
70638,Additional Beam Amplifier,0.25,,+2%
70639,Efficient Output Coupler,0.25,,+2%
70640,Retuned Reflector Glass,0.25,,+2%
70641,Boosted Beam Amplifier,0.833,+11%,
70642,Additional Light Filter,0.333,+8%,
70643,Additional Output Coupler,0.5,,+3%
70644,Additional Light Filter,0.25,,+2%
70645,Boosted Light Filter,0.75,,+4%
70646,Enhanced Photon Mirror,0.5,+9%,
70647,Enhanced Output Coupler,0.25,,+2%
70648,Retuned Lens Optics,1.0,,+5%
70649,Efficient Light Filter,0.667,+10%,
70650,Enhanced Lens Optics,0.667,+10%,
70651,Efficient Light Filter,1.0,,+5%
70652,Enhanced Beam Amplifier,0.167,+7%,
70653,Retuned Reflector Glass,0.667,+10%,
70654,Retuned Beam Capacitor,0.5,,+3%
70655,Enhanced Beam Capacitor,0.167,+7%,
70656,Enhanced Emission Chamber,0.25,,+2%
70657,Efficient Beam Amplifier,0.0,+6%,
70658,Efficient Emission Chamber,0.5,,+3%
70659,Efficient Beam Capacitor,1.0,,+5%
70660,Enhanced Beam Amplifier,0.333,+8%,
70661,Retuned Light Filter,0.167,+7%,
70662,Efficient Photon Mirror,0.75,,+4%
70663,Enhanced Photon Mirror,1.0,,+5%
70664,Boosted Diode Battery,0.25,,+2%
70665,Retuned Output Coupler,0.25,,+2%
70666,Retuned Lens Optics,0.25,,+2%
70667,Enhanced Cooling System,0.833,+11%,
70668,Efficient Beam Capacitor,0.0,+6%,
70669,Enhanced Emission Chamber,0.25,,+2%
70670,Efficient Beam Capacitor,0.25,,+2%
70671,Retuned Lens Optics,0.25,,+2%
70672,Efficient Reflector Glass,0.0,+6%,
70673,Retuned Diode Battery,0.833,+11%,
70674,Boosted Reflector Glass,0.333,+8%,
70675,Enhanced Beam Amplifier,0.667,+10%,
70676,Efficient Beam Capacitor,0.667,+10%,
70677,Additional Reflector Glass,0.667,+10%,
70678,Additional Emission Chamber,1.0,,+5%
70679,Additional Light Filter,0.25,,+2%
70680,Retuned Emission Chamber,0.25,,+2%
70681,Enhanced Output Coupler,0.75,,+4%
70682,Retuned Output Coupler,0.0,+6%,
70683,Retuned Lens Optics,0.0,+6%,
70684,Boosted Diode Battery,0.0,+6%,
70685,Efficient Output Coupler,0.0,+6%,
70686,Retuned Photon Mirror,0.167,+7%,
70687,Additional Diode Battery,0.25,,+2%
70688,Efficient Emission Chamber,0.833,+11%,
70689,Enhanced Beam Capacitor,0.0,+6%,
70690,Retuned Light Filter,0.0,+6%,
70691,Boosted Lens Optics,0.0,+6%,
70692,Efficient Diode Battery,0.833,+11%,
70693,Boosted Beam Amplifier,0.0,+6%,
70694,Enhanced Beam Capacitor,0.25,,+2%
70695,Enhanced Light Filter,0.75,,+4%
70696,Enhanced Beam Amplifier,1.0,,+5%
70697,Additional Light Filter,0.5,,+3%
70698,Efficient Light Filter,0.25,,+2%
70699,Efficient Diode Battery,0.0,+6%,
70700,Efficient Diode Battery,0.25,,+2%
70701,Additional Beam Capacitor,0.25,,+2%
70702,Enhanced Diode Battery,0.5,,+3%
70703,Retuned Light Filter,1.0,,+5%
70704,Efficient Beam Amplifier,0.25,,+2%
70705,Enhanced Beam Capacitor,1.0,,+5%
70706,Retuned Lens Optics,1.0,+12%,
70707,Enhanced Photon Mirror,0.25,,+2%
70708,Enhanced Beam Capacitor,0.0,+6%,
70709,Efficient Cooling System,0.0,+6%,
70710,Enhanced Output Coupler,0.5,,+3%
70711,Efficient Photon Mirror,0.0,+6%,
70712,Additional Diode Battery,0.5,,+3%
70713,Boosted Beam Amplifier,0.167,+7%,
70714,Boosted Output Coupler,0.667,+10%,
70715,Retuned Output Coupler,0.0,+6%,
70716,Retuned Light Filter,0.167,+7%,
70717,Enhanced Output Coupler,0.5,+9%,
70718,Retuned Photon Mirror,0.167,+7%,
70719,Enhanced Emission Chamber,1.0,+12%,
70720,Enhanced Reflector Glass,0.75,,+4%
70721,Additional Photon Mirror,0.5,+9%,
70722,Additional Beam Capacitor,0.333,+8%,
70723,Enhanced Cooling System,0.25,,+2%
70724,Enhanced Emission Chamber,0.5,,+3%
70725,Boosted Photon Mirror,0.75,,+4%
70726,Efficient Beam Capacitor,0.5,,+3%
70727,Efficient Beam Amplifier,0.333,+8%,
70728,Efficient Light Filter,0.0,+6%,
70729,Enhanced Output Coupler,0.0,+6%,
70730,Additional Reflector Glass,0.333,+8%,
70731,Additional Beam Capacitor,0.5,+9%,
70732,Efficient Cooling System,0.25,,+2%
70733,Retuned Emission Chamber,0.25,,+2%
70734,Additional Light Filter,1.0,,+5%
70735,Enhanced Emission Chamber,0.0,+6%,
70736,Enhanced Photon Mirror,0.5,+9%,
70737,Retuned Emission Chamber,0.0,+6%,
70738,Enhanced Reflector Glass,0.25,,+2%
70739,Additional Beam Amplifier,0.0,+6%,
70740,Retuned Output Coupler,0.0,+6%,
70741,Enhanced Lens Optics,0.25,,+2%
70742,Boosted Lens Optics,0.5,,+3%
70743,Retuned Light Filter,0.25,,+2%
70744,Efficient Photon Mirror,0.25,,+2%
70745,Enhanced Light Filter,0.0,+6%,
70746,Efficient Output Coupler,0.833,+11%,
70747,Enhanced Output Coupler,0.5,+9%,
70748,Boosted Light Filter,0.25,,+2%
70749,Efficient Cooling System,0.5,+9%,
70750,Enhanced Reflector Glass,0.5,,+3%
70751,Additional Diode Battery,0.25,,+2%
70752,Additional Output Coupler,0.25,,+2%
70753,Efficient Diode Battery,0.333,+8%,
70754,Additional Lens Optics,0.5,,+3%
70755,Efficient Beam Amplifier,0.0,+6%,
70756,Additional Reflector Glass,0.833,+11%,
70757,Additional Diode Battery,0.0,+6%,
70758,Additional Lens Optics,0.75,,+4%
70759,Additional Light Filter,0.0,+6%,
70760,Additional Beam Capacitor,0.0,+6%,
70761,Efficient Lens Optics,0.25,,+2%
70762,Boosted Emission Chamber,0.25,,+2%
70763,Additional Emission Chamber,0.5,,+3%
70764,Efficient Emission Chamber,0.333,+8%,
70765,Retuned Diode Battery,0.25,,+2%
70766,Retuned Beam Amplifier,0.167,+7%,
70767,Retuned Cooling System,0.5,+9%,
70768,Boosted Cooling System,1.0,,+5%
70769,Retuned Emission Chamber,1.0,,+5%
70770,Retuned Cooling System,0.0,+6%,
70771,Efficient Light Filter,0.5,,+3%
70772,Additional Lens Optics,0.25,,+2%
70773,Boosted Beam Amplifier,1.0,,+5%
70774,Boosted Emission Chamber,0.0,+6%,
70775,Additional Beam Amplifier,0.167,+7%,
70776,Efficient Lens Optics,0.167,+7%,
70777,Efficient Cooling System,1.0,,+5%
70778,Additional Beam Amplifier,0.25,,+2%
70779,Retuned Beam Amplifier,0.25,,+2%
70780,Retuned Photon Mirror,0.0,+6%,
70781,Additional Beam Capacitor,0.25,,+2%
70782,Retuned Lens Optics,0.167,+7%,
70783,Efficient Reflector Glass,0.0,+6%,
70784,Boosted Beam Amplifier,0.25,,+2%
70785,Retuned Cooling System,0.167,+7%,
70786,Additional Cooling System,0.5,+9%,
70787,Efficient Beam Capacitor,0.833,+11%,
70788,Efficient Lens Optics,1.0,,+5%
70789,Retuned Beam Capacitor,0.0,+6%,
70790,Additional Lens Optics,0.0,+6%,
70791,Boosted Beam Amplifier,0.75,,+4%
70792,Retuned Light Filter,0.25,,+2%
70793,Additional Output Coupler,0.25,,+2%
70794,Efficient Light Filter,0.167,+7%,
70795,Additional Beam Capacitor,0.5,,+3%
70796,Efficient Light Filter,0.25,,+2%
70797,Efficient Emission Chamber,0.25,,+2%
70798,Additional Lens Optics,0.75,,+4%
70799,Enhanced Cooling System,0.0,+6%,
70800,Enhanced Beam Amplifier,0.25,,+2%
70801,Enhanced Lens Optics,0.25,,+2%
70802,Efficient Lens Optics,0.25,,+2%
70803,Retuned Light Filter,0.5,,+3%
70804,Retuned Emission Chamber,1.0,,+5%
70805,Enhanced Reflector Glass,0.25,,+2%
70806,Retuned Beam Capacitor,0.25,,+2%
70807,Enhanced Reflector Glass,0.25,,+2%
70808,Enhanced Reflector Glass,0.0,+6%,
70809,Retuned Cooling System,0.25,,+2%
70810,Efficient Beam Capacitor,0.5,,+3%
70811,Additional Photon Mirror,0.5,+9%,
70812,Efficient Diode Battery,0.0,+6%,
70813,Boosted Lens Optics,0.5,,+3%
70814,Additional Reflector Glass,0.667,+10%,
70815,Boosted Emission Chamber,0.667,+10%,
70816,Retuned Lens Optics,0.833,+11%,
70817,Retuned Photon Mirror,1.0,,+5%
70818,Retuned Diode Battery,0.25,,+2%
70819,Boosted Light Filter,0.25,,+2%
70820,Additional Light Filter,0.0,+6%,
70821,Boosted Lens Optics,0.0,+6%,
70822,Boosted Reflector Glass,0.167,+7%,
70823,Additional Beam Amplifier,0.167,+7%,
70824,Efficient Photon Mirror,0.5,,+3%
70825,Retuned Output Coupler,0.25,,+2%
70826,Additional Reflector Glass,0.0,+6%,
70827,Efficient Output Coupler,0.25,,+2%
70828,Additional Beam Amplifier,0.5,+9%,
70829,Boosted Reflector Glass,0.75,,+4%
70830,Additional Diode Battery,0.25,,+2%
70831,Additional Emission Chamber,1.0,,+5%
70832,Efficient Reflector Glass,0.833,+11%,
70833,Enhanced Reflector Glass,0.167,+7%,
70834,Retuned Beam Capacitor,0.333,+8%,
70835,Additional Diode Battery,0.0,+6%,
70836,Boosted Beam Capacitor,0.0,+6%,
70837,Retuned Lens Optics,0.5,+9%,
70838,Retuned Light Filter,0.833,+11%,
70839,Additional Cooling System,0.25,,+2%
70840,Boosted Emission Chamber,0.167,+7%,
70841,Efficient Light Filter,1.0,,+5%
70842,Efficient Diode Battery,1.0,,+5%
70843,Additional Lens Optics,0.0,+6%,
70844,Enhanced Lens Optics,0.25,,+2%
70845,Retuned Diode Battery,0.333,+8%,
70846,Boosted Reflector Glass,0.167,+7%,
70847,Boosted Photon Mirror,1.0,,+5%
70848,Enhanced Output Coupler,0.167,+7%,
70849,Additional Emission Chamber,0.0,+6%,
70850,Enhanced Emission Chamber,0.5,+9%,
70851,Additional Lens Optics,0.25,,+2%
70852,Enhanced Emission Chamber,0.333,+8%,
70853,Retuned Cooling System,1.0,+12%,
70854,Additional Beam Amplifier,0.167,+7%,
70855,Additional Reflector Glass,0.833,+11%,
70856,Efficient Output Coupler,0.75,,+4%
70857,Enhanced Lens Optics,0.167,+7%,
70858,Retuned Cooling System,0.5,+9%,
70859,Retuned Beam Capacitor,0.0,+6%,
70860,Retuned Lens Optics,0.25,,+2%
70861,Boosted Output Coupler,0.25,,+2%
70862,Enhanced Lens Optics,0.25,,+2%
70863,Efficient Beam Amplifier,1.0,,+5%
70864,Boosted Emission Chamber,1.0,,+5%
70865,Retuned Output Coupler,0.75,,+4%
70866,Retuned Output Coupler,0.25,,+2%
70867,Retuned Cooling System,0.75,,+4%
70868,Enhanced Output Coupler,0.833,+11%,
70869,Boosted Reflector Glass,0.333,+8%,
70870,Additional Lens Optics,0.667,+10%,
70871,Efficient Light Filter,0.0,+6%,
70872,Efficient Photon Mirror,0.5,,+3%
70873,Additional Output Coupler,0.0,+6%,
70874,Boosted Lens Optics,0.5,,+3%
70875,Additional Diode Battery,0.5,+9%,
70876,Boosted Diode Battery,0.833,+11%,
70877,Additional Cooling System,0.0,+6%,
70878,Boosted Reflector Glass,1.0,,+5%
70879,Efficient Beam Capacitor,1.0,,+5%
70880,Enhanced Output Coupler,0.25,,+2%
70881,Efficient Emission Chamber,0.0,+6%,
70882,Enhanced Output Coupler,0.5,,+3%
70883,Efficient Output Coupler,0.167,+7%,
70884,Boosted Output Coupler,0.5,,+3%
70885,Additional Light Filter,0.0,+6%,
70886,Efficient Output Coupler,0.5,+9%,
70887,Enhanced Output Coupler,1.0,+12%,
70888,Boosted Emission Chamber,0.25,,+2%
70889,Retuned Photon Mirror,0.25,,+2%
70890,Retuned Light Filter,0.667,+10%,
70891,Additional Lens Optics,0.667,+10%,
70892,Retuned Photon Mirror,0.5,,+3%
70893,Enhanced Emission Chamber,0.0,+6%,
70894,Efficient Beam Amplifier,0.167,+7%,
70895,Efficient Emission Chamber,0.0,+6%,
70896,Additional Diode Battery,0.25,,+2%
70897,Additional Photon Mirror,1.0,,+5%
70898,Additional Light Filter,1.0,,+5%
70899,Enhanced Diode Battery,0.667,+10%,
70900,Boosted Output Coupler,0.0,+6%,
70901,Additional Diode Battery,0.25,,+2%
70902,Retuned Emission Chamber,0.5,,+3%
70903,Boosted Output Coupler,0.25,,+2%
70904,Retuned Lens Optics,0.333,+8%,
70905,Additional Reflector Glass,0.25,,+2%
70906,Efficient Emission Chamber,0.25,,+2%
70907,Retuned Beam Amplifier,0.0,+6%,
70908,Enhanced Cooling System,0.0,+6%,
70909,Retuned Reflector Glass,0.5,+9%,
70910,Enhanced Cooling System,0.75,,+4%
70911,Enhanced Emission Chamber,0.0,+6%,
70912,Efficient Reflector Glass,0.833,+11%,
70913,Efficient Beam Amplifier,0.25,,+2%
70914,Boosted Output Coupler,0.5,,+3%
70915,Efficient Diode Battery,0.5,,+3%
