Seed	Name	Perfection	Ship_Hyperdrive_JumpDistance
71539	Threaded Lobe Actuator	0.12	56 ly
71540	Fragile Memory Calculus	0.76	88 ly
71541	Fragile Bio-Reality Generator	0.24	62 ly
71542	Moistened Bio-Reality Generator	0.64	82 ly
71543	Moistened Bio-Reality Generator	0.84	92 ly
71544	Moistened Neural Matrix	0.0	50 ly
71545	Moistened Sensory Veil	0.14	57 ly
71546	Gooey Lobes	0.0	50 ly
71547	Threaded Cluster Stem	0.24	62 ly
71548	Gooey Hive Stem	0.38	69 ly
71549	Moistened Cluster Stem	0.88	94 ly
71550	Fragile Lobes	0.06	53 ly
71551	Fragile Emotal Core	0.48	74 ly
71552	Moistened Emotal Core	0.0	50 ly
71553	Moistened Neural Matrix	0.36	68 ly
71554	Moistened Emotal Core	0.04	52 ly
71555	Moistened Lobes	0.96	98 ly
71556	Moistened Emotal Core	0.02	51 ly
71557	Threaded Hive Stem	0.44	72 ly
71558	Fragile Neural Matrix	0.98	99 ly
71559	Fragile Neural Matrix	0.4	70 ly
71560	Threaded Emotal Core	0.26	63 ly
71561	Gooey Cluster Stem	0.6	80 ly
71562	Gooey Lobe Actuator	0.78	89 ly
71563	Fragile Sensory Veil	0.02	51 ly
71564	Fragile Sensory Veil	0.08	54 ly
71565	Threaded Emotal Core	0.74	87 ly
71566	Gooey Emotal Core	0.02	51 ly
71567	Clammy Lobe Actuator	0.3	65 ly
71568	Gooey Lobes	0.26	63 ly
71569	Moistened Hive Stem	0.74	87 ly
71570	Gooey Bio-Reality Generator	0.14	57 ly
71571	Gooey Sensory Veil	0.28	64 ly
71572	Gooey Hive Stem	0.48	74 ly
71573	Gooey Stellar Processor	0.04	52 ly
71574	Clammy Cluster Stem	0.0	50 ly
71575	Gooey Cluster Stem	0.34	67 ly
71576	Threaded Neural Matrix	0.82	91 ly
71577	Threaded Hive Stem	0.02	51 ly
71578	Threaded Memory Calculus	0.48	74 ly
71579	Threaded Lobes	0.32	66 ly
71580	Fragile Sensory Veil	0.64	82 ly
71581	Fragile Bio-Reality Generator	0.94	97 ly
71582	Moistened Memory Calculus	0.34	67 ly
71583	Clammy Bio-Reality Generator	0.54	77 ly
71584	Moistened Cluster Stem	0.0	50 ly
71585	Gooey Cluster Stem	0.12	56 ly
71586	Moistened Cluster Stem	0.24	62 ly
71587	Fragile Bio-Reality Generator	1.0	100 ly
71588	Fragile Memory Calculus	0.54	77 ly
71589	Threaded Lobe Actuator	0.24	62 ly
71590	Gooey Hive Stem	0.0	50 ly
71591	Threaded Emotal Core	0.08	54 ly
71592	Fragile Lobe Actuator	0.5	75 ly
71593	Clammy Stellar Processor	0.0	50 ly
71594	Moistened Bio-Reality Generator	0.18	59 ly
71595	Threaded Lobe Actuator	0.04	52 ly
71596	Fragile Cluster Stem	0.68	84 ly
71597	Threaded Hive Stem	0.94	97 ly
71598	Fragile Hive Stem	0.58	79 ly
71599	Gooey Cluster Stem	0.38	69 ly
71600	Fragile Lobes	0.06	53 ly
71601	Fragile Neural Matrix	0.16	58 ly
71602	Threaded Memory Calculus	0.24	62 ly
71603	Moistened Memory Calculus	0.04	52 ly
71604	Moistened Emotal Core	0.68	84 ly
71605	Moistened Bio-Reality Generator	0.0	50 ly
71606	Gooey Bio-Reality Generator	0.3	65 ly
71607	Threaded Neural Matrix	0.66	83 ly
71608	Moistened Emotal Core	0.58	79 ly
71609	Moistened Hive Stem	0.14	57 ly
71610	Threaded Lobes	0.2	60 ly
71611	Moistened Lobes	0.72	86 ly
71612	Gooey Sensory Veil	0.04	52 ly
71613	Threaded Sensory Veil	0.0	50 ly
71614	Moistened Memory Calculus	0.06	53 ly
71615	Moistened Sensory Veil	0.46	73 ly
71616	Clammy Lobes	0.06	53 ly
71617	Moistened Stellar Processor	0.18	59 ly
71618	Threaded Emotal Core	0.78	89 ly
71619	Clammy Emotal Core	0.02	51 ly
71620	Moistened Hive Stem	0.24	62 ly
71621	Gooey Lobes	0.66	83 ly
71622	Moistened Emotal Core	0.46	73 ly
71623	Fragile Emotal Core	0.0	50 ly
71624	Fragile Lobes	0.02	51 ly
71625	Clammy Lobes	0.34	67 ly
71626	Threaded Hive Stem	0.78	89 ly
71627	Threaded Neural Matrix	0.34	67 ly
71628	Gooey Sensory Veil	0.2	60 ly
71629	Threaded Hive Stem	0.6	80 ly
71630	Gooey Hive Stem	0.28	64 ly
71631	Moistened Memory Calculus	0.54	77 ly
71632	Gooey Sensory Veil	0.14	57 ly
71633	Moistened Lobe Actuator	0.58	79 ly
71634	Gooey Hive Stem	0.02	51 ly
71635	Fragile Sensory Veil	0.48	74 ly
71636	Gooey Memory Calculus	0.02	51 ly
71637	Moistened Lobes	0.02	51 ly
71638	Gooey Memory Calculus	0.68	84 ly
71639	Gooey Sensory Veil	0.78	89 ly
71640	Clammy Stellar Processor	0.08	54 ly
71641	Threaded Sensory Veil	0.5	75 ly
71642	Fragile Sensory Veil	0.54	77 ly
71643	Moistened Neural Matrix	0.52	76 ly
71644	Fragile Hive Stem	0.14	57 ly
71645	Clammy Cluster Stem	0.0	50 ly
71646	Clammy Lobe Actuator	0.56	78 ly
71647	Moistened Stellar Processor	0.46	73 ly
71648	Moistened Neural Matrix	0.38	69 ly
71649	Gooey Sensory Veil	0.38	69 ly
71650	Gooey Neural Matrix	0.02	51 ly
71651	Clammy Stellar Processor	0.02	51 ly
71652	Moistened Sensory Veil	0.76	88 ly
71653	Clammy Cluster Stem	0.52	76 ly
71654	Fragile Stellar Processor	0.0	50 ly
71655	Moistened Cluster Stem	0.86	93 ly
71656	Fragile Lobe Actuator	0.18	59 ly
71657	Gooey Hive Stem	0.7	85 ly
71658	Threaded Lobes	0.78	89 ly
71659	Threaded Stellar Processor	0.02	51 ly
71660	Gooey Bio-Reality Generator	0.26	63 ly
71661	Fragile Hive Stem	0.02	51 ly
71662	Fragile Bio-Reality Generator	0.34	67 ly
71663	Fragile Lobes	0.8	90 ly
71664	Gooey Lobes	0.78	89 ly
71665	Gooey Stellar Processor	0.36	68 ly
71666	Clammy Lobes	0.86	93 ly
71667	Clammy Bio-Reality Generator	0.28	64 ly
71668	Moistened Hive Stem	0.04	52 ly
71669	Threaded Cluster Stem	0.08	54 ly
71670	Gooey Sensory Veil	0.56	78 ly
71671	Clammy Neural Matrix	0.1	55 ly
71672	Fragile Memory Calculus	0.4	70 ly
71673	Fragile Neural Matrix	0.1	55 ly
71674	Fragile Bio-Reality Generator	0.16	58 ly
71675	Gooey Stellar Processor	0.86	93 ly
71676	Threaded Memory Calculus	0.8	90 ly
71677	Clammy Lobe Actuator	0.74	87 ly
71678	Clammy Bio-Reality Generator	0.7	85 ly
71679	Gooey Cluster Stem	0.02	51 ly
71680	Fragile Emotal Core	0.56	78 ly
71681	Gooey Emotal Core	0.92	96 ly
71682	Threaded Neural Matrix	0.68	84 ly
71683	Threaded Hive Stem	0.94	97 ly
71684	Clammy Cluster Stem	0.38	69 ly
71685	Threaded Emotal Core	0.18	59 ly
71686	Gooey Memory Calculus	0.04	52 ly
71687	Moistened Lobe Actuator	0.08	54 ly
71688	Gooey Lobes	0.82	91 ly
71689	Fragile Neural Matrix	0.72	86 ly
71690	Threaded Emotal Core	0.06	53 ly
71691	Gooey Emotal Core	0.56	78 ly
71692	Gooey Memory Calculus	0.04	52 ly
71693	Fragile Cluster Stem	0.02	51 ly
71694	Gooey Hive Stem	0.0	50 ly
71695	Gooey Memory Calculus	0.02	51 ly
71696	Clammy Lobe Actuator	0.02	51 ly
71697	Gooey Lobe Actuator	0.66	83 ly
71698	Threaded Cluster Stem	0.1	55 ly
71699	Clammy Emotal Core	0.12	56 ly
71700	Gooey Stellar Processor	0.04	52 ly
71701	Moistened Emotal Core	0.22	61 ly
71702	Clammy Sensory Veil	0.04	52 ly
71703	Moistened Hive Stem	0.02	51 ly
71704	Moistened Lobes	0.2	60 ly
71705	Moistened Bio-Reality Generator	0.08	54 ly
71706	Gooey Cluster Stem	0.02	51 ly
71707	Fragile Neural Matrix	0.06	53 ly
71708	Threaded Bio-Reality Generator	0.34	67 ly
71709	Threaded Sensory Veil	0.02	51 ly
71710	Gooey Hive Stem	0.18	59 ly
71711	Gooey Sensory Veil	0.0	50 ly
71712	Clammy Cluster Stem	0.64	82 ly
71713	Clammy Sensory Veil	0.84	92 ly
71714	Gooey Lobes	0.52	76 ly
71715	Clammy Bio-Reality Generator	0.54	77 ly
71716	Fragile Lobes	0.0	50 ly
71717	Moistened Sensory Veil	0.68	84 ly
71718	Moistened Bio-Reality Generator	0.04	52 ly
71719	Moistened Bio-Reality Generator	0.42	71 ly
71720	Clammy Emotal Core	0.16	58 ly
71721	Threaded Lobe Actuator	0.6	80 ly
71722	Threaded Memory Calculus	0.32	66 ly
71723	Fragile Hive Stem	0.1	55 ly
71724	Moistened Lobes	0.48	74 ly
71725	Fragile Sensory Veil	0.64	82 ly
71726	Gooey Sensory Veil	0.0	50 ly
71727	Threaded Emotal Core	0.28	64 ly
71728	Threaded Bio-Reality Generator	0.94	97 ly
71729	Moistened Memory Calculus	0.28	64 ly
71730	Clammy Lobe Actuator	0.44	72 ly
71731	Fragile Memory Calculus	0.3	65 ly
71732	Gooey Emotal Core	0.88	94 ly
71733	Clammy Stellar Processor	0.78	89 ly
71734	Threaded Neural Matrix	0.14	57 ly
71735	Moistened Sensory Veil	0.8	90 ly
71736	Fragile Memory Calculus	0.16	58 ly
71737	Fragile Cluster Stem	0.72	86 ly
71738	Fragile Bio-Reality Generator	0.02	51 ly
71739	Threaded Neural Matrix	0.34	67 ly
71740	Moistened Memory Calculus	0.06	53 ly
71741	Gooey Memory Calculus	0.08	54 ly
71742	Threaded Sensory Veil	0.04	52 ly
71743	Threaded Bio-Reality Generator	0.7	85 ly
71744	Gooey Emotal Core	0.04	52 ly
71745	Moistened Stellar Processor	0.16	58 ly
71746	Moistened Emotal Core	0.3	65 ly
71747	Moistened Stellar Processor	0.0	50 ly
71748	Moistened Emotal Core	0.64	82 ly
71749	Fragile Memory Calculus	0.0	50 ly
71750	Moistened Neural Matrix	0.54	77 ly
71751	Threaded Lobes	0.76	88 ly
71752	Moistened Emotal Core	0.44	72 ly
71753	Moistened Neural Matrix	0.02	51 ly
71754	Clammy Stellar Processor	0.32	66 ly
71755	Threaded Memory Calculus	0.68	84 ly
71756	Threaded Hive Stem	0.34	67 ly
71757	Clammy Sensory Veil	0.14	57 ly
71758	Threaded Lobe Actuator	0.0	50 ly
71759	Threaded Stellar Processor	0.28	64 ly
71760	Fragile Memory Calculus	0.46	73 ly
71761	Gooey Lobe Actuator	0.02	51 ly
71762	Fragile Sensory Veil	0.52	76 ly
71763	Moistened Emotal Core	0.02	51 ly
71764	Gooey Neural Matrix	0.82	91 ly
71765	Threaded Hive Stem	0.14	57 ly
71766	Clammy Emotal Core	0.36	68 ly
71767	Fragile Lobe Actuator	0.48	74 ly
71768	Moistened Sensory Veil	0.02	51 ly
71769	Clammy Memory Calculus	0.26	63 ly
71770	Clammy Hive Stem	0.64	82 ly
71771	Fragile Cluster Stem	0.58	79 ly
71772	Threaded Lobe Actuator	0.04	52 ly
71773	Threaded Memory Calculus	0.16	58 ly
71774	Fragile Lobe Actuator	0.36	68 ly
71775	Clammy Stellar Processor	0.28	64 ly
71776	Threaded Hive Stem	0.0	50 ly
71777	Moistened Neural Matrix	0.2	60 ly
71778	Threaded Neural Matrix	0.02	51 ly
71779	Fragile Emotal Core	0.3	65 ly
71780	Gooey Hive Stem	0.62	81 ly
71781	Gooey Emotal Core	0.76	88 ly
71782	Clammy Bio-Reality Generator	0.76	88 ly
71783	Threaded Neural Matrix	0.72	86 ly
71784	Fragile Lobes	0.76	88 ly
71785	Clammy Cluster Stem	0.12	56 ly
71786	Clammy Stellar Processor	0.36	68 ly
71787	Fragile Lobes	0.82	91 ly
71788	Moistened Bio-Reality Generator	0.12	56 ly
71789	Moistened Neural Matrix	0.02	51 ly
71790	Moistened Neural Matrix	0.02	51 ly
71791	Gooey Neural Matrix	0.28	64 ly
71792	Fragile Sensory Veil	0.0	50 ly
71793	Threaded Sensory Veil	0.12	56 ly
71794	Clammy Hive Stem	0.3	65 ly
71795	Clammy Neural Matrix	0.42	71 ly
71796	Fragile Lobes	0.42	71 ly
71797	Moistened Emotal Core	0.18	59 ly
71798	Gooey Stellar Processor	0.66	83 ly
71799	Gooey Cluster Stem	0.02	51 ly
71800	Moistened Bio-Reality Generator	0.98	99 ly
71801	Gooey Hive Stem	0.98	99 ly
71802	Threaded Memory Calculus	1.0	100 ly
71803	Threaded Neural Matrix	0.12	56 ly
71804	Moistened Sensory Veil	0.9	95 ly
71805	Threaded Cluster Stem	0.64	82 ly
71806	Threaded Cluster Stem	0.34	67 ly
71807	Fragile Stellar Processor	0.56	78 ly
71808	Fragile Lobes	0.08	54 ly
71809	Clammy Memory Calculus	0.02	51 ly
71810	Gooey Sensory Veil	0.14	57 ly
71811	Fragile Stellar Processor	0.68	84 ly
71812	Threaded Lobe Actuator	0.2	60 ly
71813	Moistened Stellar Processor	0.48	74 ly
71814	Threaded Emotal Core	0.06	53 ly
71815	Moistened Neural Matrix	0.4	70 ly
71816	Moistened Lobe Actuator	0.94	97 ly
71817	Clammy Hive Stem	0.2	60 ly
71818	Fragile Sensory Veil	0.4	70 ly
71819	Fragile Emotal Core	0.88	94 ly
71820	Moistened Memory Calculus	0.04	52 ly
71821	Fragile Cluster Stem	0.68	84 ly
71822	Threaded Hive Stem	0.76	88 ly
71823	Fragile Sensory Veil	0.12	56 ly
71824	Clammy Bio-Reality Generator	0.42	71 ly
71825	Threaded Lobes	0.02	51 ly
71826	Fragile Emotal Core	0.9	95 ly
71827	Gooey Neural Matrix	0.2	60 ly
71828	Gooey Bio-Reality Generator	0.26	63 ly
71829	Moistened Emotal Core	0.06	53 ly
71830	Moistened Cluster Stem	0.56	78 ly
71831	Threaded Neural Matrix	0.04	52 ly
71832	Fragile Lobe Actuator	0.62	81 ly
71833	Fragile Stellar Processor	0.92	96 ly
71834	Fragile Emotal Core	0.22	61 ly
71835	Moistened Neural Matrix	0.06	53 ly
71836	Gooey Bio-Reality Generator	0.02	51 ly
71837	Clammy Neural Matrix	0.2	60 ly
71838	Gooey Stellar Processor	0.58	79 ly
71839	Fragile Stellar Processor	0.18	59 ly
71840	Clammy Emotal Core	0.52	76 ly
71841	Moistened Hive Stem	0.36	68 ly
71842	Moistened Hive Stem	0.74	87 ly
71843	Gooey Stellar Processor	0.0	50 ly
71844	Threaded Memory Calculus	0.14	57 ly
71845	Clammy Lobes	0.6	80 ly
71846	Moistened Sensory Veil	0.56	78 ly
71847	Fragile Cluster Stem	0.94	97 ly
71848	Moistened Neural Matrix	0.46	73 ly
71849	Gooey Emotal Core	0.1	55 ly
71850	Clammy Bio-Reality Generator	0.2	60 ly
71851	Fragile Cluster Stem	0.36	68 ly
71852	Fragile Cluster Stem	0.0	50 ly
71853	Fragile Hive Stem	0.96	98 ly
71854	Fragile Stellar Processor	0.0	50 ly
71855	Threaded Lobes	0.42	71 ly
71856	Moistened Lobe Actuator	0.2	60 ly
71857	Moistened Neural Matrix	0.9	95 ly
71858	Threaded Lobe Actuator	0.24	62 ly
71859	Clammy Stellar Processor	0.2	60 ly
71860	Gooey Hive Stem	0.76	88 ly
71861	Clammy Sensory Veil	0.56	78 ly
71862	Threaded Lobes	0.06	53 ly
71863	Threaded Hive Stem	0.04	52 ly
71864	Fragile Emotal Core	0.14	57 ly
71865	Moistened Memory Calculus	0.32	66 ly
71866	Gooey Memory Calculus	0.04	52 ly
71867	Clammy Bio-Reality Generator	0.2	60 ly
71868	Fragile Emotal Core	0.04	52 ly
71869	Clammy Lobes	0.22	61 ly
71870	Threaded Lobes	0.26	63 ly
71871	Moistened Hive Stem	0.42	71 ly
71872	Fragile Hive Stem	0.42	71 ly
71873	Threaded Hive Stem	0.52	76 ly
71874	Threaded Cluster Stem	0.58	79 ly
71875	Gooey Hive Stem	0.66	83 ly
71876	Threaded Emotal Core	0.04	52 ly
71877	Moistened Lobes	0.06	53 ly
71878	Gooey Sensory Veil	0.48	74 ly
71879	Fragile Stellar Processor	0.02	51 ly
71880	Fragile Memory Calculus	0.8	90 ly
71881	Fragile Hive Stem	0.82	91 ly
71882	Fragile Lobe Actuator	0.68	84 ly
71883	Gooey Emotal Core	0.68	84 ly
71884	Fragile Lobe Actuator	0.0	50 ly
71885	Moistened Cluster Stem	0.26	63 ly
71886	Gooey Bio-Reality Generator	0.96	98 ly
71887	Moistened Neural Matrix	0.64	82 ly
71888	Threaded Cluster Stem	0.36	68 ly
71889	Fragile Sensory Veil	0.86	93 ly
71890	Fragile Neural Matrix	0.84	92 ly
71891	Threaded Memory Calculus	0.26	63 ly
71892	Clammy Hive Stem	0.3	65 ly
71893	Fragile Memory Calculus	0.72	86 ly
71894	Clammy Memory Calculus	0.04	52 ly
71895	Fragile Sensory Veil	0.08	54 ly
71896	Gooey Cluster Stem	0.46	73 ly
71897	Moistened Hive Stem	0.06	53 ly
71898	Threaded Emotal Core	0.08	54 ly
71899	Gooey Bio-Reality Generator	0.16	58 ly
71900	Gooey Lobes	0.66	83 ly
71901	Clammy Hive Stem	0.54	77 ly
71902	Moistened Bio-Reality Generator	0.08	54 ly
71903	Threaded Cluster Stem	0.86	93 ly
71904	Moistened Neural Matrix	0.36	68 ly
71905	Gooey Emotal Core	0.66	83 ly
71906	Fragile Lobes	0.12	56 ly
71907	Clammy Sensory Veil	0.24	62 ly
71908	Threaded Lobe Actuator	0.0	50 ly
71909	Moistened Emotal Core	0.96	98 ly
71910	Fragile Neural Matrix	0.04	52 ly
71911	Fragile Stellar Processor	0.26	63 ly
71912	Clammy Neural Matrix	0.2	60 ly
71913	Fragile Neural Matrix	0.0	50 ly
71914	Clammy Cluster Stem	0.96	98 ly
71915	Fragile Emotal Core	0.94	97 ly
71916	Threaded Hive Stem	0.16	58 ly
71917	Gooey Sensory Veil	0.66	83 ly
71918	Fragile Sensory Veil	0.0	50 ly
71919	Moistened Emotal Core	0.82	91 ly
71920	Clammy Emotal Core	0.06	53 ly
71921	Fragile Lobes	0.96	98 ly
71922	Gooey Neural Matrix	0.08	54 ly
71923	Moistened Stellar Processor	0.0	50 ly
71924	Fragile Cluster Stem	0.08	54 ly
71925	Clammy Lobes	0.02	51 ly
71926	Threaded Memory Calculus	0.6	80 ly
71927	Clammy Emotal Core	0.0	50 ly
71928	Gooey Lobes	0.52	76 ly
71929	Moistened Hive Stem	0.38	69 ly
71930	Gooey Bio-Reality Generator	0.2	60 ly
71931	Moistened Lobes	0.6	80 ly
71932	Threaded Cluster Stem	0.42	71 ly
71933	Fragile Lobe Actuator	0.02	51 ly
71934	Fragile Memory Calculus	0.18	59 ly
71935	Moistened Neural Matrix	0.16	58 ly
71936	Fragile Sensory Veil	0.8	90 ly
71937	Gooey Lobes	0.9	95 ly
71938	Threaded Memory Calculus	0.02	51 ly
71939	Clammy Emotal Core	0.98	99 ly
71940	Fragile Lobes	0.02	51 ly
71941	Gooey Sensory Veil	0.28	64 ly
71942	Fragile Cluster Stem	0.14	57 ly
71943	Clammy Lobes	0.06	53 ly
71944	Moistened Neural Matrix	0.18	59 ly
71945	Fragile Emotal Core	0.14	57 ly
71946	Clammy Memory Calculus	0.28	64 ly
71947	Gooey Cluster Stem	0.24	62 ly
71948	Gooey Cluster Stem	0.62	81 ly
71949	Fragile Neural Matrix	0.36	68 ly
71950	Fragile Emotal Core	0.94	97 ly
71951	Clammy Neural Matrix	0.08	54 ly
71952	Fragile Cluster Stem	0.18	59 ly
71953	Clammy Stellar Processor	0.58	79 ly
71954	Clammy Memory Calculus	0.56	78 ly
71955	Fragile Stellar Processor	0.42	71 ly
71956	Moistened Stellar Processor	0.06	53 ly
71957	Moistened Stellar Processor	0.04	52 ly
71958	Moistened Cluster Stem	0.62	81 ly
71959	Clammy Sensory Veil	0.18	59 ly
71960	Fragile Cluster Stem	0.18	59 ly
71961	Clammy Cluster Stem	0.12	56 ly
71962	Threaded Lobe Actuator	0.4	70 ly
71963	Moistened Neural Matrix	0.02	51 ly
71964	Clammy Lobes	0.18	59 ly
71965	Threaded Emotal Core	0.38	69 ly
71966	Threaded Sensory Veil	0.64	82 ly
71967	Moistened Stellar Processor	0.4	70 ly
71968	Fragile Stellar Processor	0.86	93 ly
71969	Threaded Stellar Processor	0.78	89 ly
71970	Clammy Sensory Veil	0.06	53 ly
71971	Gooey Hive Stem	0.0	50 ly
71972	Clammy Cluster Stem	0.7	85 ly
71973	Fragile Emotal Core	0.08	54 ly
71974	Clammy Sensory Veil	0.62	81 ly
71975	Gooey Lobe Actuator	0.32	66 ly
71976	Clammy Stellar Processor	0.82	91 ly
71977	Clammy Stellar Processor	0.4	70 ly
71978	Gooey Lobe Actuator	0.42	71 ly
71979	Moistened Lobes	0.74	87 ly
71980	Fragile Lobe Actuator	0.26	63 ly
71981	Moistened Emotal Core	0.24	62 ly
71982	Moistened Neural Matrix	0.08	54 ly
71983	Gooey Memory Calculus	0.24	62 ly
71984	Threaded Memory Calculus	0.04	52 ly
71985	Fragile Lobes	0.08	54 ly
71986	Clammy Cluster Stem	0.04	52 ly
71987	Threaded Neural Matrix	0.04	52 ly
71988	Fragile Lobe Actuator	0.8	90 ly
71989	Gooey Memory Calculus	0.04	52 ly
71990	Threaded Bio-Reality Generator	0.74	87 ly
71991	Threaded Lobe Actuator	0.02	51 ly
71992	Moistened Lobe Actuator	0.06	53 ly
71993	Clammy Lobe Actuator	0.34	67 ly
71994	Gooey Lobe Actuator	0.02	51 ly
71995	Gooey Bio-Reality Generator	0.58	79 ly
71996	Clammy Lobes	0.88	94 ly
71997	Threaded Lobe Actuator	0.94	97 ly
71998	Moistened Stellar Processor	0.0	50 ly
71999	Clammy Memory Calculus	0.58	79 ly
72000	Gooey Emotal Core	0.32	66 ly
72001	Moistened Cluster Stem	0.38	69 ly
72002	Fragile Lobes	0.42	71 ly
72003	Fragile Hive Stem	0.06	53 ly
72004	Clammy Emotal Core	0.02	51 ly
72005	Moistened Lobes	0.0	50 ly
72006	Clammy Lobes	0.44	72 ly
72007	Fragile Sensory Veil	0.8	90 ly
72008	Gooey Hive Stem	0.06	53 ly
72009	Threaded Bio-Reality Generator	0.88	94 ly
72010	Threaded Lobe Actuator	0.1	55 ly
72011	Threaded Neural Matrix	0.44	72 ly
72012	Clammy Hive Stem	0.3	65 ly
72013	Clammy Cluster Stem	0.92	96 ly
72014	Fragile Sensory Veil	0.86	93 ly
72015	Threaded Neural Matrix	0.08	54 ly
72016	Moistened Lobes	0.16	58 ly
72017	Moistened Stellar Processor	0.42	71 ly
72018	Clammy Emotal Core	0.0	50 ly
72019	Gooey Neural Matrix	0.0	50 ly
72020	Clammy Memory Calculus	0.04	52 ly
72021	Gooey Stellar Processor	0.82	91 ly
72022	Threaded Sensory Veil	0.0	50 ly
72023	Threaded Sensory Veil	0.02	51 ly
72024	Threaded Cluster Stem	0.66	83 ly
72025	Moistened Hive Stem	0.04	52 ly
72026	Moistened Neural Matrix	0.1	55 ly
72027	Fragile Cluster Stem	0.26	63 ly
72028	Threaded Lobe Actuator	0.72	86 ly
72029	Gooey Neural Matrix	0.56	78 ly
72030	Threaded Bio-Reality Generator	0.3	65 ly
72031	Moistened Neural Matrix	0.5	75 ly
72032	Gooey Hive Stem	0.52	76 ly
72033	Threaded Cluster Stem	0.36	68 ly
72034	Moistened Bio-Reality Generator	0.36	68 ly
72035	Fragile Memory Calculus	0.36	68 ly
72036	Fragile Emotal Core	0.94	97 ly
72037	Fragile Memory Calculus	0.8	90 ly
72038	Fragile Stellar Processor	0.36	68 ly
72039	Clammy Cluster Stem	0.92	96 ly
72040	Clammy Bio-Reality Generator	0.5	75 ly
72041	Gooey Memory Calculus	0.14	57 ly
72042	Fragile Memory Calculus	0.02	51 ly
72043	Threaded Sensory Veil	0.02	51 ly
72044	Gooey Sensory Veil	0.06	53 ly
72045	Moistened Sensory Veil	0.98	99 ly
72046	Clammy Neural Matrix	0.12	56 ly
72047	Gooey Emotal Core	0.34	67 ly
72048	Gooey Hive Stem	0.0	50 ly
72049	Gooey Emotal Core	0.84	92 ly
72050	Clammy Bio-Reality Generator	0.3	65 ly
72051	Moistened Hive Stem	0.02	51 ly
72052	Threaded Lobe Actuator	0.04	52 ly
72053	Moistened Lobes	0.22	61 ly
72054	Clammy Memory Calculus	0.06	53 ly
72055	Moistened Emotal Core	0.04	52 ly
72056	Fragile Neural Matrix	0.92	96 ly
72057	Moistened Sensory Veil	0.02	51 ly
72058	Moistened Lobe Actuator	0.36	68 ly
72059	Fragile Memory Calculus	0.44	72 ly
72060	Fragile Cluster Stem	0.08	54 ly
72061	Clammy Lobes	0.56	78 ly
72062	Fragile Lobes	0.54	77 ly
72063	Fragile Bio-Reality Generator	0.42	71 ly
72064	Moistened Lobes	0.28	64 ly
72065	Moistened Stellar Processor	0.44	72 ly
72066	Fragile Neural Matrix	0.26	63 ly
72067	Fragile Stellar Processor	0.5	75 ly
72068	Gooey Sensory Veil	0.18	59 ly
72069	Clammy Sensory Veil	0.5	75 ly
72070	Clammy Cluster Stem	0.08	54 ly
72071	Gooey Emotal Core	0.04	52 ly
72072	Clammy Lobes	0.02	51 ly
72073	Clammy Lobes	0.44	72 ly
72074	Clammy Stellar Processor	0.06	53 ly
72075	Threaded Lobes	0.02	51 ly
72076	Fragile Hive Stem	0.02	51 ly
72077	Moistened Emotal Core	0.24	62 ly
72078	Moistened Emotal Core	0.32	66 ly
72079	Clammy Lobe Actuator	0.3	65 ly
72080	Fragile Emotal Core	0.9	95 ly
72081	Fragile Hive Stem	0.34	67 ly
72082	Moistened Sensory Veil	0.14	57 ly
72083	Gooey Lobe Actuator	0.0	50 ly
72084	Threaded Emotal Core	0.76	88 ly
72085	Fragile Emotal Core	0.0	50 ly
72086	Clammy Hive Stem	0.06	53 ly
72087	Moistened Sensory Veil	0.0	50 ly
72088	Clammy Lobes	0.18	59 ly
72089	Threaded Bio-Reality Generator	0.06	53 ly
72090	Moistened Bio-Reality Generator	0.0	50 ly
72091	Threaded Stellar Processor	0.42	71 ly
72092	Clammy Memory Calculus	0.12	56 ly
72093	Moistened Lobes	0.9	95 ly
72094	Threaded Lobes	0.9	95 ly
