Seed,Name,Perfection,Ship_Hyperdrive_JumpDistance,Ship_Hyperdrive_JumpsPerCell
78640,Engorged Lobes,1.0,,+100%
78641,Engorged Hive Stem,0.14,157 ly,
78642,Glassy Hive Stem,0.12,156 ly,
78643,Tremendous Hive Stem,0.28,164 ly,
78644,Tremendous Bio-Reality Generator,1.0,,+100%
78645,Engorged Hive Stem,0.44,172 ly,
78646,Beloved Lobe Actuator,1.0,,+100%
78647,Beloved Cluster Stem,0.06,153 ly,
78648,Engorged Emotal Core,0.3,165 ly,
78649,Glorious Lobe Actuator,1.0,,+100%
78650,Engorged Hive Stem,0.46,173 ly,
78651,Glorious Neural Matrix,1.0,,+100%
78652,Tremendous Cluster Stem,1.0,,+100%
78653,Tremendous Bio-Reality Generator,0.94,197 ly,
78654,Glorious Lobes,1.0,,+100%
78655,Beloved Emotal Core,1.0,,+100%
78656,Beloved Neural Matrix,0.02,151 ly,
78657,Glorious Lobes,0.78,189 ly,
78658,Beloved Memory Calculus,0.38,169 ly,
78659,Engorged Sensory Veil,1.0,,+100%
78660,Glorious Sensory Veil,0.66,183 ly,
78661,Glorious Lobes,0.38,169 ly,
78662,Glorious Neural Matrix,1.0,,+100%
78663,Glassy Emotal Core,0.8,190 ly,
78664,Glorious Bio-Reality Generator,1.0,,+100%
78665,Engorged Cluster Stem,0.08,154 ly,
78666,Tremendous Sensory Veil,1.0,,+100%
78667,Engorged Hive Stem,1.0,,+100%
78668,Glorious Stellar Processor,1.0,,+100%
78669,Beloved Memory Calculus,1.0,,+100%
78670,Glorious Cluster Stem,0.48,174 ly,
78671,Glorious Memory Calculus,0.44,172 ly,
78672,Glorious Stellar Processor,0.04,152 ly,
78673,Glorious Sensory Veil,0.18,159 ly,
78674,Engorged Lobe Actuator,0.42,171 ly,
78675,Glassy Lobes,1.0,,+100%
78676,Beloved Neural Matrix,1.0,,+100%
78677,Glassy Cluster Stem,0.12,156 ly,
78678,Engorged Hive Stem,1.0,,+100%
78679,Tremendous Cluster Stem,0.96,198 ly,
78680,Glassy Sensory Veil,0.48,174 ly,
78681,Glorious Neural Matrix,0.14,157 ly,
78682,Glassy Lobe Actuator,1.0,,+100%
78683,Tremendous Stellar Processor,1.0,,+100%
78684,Beloved Neural Matrix,1.0,,+100%
78685,Glorious Lobe Actuator,0.28,164 ly,
78686,Tremendous Sensory Veil,0.14,157 ly,
78687,Engorged Bio-Reality Generator,0.6,180 ly,
78688,Beloved Hive Stem,0.78,189 ly,
78689,Glorious Lobes,0.36,168 ly,
78690,Engorged Bio-Reality Generator,0.06,153 ly,
78691,Engorged Memory Calculus,0.02,151 ly,
78692,Glorious Lobes,0.24,162 ly,
78693,Engorged Neural Matrix,0.38,169 ly,
78694,Beloved Neural Matrix,0.24,162 ly,
78695,Beloved Lobes,0.22,161 ly,
78696,Tremendous Cluster Stem,0.06,153 ly,
78697,Engorged Stellar Processor,1.0,,+100%
78698,Engorged Cluster Stem,1.0,,+100%
78699,Engorged Bio-Reality Generator,0.04,152 ly,
78700,Glassy Neural Matrix,1.0,,+100%
78701,Glassy Bio-Reality Generator,0.04,152 ly,
78702,Beloved Neural Matrix,1.0,,+100%
78703,Tremendous Stellar Processor,0.02,151 ly,
78704,Tremendous Emotal Core,1.0,,+100%
78705,Engorged Cluster Stem,1.0,,+100%
78706,Tremendous Hive Stem,0.08,154 ly,
78707,Tremendous Lobes,0.06,153 ly,
78708,Glorious Lobes,0.14,157 ly,
78709,Engorged Bio-Reality Generator,0.46,173 ly,
78710,Tremendous Neural Matrix,0.32,166 ly,
78711,Engorged Memory Calculus,1.0,,+100%
78712,Beloved Lobe Actuator,1.0,,+100%
78713,Glassy Lobes,0.26,163 ly,
78714,Beloved Lobe Actuator,0.44,172 ly,
78715,Tremendous Sensory Veil,0.0,150 ly,
78716,Beloved Neural Matrix,0.7,185 ly,
78717,Engorged Cluster Stem,1.0,,+100%
78718,Glassy Lobes,1.0,,+100%
78719,Beloved Lobe Actuator,0.14,157 ly,
78720,Tremendous Lobes,0.3,165 ly,
78721,Glassy Lobes,0.58,179 ly,
78722,Beloved Bio-Reality Generator,1.0,,+100%
78723,Beloved Hive Stem,0.48,174 ly,
78724,Glassy Bio-Reality Generator,1.0,,+100%
78725,Tremendous Sensory Veil,1.0,,+100%
78726,Beloved Bio-Reality Generator,0.32,166 ly,
78727,Engorged Sensory Veil,1.0,,+100%
78728,Glassy Memory Calculus,1.0,,+100%
78729,Glorious Stellar Processor,0.0,150 ly,
78730,Glassy Lobe Actuator,0.08,154 ly,
78731,Glassy Stellar Processor,0.36,168 ly,
78732,Beloved Neural Matrix,0.86,193 ly,
78733,Beloved Stellar Processor,1.0,,+100%
78734,Beloved Stellar Processor,1.0,,+100%
78735,Glorious Hive Stem,1.0,,+100%
78736,Glorious Cluster Stem,1.0,,+100%
78737,Glorious Lobe Actuator,1.0,,+100%
78738,Beloved Emotal Core,0.02,151 ly,
78739,Beloved Emotal Core,1.0,,+100%
78740,Glassy Cluster Stem,0.0,150 ly,
78741,Beloved Stellar Processor,1.0,,+100%
78742,Glassy Memory Calculus,0.26,163 ly,
78743,Tremendous Lobe Actuator,0.08,154 ly,
78744,Glassy Memory Calculus,0.14,157 ly,
78745,Engorged Cluster Stem,0.24,162 ly,
78746,Glorious Lobe Actuator,1.0,,+100%
78747,Tremendous Neural Matrix,0.22,161 ly,
78748,Glorious Lobes,1.0,,+100%
78749,Glassy Lobes,0.06,153 ly,
78750,Beloved Memory Calculus,1.0,,+100%
78751,Tremendous Bio-Reality Generator,1.0,,+100%
78752,Glassy Memory Calculus,1.0,,+100%
78753,Engorged Neural Matrix,1.0,,+100%
78754,Glassy Lobe Actuator,1.0,,+100%
78755,Tremendous Lobes,0.0,150 ly,
78756,Beloved Sensory Veil,1.0,,+100%
78757,Glorious Emotal Core,0.88,194 ly,
78758,Tremendous Sensory Veil,1.0,,+100%
78759,Beloved Bio-Reality Generator,1.0,,+100%
78760,Engorged Bio-Reality Generator,1.0,,+100%
78761,Glorious Bio-Reality Generator,0.58,179 ly,
78762,Tremendous Stellar Processor,0.0,150 ly,
78763,Beloved Neural Matrix,0.08,154 ly,
78764,Glorious Bio-Reality Generator,0.3,165 ly,
78765,Engorged Cluster Stem,1.0,,+100%
78766,Beloved Hive Stem,1.0,,+100%
78767,Beloved Stellar Processor,0.74,187 ly,
78768,Beloved Lobes,0.04,152 ly,
78769,Glassy Neural Matrix,1.0,,+100%
78770,Glassy Stellar Processor,0.0,150 ly,
78771,Engorged Lobe Actuator,0.0,150 ly,
78772,Glassy Neural Matrix,1.0,,+100%
78773,Glassy Memory Calculus,0.04,152 ly,
78774,Tremendous Neural Matrix,0.26,163 ly,
78775,Glassy Hive Stem,0.02,151 ly,
78776,Glorious Emotal Core,1.0,,+100%
78777,Glorious Lobe Actuator,0.0,150 ly,
78778,Glorious Lobe Actuator,1.0,,+100%
78779,Glassy Sensory Veil,1.0,,+100%
78780,Beloved Hive Stem,0.16,158 ly,
78781,Glassy Memory Calculus,1.0,,+100%
78782,Glassy Neural Matrix,1.0,,+100%
78783,Glorious Emotal Core,1.0,,+100%
78784,Engorged Neural Matrix,1.0,,+100%
78785,Engorged Sensory Veil,0.14,157 ly,
78786,Glorious Memory Calculus,0.06,153 ly,
78787,Beloved Stellar Processor,1.0,,+100%
78788,Glassy Cluster Stem,0.3,165 ly,
78789,Beloved Lobes,0.0,150 ly,
78790,Beloved Bio-Reality Generator,1.0,,+100%
78791,Tremendous Lobe Actuator,1.0,,+100%
78792,Glassy Memory Calculus,0.06,153 ly,
78793,Glorious Lobe Actuator,0.9,195 ly,
78794,Glassy Bio-Reality Generator,1.0,,+100%
78795,Glorious Cluster Stem,0.14,157 ly,
78796,Beloved Lobes,1.0,,+100%
78797,Engorged Memory Calculus,1.0,,+100%
78798,Glorious Stellar Processor,0.0,150 ly,
78799,Engorged Bio-Reality Generator,0.02,151 ly,
78800,Glassy Lobe Actuator,1.0,,+100%
78801,Glorious Lobe Actuator,0.22,161 ly,
78802,Glassy Emotal Core,0.16,158 ly,
78803,Glorious Bio-Reality Generator,0.58,179 ly,
78804,Tremendous Neural Matrix,0.02,151 ly,
78805,Engorged Cluster Stem,1.0,,+100%
78806,Beloved Lobe Actuator,0.38,169 ly,
78807,Engorged Neural Matrix,1.0,,+100%
78808,Glassy Memory Calculus,0.76,188 ly,
78809,Tremendous Hive Stem,0.1,155 ly,
78810,Beloved Lobes,1.0,,+100%
78811,Engorged Sensory Veil,1.0,,+100%
78812,Glorious Lobe Actuator,1.0,,+100%
78813,Glorious Emotal Core,1.0,,+100%
78814,Beloved Lobes,1.0,,+100%
78815,Beloved Neural Matrix,0.14,157 ly,
78816,Engorged Lobes,0.02,151 ly,
78817,Engorged Lobes,1.0,,+100%
78818,Engorged Cluster Stem,1.0,,+100%
78819,Beloved Lobes,1.0,,+100%
78820,Engorged Bio-Reality Generator,0.96,198 ly,
78821,Glassy Stellar Processor,0.02,151 ly,
78822,Beloved Neural Matrix,1.0,,+100%
78823,Engorged Emotal Core,0.28,164 ly,
78824,Glassy Cluster Stem,0.04,152 ly,
78825,Glassy Emotal Core,1.0,,+100%
78826,Glassy Hive Stem,0.16,158 ly,
78827,Glorious Lobe Actuator,0.16,158 ly,
78828,Glorious Stellar Processor,1.0,,+100%
78829,Beloved Lobe Actuator,1.0,,+100%
78830,Engorged Stellar Processor,0.02,151 ly,
78831,Glassy Bio-Reality Generator,1.0,,+100%
78832,Glorious Cluster Stem,1.0,,+100%
78833,Tremendous Memory Calculus,1.0,,+100%
78834,Glassy Emotal Core,0.1,155 ly,
78835,Glorious Lobe Actuator,1.0,,+100%
78836,Engorged Cluster Stem,1.0,,+100%
78837,Engorged Emotal Core,1.0,,+100%
78838,Beloved Sensory Veil,0.0,150 ly,
78839,Glassy Emotal Core,1.0,,+100%
78840,Beloved Lobes,1.0,,+100%
78841,Glorious Memory Calculus,1.0,,+100%
78842,Tremendous Memory Calculus,0.7,185 ly,
78843,Glorious Emotal Core,0.12,156 ly,
78844,Tremendous Emotal Core,0.8,190 ly,
78845,Engorged Hive Stem,0.36,168 ly,
78846,Tremendous Lobe Actuator,0.62,181 ly,
78847,Beloved Cluster Stem,0.02,151 ly,
78848,Glorious Sensory Veil,1.0,,+100%
78849,Beloved Lobes,0.7,185 ly,
78850,Engorged Emotal Core,0.3,165 ly,
78851,Glorious Bio-Reality Generator,0.18,159 ly,
78852,Beloved Memory Calculus,1.0,,+100%
78853,Beloved Memory Calculus,0.68,184 ly,
78854,Engorged Cluster Stem,0.18,159 ly,
78855,Tremendous Lobe Actuator,1.0,,+100%
78856,Engorged Stellar Processor,0.58,179 ly,
78857,Tremendous Sensory Veil,1.0,,+100%
78858,Glassy Cluster Stem,0.16,158 ly,
78859,Engorged Lobes,1.0,,+100%
78860,Tremendous Cluster Stem,0.76,188 ly,
78861,Beloved Cluster Stem,1.0,,+100%
78862,Glassy Sensory Veil,1.0,,+100%
78863,Beloved Hive Stem,1.0,,+100%
78864,Tremendous Lobes,1.0,200 ly,
78865,Glorious Bio-Reality Generator,0.58,179 ly,
78866,Beloved Emotal Core,1.0,,+100%
78867,Glorious Neural Matrix,1.0,,+100%
78868,Glassy Bio-Reality Generator,1.0,,+100%
78869,Engorged Cluster Stem,1.0,,+100%
78870,Engorged Neural Matrix,0.16,158 ly,
78871,Glassy Lobe Actuator,1.0,,+100%
78872,Tremendous Emotal Core,1.0,,+100%
78873,Engorged Cluster Stem,0.0,150 ly,
78874,Engorged Neural Matrix,1.0,,+100%
78875,Beloved Sensory Veil,1.0,,+100%
78876,Tremendous Neural Matrix,1.0,,+100%
78877,Beloved Emotal Core,1.0,,+100%
78878,Engorged Lobes,0.0,150 ly,
78879,Glorious Neural Matrix,1.0,,+100%
78880,Glassy Cluster Stem,0.6,180 ly,
78881,Glorious Emotal Core,1.0,,+100%
78882,Tremendous Hive Stem,1.0,,+100%
78883,Beloved Sensory Veil,1.0,,+100%
78884,Engorged Cluster Stem,1.0,,+100%
78885,Beloved Memory Calculus,1.0,,+100%
78886,Beloved Emotal Core,0.0,150 ly,
78887,Beloved Memory Calculus,0.46,173 ly,
78888,Beloved Lobes,1.0,,+100%
78889,Tremendous Neural Matrix,1.0,,+100%
78890,Glorious Bio-Reality Generator,1.0,,+100%
78891,Glassy Hive Stem,0.52,176 ly,
78892,Glorious Lobes,1.0,,+100%
78893,Glorious Lobe Actuator,1.0,,+100%
78894,Glassy Lobe Actuator,0.4,170 ly,
78895,Engorged Stellar Processor,1.0,,+100%
78896,Glassy Lobes,0.66,183 ly,
78897,Glassy Emotal Core,1.0,,+100%
78898,Glorious Stellar Processor,1.0,,+100%
78899,Glorious Cluster Stem,1.0,,+100%
78900,Tremendous Lobes,1.0,,+100%
78901,Engorged Lobes,1.0,,+100%
78902,Tremendous Lobes,0.28,164 ly,
78903,Tremendous Sensory Veil,0.0,150 ly,
78904,Tremendous Stellar Processor,1.0,,+100%
78905,Beloved Hive Stem,1.0,,+100%
78906,Tremendous Hive Stem,1.0,,+100%
78907,Beloved Cluster Stem,1.0,,+100%
78908,Beloved Memory Calculus,0.98,199 ly,
78909,Engorged Bio-Reality Generator,1.0,,+100%
78910,Beloved Lobes,0.32,166 ly,
78911,Glassy Bio-Reality Generator,0.28,164 ly,
78912,Tremendous Emotal Core,1.0,,+100%
78913,Beloved Memory Calculus,0.06,153 ly,
78914,Beloved Bio-Reality Generator,1.0,,+100%
78915,Glorious Stellar Processor,1.0,,+100%
78916,Glorious Neural Matrix,1.0,,+100%
78917,Beloved Memory Calculus,0.02,151 ly,
78918,Glassy Cluster Stem,0.12,156 ly,
78919,Glorious Bio-Reality Generator,0.66,183 ly,
78920,Beloved Cluster Stem,0.16,158 ly,
78921,Glorious Emotal Core,1.0,,+100%
78922,Engorged Stellar Processor,1.0,,+100%
78923,Tremendous Lobes,0.0,150 ly,
78924,Glorious Stellar Processor,0.06,153 ly,
78925,Engorged Emotal Core,1.0,,+100%
78926,Engorged Hive Stem,0.06,153 ly,
78927,Beloved Lobe Actuator,1.0,,+100%
78928,Glassy Neural Matrix,1.0,,+100%
78929,Tremendous Emotal Core,1.0,,+100%
78930,Glassy Lobes,0.52,176 ly,
78931,Glassy Lobes,1.0,,+100%
78932,Tremendous Lobe Actuator,0.0,150 ly,
78933,Glorious Neural Matrix,1.0,,+100%
78934,Engorged Stellar Processor,1.0,,+100%
78935,Beloved Lobes,1.0,,+100%
78936,Beloved Emotal Core,0.62,181 ly,
78937,Tremendous Hive Stem,0.06,153 ly,
78938,Beloved Cluster Stem,1.0,,+100%
78939,Glassy Memory Calculus,1.0,,+100%
78940,Engorged Cluster Stem,0.0,150 ly,
78941,Tremendous Emotal Core,0.82,191 ly,
78942,Engorged Neural Matrix,0.14,157 ly,
78943,Beloved Emotal Core,0.0,150 ly,
78944,Engorged Memory Calculus,0.0,150 ly,
78945,Tremendous Lobe Actuator,1.0,,+100%
78946,Beloved Hive Stem,1.0,,+100%
78947,Glassy Memory Calculus,0.0,150 ly,
78948,Engorged Emotal Core,1.0,,+100%
78949,Beloved Sensory Veil,1.0,,+100%
78950,Tremendous Memory Calculus,0.32,166 ly,
78951,Glassy Lobe Actuator,1.0,,+100%
78952,Beloved Emotal Core,0.64,182 ly,
78953,Tremendous Cluster Stem,1.0,,+100%
78954,Glassy Memory Calculus,1.0,,+100%
78955,Tremendous Lobe Actuator,0.46,173 ly,
78956,Glorious Hive Stem,1.0,,+100%
78957,Glassy Memory Calculus,1.0,,+100%
78958,Beloved Memory Calculus,1.0,,+100%
78959,Tremendous Neural Matrix,1.0,,+100%
78960,Beloved Lobes,0.42,171 ly,
78961,Beloved Emotal Core,0.14,157 ly,
78962,Beloved Emotal Core,1.0,,+100%
78963,Glassy Emotal Core,1.0,,+100%
78964,Beloved Hive Stem,1.0,,+100%
78965,Tremendous Bio-Reality Generator,0.72,186 ly,
78966,Engorged Bio-Reality Generator,0.28,164 ly,
78967,Glorious Hive Stem,0.26,163 ly,
78968,Glorious Neural Matrix,1.0,,+100%
78969,Glorious Lobe Actuator,1.0,,+100%
78970,Engorged Neural Matrix,1.0,,+100%
78971,Glorious Cluster Stem,1.0,,+100%
78972,Tremendous Lobes,0.42,171 ly,
78973,Glassy Memory Calculus,1.0,,+100%
78974,Glorious Lobes,1.0,,+100%
78975,Tremendous Cluster Stem,0.14,157 ly,
78976,Glassy Lobe Actuator,1.0,,+100%
78977,Beloved Lobes,1.0,,+100%
78978,Beloved Emotal Core,1.0,,+100%
78979,Engorged Hive Stem,0.46,173 ly,
78980,Tremendous Lobe Actuator,0.22,161 ly,
78981,Engorged Neural Matrix,1.0,,+100%
78982,Glassy Lobe Actuator,1.0,,+100%
78983,Beloved Memory Calculus,0.3,165 ly,
78984,Engorged Sensory Veil,0.46,173 ly,
78985,Glassy Stellar Processor,1.0,,+100%
78986,Beloved Cluster Stem,1.0,,+100%
78987,Engorged Neural Matrix,0.02,151 ly,
78988,Glassy Bio-Reality Generator,1.0,,+100%
78989,Tremendous Lobe Actuator,0.02,151 ly,
78990,Engorged Hive Stem,0.18,159 ly,
78991,Engorged Lobe Actuator,0.52,176 ly,
78992,Glassy Lobe Actuator,1.0,,+100%
78993,Beloved Cluster Stem,0.02,151 ly,
78994,Beloved Lobes,1.0,,+100%
78995,Glassy Lobe Actuator,1.0,,+100%
78996,Glorious Bio-Reality Generator,0.88,194 ly,
78997,Tremendous Bio-Reality Generator,1.0,,+100%
78998,Glorious Lobe Actuator,1.0,,+100%
78999,Beloved Lobes,0.2,160 ly,
79000,Tremendous Sensory Veil,1.0,,+100%
79001,Tremendous Lobes,1.0,,+100%
79002,Beloved Bio-Reality Generator,1.0,,+100%
79003,Beloved Cluster Stem,1.0,,+100%
79004,Engorged Lobe Actuator,1.0,,+100%
79005,Glorious Bio-Reality Generator,0.5,175 ly,
79006,Tremendous Memory Calculus,1.0,,+100%
79007,Beloved Sensory Veil,0.06,153 ly,
79008,Engorged Memory Calculus,1.0,,+100%
79009,Beloved Emotal Core,0.88,194 ly,
79010,Glassy Memory Calculus,1.0,,+100%
79011,Beloved Bio-Reality Generator,1.0,,+100%
79012,Beloved Memory Calculus,1.0,,+100%
79013,Engorged Emotal Core,1.0,,+100%
79014,Glassy Lobe Actuator,0.0,150 ly,
79015,Glorious Emotal Core,1.0,,+100%
79016,Glorious Neural Matrix,0.06,153 ly,
79017,Tremendous Cluster Stem,1.0,,+100%
79018,Tremendous Stellar Processor,1.0,,+100%
79019,Tremendous Stellar Processor,1.0,,+100%
79020,Glassy Lobe Actuator,0.0,150 ly,
79021,Glorious Cluster Stem,1.0,,+100%
79022,Glassy Emotal Core,0.78,189 ly,
79023,Beloved Stellar Processor,1.0,,+100%
79024,Engorged Sensory Veil,1.0,,+100%
79025,Glassy Neural Matrix,1.0,,+100%
79026,Beloved Sensory Veil,1.0,,+100%
79027,Tremendous Memory Calculus,1.0,,+100%
79028,Glassy Sensory Veil,1.0,,+100%
79029,Engorged Cluster Stem,1.0,,+100%
79030,Glassy Lobe Actuator,1.0,,+100%
79031,Engorged Sensory Veil,0.2,160 ly,
79032,Glorious Sensory Veil,1.0,,+100%
79033,Engorged Memory Calculus,1.0,,+100%
79034,Engorged Emotal Core,1.0,,+100%
79035,Tremendous Stellar Processor,1.0,,+100%
79036,Engorged Hive Stem,1.0,,+100%
79037,Glorious Neural Matrix,0.56,178 ly,
79038,Tremendous Neural Matrix,1.0,,+100%
79039,Tremendous Emotal Core,0.26,163 ly,
79040,Beloved Stellar Processor,1.0,,+100%
79041,Beloved Lobes,1.0,,+100%
79042,Tremendous Bio-Reality Generator,0.24,162 ly,
79043,Glassy Neural Matrix,0.66,183 ly,
79044,Glassy Cluster Stem,1.0,,+100%
79045,Glorious Memory Calculus,0.48,174 ly,
79046,Beloved Neural Matrix,0.14,157 ly,
79047,Glorious Hive Stem,1.0,,+100%
79048,Beloved Stellar Processor,0.02,151 ly,
79049,Glassy Stellar Processor,0.46,173 ly,
79050,Tremendous Stellar Processor,1.0,,+100%
79051,Engorged Hive Stem,0.14,157 ly,
79052,Glorious Lobes,0.7,185 ly,
79053,Glassy Sensory Veil,1.0,,+100%
79054,Glassy Hive Stem,0.06,153 ly,
79055,Beloved Bio-Reality Generator,1.0,,+100%
79056,Beloved Memory Calculus,0.64,182 ly,
79057,Engorged Hive Stem,1.0,,+100%
79058,Beloved Stellar Processor,0.62,181 ly,
79059,Beloved Stellar Processor,0.18,159 ly,
79060,Glorious Neural Matrix,1.0,,+100%
79061,Engorged Sensory Veil,1.0,,+100%
79062,Beloved Emotal Core,0.26,163 ly,
79063,Beloved Memory Calculus,1.0,,+100%
79064,Glassy Memory Calculus,0.14,157 ly,
79065,Engorged Sensory Veil,1.0,,+100%
79066,Engorged Lobe Actuator,1.0,,+100%
79067,Tremendous Lobes,0.28,164 ly,
79068,Engorged Cluster Stem,0.08,154 ly,
79069,Glassy Neural Matrix,1.0,,+100%
79070,Glassy Bio-Reality Generator,0.34,167 ly,
79071,Glorious Memory Calculus,1.0,,+100%
79072,Engorged Lobe Actuator,0.86,193 ly,
79073,Glorious Cluster Stem,0.7,185 ly,
79074,Tremendous Emotal Core,1.0,,+100%
79075,Engorged Sensory Veil,0.58,179 ly,
79076,Glorious Stellar Processor,0.6,180 ly,
79077,Beloved Sensory Veil,1.0,,+100%
79078,Tremendous Lobe Actuator,1.0,,+100%
79079,Engorged Neural Matrix,0.0,150 ly,
79080,Tremendous Memory Calculus,0.34,167 ly,
79081,Engorged Cluster Stem,1.0,,+100%
79082,Engorged Bio-Reality Generator,1.0,,+100%
79083,Glorious Hive Stem,0.02,151 ly,
79084,Tremendous Memory Calculus,1.0,,+100%
79085,Beloved Hive Stem,0.9,195 ly,
79086,Engorged Lobes,0.0,150 ly,
79087,Glorious Emotal Core,0.36,168 ly,
79088,Glassy Memory Calculus,1.0,,+100%
79089,Tremendous Neural Matrix,1.0,,+100%
79090,Beloved Lobes,0.82,191 ly,
79091,Engorged Lobes,1.0,,+100%
79092,Tremendous Lobes,0.44,172 ly,
79093,Engorged Neural Matrix,0.72,186 ly,
79094,Engorged Emotal Core,0.06,153 ly,
79095,Glassy Hive Stem,1.0,,+100%
79096,Glassy Emotal Core,1.0,,+100%
79097,Beloved Stellar Processor,1.0,,+100%
79098,Glorious Memory Calculus,0.12,156 ly,
79099,Glassy Lobe Actuator,0.28,164 ly,
79100,Tremendous Sensory Veil,0.32,166 ly,
79101,Glassy Memory Calculus,1.0,,+100%
79102,Glorious Lobes,0.72,186 ly,
79103,Glassy Cluster Stem,1.0,,+100%
79104,Beloved Hive Stem,1.0,,+100%
79105,Glorious Neural Matrix,1.0,,+100%
79106,Glassy Bio-Reality Generator,0.0,150 ly,
79107,Glassy Bio-Reality Generator,0.56,178 ly,
79108,Engorged Memory Calculus,1.0,,+100%
79109,Engorged Lobes,0.66,183 ly,
79110,Glassy Emotal Core,0.7,185 ly,
79111,Glorious Cluster Stem,1.0,,+100%
79112,Glorious Memory Calculus,0.52,176 ly,
79113,Glorious Lobe Actuator,0.24,162 ly,
79114,Beloved Lobe Actuator,1.0,,+100%
79115,Glorious Hive Stem,1.0,,+100%
79116,Glassy Bio-Reality Generator,1.0,,+100%
79117,Engorged Cluster Stem,0.04,152 ly,
79118,Glorious Bio-Reality Generator,1.0,,+100%
79119,Tremendous Memory Calculus,0.84,192 ly,
79120,Glassy Stellar Processor,1.0,,+100%
79121,Engorged Memory Calculus,1.0,,+100%
79122,Glassy Stellar Processor,1.0,,+100%
79123,Glorious Lobes,0.24,162 ly,
79124,Tremendous Cluster Stem,1.0,,+100%
79125,Glorious Lobe Actuator,0.3,165 ly,
79126,Beloved Emotal Core,0.78,189 ly,
79127,Glassy Bio-Reality Generator,1.0,,+100%
79128,Engorged Sensory Veil,0.9,195 ly,
79129,Tremendous Sensory Veil,1.0,,+100%
79130,Glorious Lobes,1.0,,+100%
79131,Glorious Sensory Veil,0.92,196 ly,
79132,Glassy Lobes,0.9,195 ly,
79133,Engorged Emotal Core,0.02,151 ly,
79134,Engorged Sensory Veil,1.0,,+100%
79135,Engorged Memory Calculus,0.36,168 ly,
79136,Glassy Lobe Actuator,0.02,151 ly,
79137,Glassy Neural Matrix,1.0,,+100%
79138,Glassy Bio-Reality Generator,1.0,,+100%
79139,Beloved Emotal Core,0.56,178 ly,
79140,Tremendous Sensory Veil,1.0,,+100%
79141,Engorged Emotal Core,0.86,193 ly,
79142,Glorious Stellar Processor,1.0,,+100%
79143,Tremendous Cluster Stem,1.0,,+100%
79144,Glassy Cluster Stem,1.0,,+100%
79145,Engorged Stellar Processor,1.0,,+100%
79146,Tremendous Memory Calculus,0.3,165 ly,
79147,Glassy Neural Matrix,1.0,,+100%
79148,Glassy Bio-Reality Generator,0.1,155 ly,
79149,Engorged Memory Calculus,0.02,151 ly,
79150,Beloved Lobe Actuator,0.46,173 ly,
79151,Beloved Sensory Veil,0.14,157 ly,
79152,Engorged Stellar Processor,0.88,194 ly,
79153,Tremendous Stellar Processor,1.0,,+100%
79154,Tremendous Hive Stem,0.36,168 ly,
79155,Glorious Hive Stem,0.02,151 ly,
79156,Glassy Cluster Stem,1.0,,+100%
79157,Glorious Neural Matrix,1.0,,+100%
